T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp
0.002,-0.711562,-0.000254283,0.0,-0.71365,0.00171667,12,...........,-327.67
0.004,-0.712792,-0.000245946,0.0,-0.71465,0.00169167,12,...........,-327.67
0.006,-0.713667,-0.000275126,0.0,-0.71565,0.00168333,12,...........,-327.67
0.008,-0.714637,-0.000354329,0.0,-0.71665,0.001675,12,...........,-327.67
0.01,-0.715742,-0.000329317,0.0,-0.71765,0.001675,12,...........,-327.67
0.012,-0.71665,-0.000371003,0.0,-0.71865,0.00165,12,...........,-327.67
0.014,-0.717675,-0.000366835,0.0,-0.71965,0.00168333,12,...........,-327.67
0.016,-0.718621,-0.00037934,0.0,-0.72065,0.00165833,12,...........,-327.67
0.018,-0.719458,-0.000375172,0.0,-0.72165,0.00168333,12,...........,-327.67
0.02,-0.720833,-0.000371003,0.0,-0.72265,0.00165833,12,...........,-327.67
0.022,-0.721692,-0.000362666,0.0,-0.72365,0.00163333,12,...........,-327.67
0.024,-0.722617,-0.000371003,0.0,-0.72465,0.001675,12,...........,-327.67
0.026,-0.723929,-0.000366835,0.0,-0.72565,0.00166667,12,...........,-327.67
0.028,-0.724721,-0.000345992,0.0,-0.72665,0.0017,12,...........,-327.67
0.03,-0.725662,-0.000412689,0.0,-0.72765,0.001675,12,...........,-327.67
0.032,-0.726783,-0.000429363,0.0,-0.72865,0.00165833,12,...........,-327.67
0.034,-0.7276,-0.000412689,0.0,-0.72965,0.00169167,12,...........,-327.67
0.036,-0.728804,-0.000421026,0.0,-0.73065,0.00164167,12,...........,-327.67
0.038,-0.729642,-0.000421026,0.0,-0.73165,0.00166667,12,...........,-327.67
0.04,-0.730596,-0.000433532,0.0,-0.73265,0.00168333,12,...........,-327.67
0.042,-0.7316,-0.0004377,0.0,-0.73365,0.0017,12,...........,-327.67
0.044,-0.732617,-0.000441869,0.0,-0.73465,0.00168333,12,...........,-327.67
0.046,-0.733633,-0.000416858,0.0,-0.73565,0.001625,12,...........,-327.67
0.048,-0.734592,-0.000421026,0.0,-0.73665,0.00165833,12,...........,-327.67
0.05,-0.735567,-0.000441869,0.0,-0.73765,0.00165,12,...........,-327.67
0.052,-0.736796,-0.000454375,0.0,-0.73865,0.00163333,12,...........,-327.67
0.054,-0.737612,-0.000450206,0.0,-0.73965,0.001675,12,...........,-327.67
0.056,-0.738629,-0.000462712,0.0,-0.74065,0.00165833,12,...........,-327.67
0.058,-0.7396,-0.000475218,0.0,-0.74165,0.00165833,12,...........,-327.67
0.06,-0.740621,-0.000487723,0.0,-0.74265,0.00164167,12,...........,-327.67
0.062,-0.741713,-0.000462712,0.0,-0.74365,0.00163333,12,...........,-327.67
0.064,-0.742633,-0.000521072,0.0,-0.74465,0.0017,12,...........,-327.67
0.066,-0.743517,-0.000500229,0.0,-0.74565,0.00159167,12,...........,-327.67
0.068,-0.744808,-0.000516903,0.0,-0.74665,0.00168333,12,...........,-327.67
0.07,-0.745642,-0.000475218,0.0,-0.74765,0.00171667,12,...........,-327.67
0.072,-0.746633,-0.000500229,0.0,-0.74865,0.00163333,12,...........,-327.67
0.074,-0.747804,-0.000508566,0.0,-0.74965,0.0017,12,...........,-327.67
0.076,-0.748479,-0.000496061,0.0,-0.75065,0.00165833,12,...........,-327.67
0.078,-0.749692,-0.000525241,0.0,-0.75165,0.0017,12,...........,-327.67
0.08,-0.7507,-0.000491892,0.0,-0.75265,0.00165833,12,...........,-327.67
0.082,-0.751471,-0.000483555,0.0,-0.75365,0.001625,12,...........,-327.67
0.084,-0.752825,-0.000504398,0.0,-0.75465,0.001725,12,...........,-327.67
0.086,-0.753762,-0.000537746,0.0,-0.75565,0.00163333,12,...........,-327.67
0.088,-0.754633,-0.000504398,0.0,-0.75665,0.00166667,12,...........,-327.67
0.09,-0.755579,-0.000508566,0.0,-0.75765,0.00166667,12,...........,-327.67
0.092,-0.756633,-0.000566926,0.0,-0.75865,0.00164167,12,...........,-327.67
0.094,-0.757608,-0.000554421,0.0,-0.75965,0.00170833,12,...........,-327.67
0.096,-0.7586,-0.000533578,0.0,-0.76065,0.00165,12,...........,-327.67
0.098,-0.759592,-0.000541915,0.0,-0.76165,0.00165833,12,...........,-327.67
0.1,-0.76075,-0.000529409,0.0,-0.76265,0.00164167,12,...........,-327.67
0.102,-0.761629,-0.000541915,0.0,-0.76365,0.001675,12,...........,-327.67
0.104,-0.762642,-0.000546083,0.0,-0.76465,0.00166667,12,...........,-327.67
0.106,-0.763608,-0.000537746,0.0,-0.76565,0.001625,12,...........,-327.67
0.108,-0.764617,-0.000541915,0.0,-0.76665,0.001675,12,...........,-327.67
0.11,-0.765662,-0.000537746,0.0,-0.76765,0.00166667,12,...........,-327.67
0.112,-0.766671,-0.000541915,0.0,-0.76865,0.00164167,12,...........,-327.67
0.114,-0.767467,-0.000529409,0.0,-0.76965,0.001675,12,...........,-327.67
0.116,-0.768833,-0.000562758,0.0,-0.77065,0.00163333,12,...........,-327.67
0.118,-0.769704,-0.000554421,0.0,-0.77165,0.00168333,12,...........,-327.67
0.12,-0.77065,-0.000550252,0.0,-0.77265,0.00166667,12,...........,-327.67
0.122,-0.771808,-0.000558589,0.0,-0.77365,0.0016,12,...........,-327.67
0.124,-0.772654,-0.000550252,0.0,-0.77465,0.00165833,12,...........,-327.67
0.126,-0.773729,-0.000562758,0.0,-0.77565,0.00160833,12,...........,-327.67
0.128,-0.774683,-0.000546083,0.0,-0.77665,0.00165833,12,...........,-327.67
0.13,-0.775475,-0.000516903,0.0,-0.77765,0.00174167,12,...........,-327.67
0.132,-0.776833,-0.000558589,0.0,-0.77865,0.00160833,12,...........,-327.67
0.134,-0.777771,-0.000554421,0.0,-0.77965,0.00165833,12,...........,-327.67
0.136,-0.778646,-0.000550252,0.0,-0.78065,0.00166667,12,...........,-327.67
0.138,-0.780037,-0.000529409,0.0,-0.78165,0.0016,12,...........,-327.67
0.14,-0.780529,-0.000554421,0.0,-0.78265,0.00169167,12,...........,-327.67
0.142,-0.781617,-0.000558589,0.0,-0.78365,0.00168333,12,...........,-327.67
0.144,-0.782625,-0.000575263,0.0,-0.78465,0.00166667,12,...........,-327.67
0.146,-0.783633,-0.000587769,0.0,-0.78565,0.00169167,12,...........,-327.67
0.148,-0.784763,-0.000587769,0.0,-0.78665,0.00163333,12,...........,-327.67
0.15,-0.785587,-0.000575263,0.0,-0.78765,0.00166667,12,...........,-327.67
0.152,-0.786621,-0.000546083,0.0,-0.78865,0.00161667,12,...........,-327.67
0.154,-0.787617,-0.000558589,0.0,-0.78965,0.001675,12,...........,-327.67
0.156,-0.788642,-0.000579432,0.0,-0.79065,0.00166667,12,...........,-327.67
0.158,-0.789679,-0.000554421,0.0,-0.79165,0.00163333,12,...........,-327.67
0.16,-0.79065,-0.000566926,0.0,-0.79265,0.00166667,12,...........,-327.67
0.162,-0.791475,-0.000571095,0.0,-0.79365,0.00166667,12,...........,-327.67
0.164,-0.792804,-0.000608612,0.0,-0.79465,0.00170833,12,...........,-327.67
0.166,-0.793658,-0.000591938,0.0,-0.79565,0.00166667,12,...........,-327.67
0.168,-0.794633,-0.000550252,0.0,-0.79665,0.00164167,12,...........,-327.67
0.17,-0.795571,-0.000600275,0.0,-0.79765,0.00165833,12,...........,-327.67
0.172,-0.796596,-0.000575263,0.0,-0.79865,0.00165833,12,...........,-327.67
0.174,-0.797696,-0.000579432,0.0,-0.79965,0.001625,12,...........,-327.67
0.176,-0.798642,-0.000591938,0.0,-0.80065,0.0017,12,...........,-327.67
0.178,-0.799467,-0.000579432,0.0,-0.80165,0.00166667,12,...........,-327.67
0.18,-0.800717,-0.000616949,0.0,-0.80265,0.00168333,12,...........,-327.67
0.182,-0.801712,-0.000579432,0.0,-0.80365,0.00165833,12,...........,-327.67
0.184,-0.80265,-0.000625286,0.0,-0.80465,0.001625,12,...........,-327.67
0.186,-0.803792,-0.000575263,0.0,-0.80565,0.00169167,12,...........,-327.67
0.188,-0.804825,-0.000566926,0.0,-0.80665,0.00164167,12,...........,-327.67
0.19,-0.805779,-0.000600275,0.0,-0.80765,0.00161667,12,...........,-327.67
0.192,-0.8066,-0.000583601,0.0,-0.80865,0.0017,12,...........,-327.67
0.194,-0.807642,-0.000566926,0.0,-0.80965,0.00164167,12,...........,-327.67
0.196,-0.808629,-0.000604443,0.0,-0.81065,0.00170833,12,...........,-327.67
0.198,-0.809575,-0.000621118,0.0,-0.81165,0.0017,12,...........,-327.67
0.2,-0.810621,-0.000604443,0.0,-0.81265,0.0017,12,...........,-327.67
0.202,-0.8116,-0.000571095,0.0,-0.81365,0.00165833,12,...........,-327.67
0.204,-0.812604,-0.000600275,0.0,-0.81465,0.00171667,12,...........,-327.67
0.206,-0.81365,-0.000575263,0.0,-0.81565,0.00165833,12,...........,-327.67
0.208,-0.814621,-0.000625286,0.0,-0.81665,0.00165833,12,...........,-327.67
0.21,-0.815512,-0.000633624,0.0,-0.81765,0.00169167,12,...........,-327.67
0.212,-0.816821,-0.000591938,0.0,-0.81865,0.00166667,12,...........,-327.67
0.214,-0.817696,-0.000583601,0.0,-0.81965,0.00166667,12,...........,-327.67
0.216,-0.818633,-0.000600275,0.0,-0.82065,0.001675,12,...........,-327.67
0.218,-0.819571,-0.000633624,0.0,-0.82165,0.00163333,12,...........,-327.67
0.22,-0.820571,-0.000621118,0.0,-0.82265,0.00165833,12,...........,-327.67
0.222,-0.821658,-0.000629455,0.0,-0.82365,0.00164167,12,...........,-327.67
0.224,-0.822642,-0.000616949,0.0,-0.82465,0.00169167,12,...........,-327.67
0.226,-0.823517,-0.000587769,0.0,-0.82565,0.001675,12,...........,-327.67
0.228,-0.824787,-0.000591938,0.0,-0.82665,0.001625,12,...........,-327.67
0.23,-0.825704,-0.000608612,0.0,-0.82765,0.001675,12,...........,-327.67
0.232,-0.826625,-0.000600275,0.0,-0.82865,0.00171667,12,...........,-327.67
0.234,-0.827787,-0.000616949,0.0,-0.82965,0.00165,12,...........,-327.67
0.236,-0.828783,-0.000621118,0.0,-0.83065,0.0017,12,...........,-327.67
0.238,-0.829679,-0.000608612,0.0,-0.83165,0.001675,12,...........,-327.67
0.24,-0.830829,-0.000608612,0.0,-0.83265,0.00165833,12,...........,-327.67
0.242,-0.83145,-0.000604443,0.0,-0.83365,0.00169167,12,...........,-327.67
0.244,-0.832617,-0.000612781,0.0,-0.83465,0.00160833,12,...........,-327.67
0.246,-0.833608,-0.000612781,0.0,-0.83565,0.00168333,12,...........,-327.67
0.248,-0.834571,-0.000612781,0.0,-0.83665,0.00165,12,...........,-327.67
0.25,-0.835575,-0.000633624,0.0,-0.83765,0.001675,12,...........,-327.67
0.252,-0.836583,-0.000629455,0.0,-0.83865,0.0017,12,...........,-327.67
0.254,-0.837633,-0.000633624,0.0,-0.83965,0.00165,12,...........,-327.67
0.256,-0.838625,-0.000633624,0.0,-0.84065,0.00168333,12,...........,-327.67
0.258,-0.839583,-0.000654466,0.0,-0.84165,0.00165833,12,...........,-327.67
0.26,-0.840708,-0.000608612,0.0,-0.84265,0.00166667,12,...........,-327.67
0.262,-0.841537,-0.000654466,0.0,-0.84365,0.00165,12,...........,-327.67
0.264,-0.842587,-0.000646129,0.0,-0.84465,0.00166667,12,...........,-327.67
0.266,-0.843583,-0.000650298,0.0,-0.84565,0.00168333,12,...........,-327.67
0.268,-0.844596,-0.000637792,0.0,-0.84665,0.001675,12,...........,-327.67
0.27,-0.84565,-0.000608612,0.0,-0.84765,0.00168333,12,...........,-327.67
0.272,-0.846608,-0.000629455,0.0,-0.84865,0.00166667,12,...........,-327.67
0.274,-0.847471,-0.000625286,0.0,-0.84965,0.00161667,12,...........,-327.67
0.276,-0.848771,-0.000612781,0.0,-0.85065,0.00168333,12,...........,-327.67
0.278,-0.849658,-0.000637792,0.0,-0.85165,0.00170833,12,...........,-327.67
0.28,-0.850625,-0.000608612,0.0,-0.85265,0.0017,12,...........,-327.67
0.282,-0.85155,-0.000662804,0.0,-0.85365,0.001675,12,...........,-327.67
0.284,-0.852521,-0.000641961,0.0,-0.85465,0.00160833,12,...........,-327.67
0.286,-0.85365,-0.000637792,0.0,-0.85565,0.00171667,12,...........,-327.67
0.288,-0.854658,-0.000637792,0.0,-0.85665,0.00164167,12,...........,-327.67
0.29,-0.855621,-0.000662804,0.0,-0.85765,0.0017,12,...........,-327.67
0.292,-0.856821,-0.000671141,0.0,-0.85865,0.00166667,12,...........,-327.67
0.294,-0.857587,-0.000708658,0.0,-0.85965,0.00163333,12,...........,-327.67
0.296,-0.858558,-0.000654466,0.0,-0.86065,0.00174167,12,...........,-327.67
0.298,-0.859571,-0.000671141,0.0,-0.86165,0.00165833,12,...........,-327.67
0.3,-0.8606,-0.000696152,0.0,-0.86265,0.00169167,12,...........,-327.67
0.302,-0.861617,-0.000671141,0.0,-0.86365,0.00168333,12,...........,-327.67
0.304,-0.862558,-0.000650298,0.0,-0.86465,0.00160833,12,...........,-327.67
0.306,-0.863521,-0.000687815,0.0,-0.86565,0.00169167,12,...........,-327.67
0.308,-0.864733,-0.000687815,0.0,-0.86665,0.001675,12,...........,-327.67
0.31,-0.865625,-0.000666972,0.0,-0.86765,0.001675,12,...........,-327.67
0.312,-0.866596,-0.000687815,0.0,-0.86865,0.00168333,12,...........,-327.67
0.314,-0.867475,-0.000733669,0.0,-0.86965,0.00165,12,...........,-327.67
0.316,-0.868587,-0.000687815,0.0,-0.87065,0.00170833,12,...........,-327.67
0.318,-0.869642,-0.000696152,0.0,-0.87165,0.00171667,12,...........,-327.67
0.32,-0.870592,-0.000700321,0.0,-0.87265,0.00163333,12,...........,-327.67
0.322,-0.871471,-0.000700321,0.0,-0.87365,0.00169167,12,...........,-327.67
0.324,-0.872792,-0.000704489,0.0,-0.87465,0.00166667,12,...........,-327.67
0.326,-0.873612,-0.000691984,0.0,-0.87565,0.0017,12,...........,-327.67
0.328,-0.874575,-0.000696152,0.0,-0.87665,0.00165,12,...........,-327.67
0.33,-0.875663,-0.000704489,0.0,-0.87765,0.00165833,12,...........,-327.67
0.332,-0.876554,-0.000683646,0.0,-0.87865,0.00168333,12,...........,-327.67
0.334,-0.877667,-0.000666972,0.0,-0.87965,0.00161667,12,...........,-327.67
0.336,-0.878625,-0.000658635,0.0,-0.88065,0.00170833,12,...........,-327.67
0.338,-0.879533,-0.000675309,0.0,-0.88165,0.001675,12,...........,-327.67
0.34,-0.880829,-0.000687815,0.0,-0.88265,0.00163333,12,...........,-327.67
0.342,-0.881687,-0.000687815,0.0,-0.88365,0.00166667,12,...........,-327.67
0.344,-0.882633,-0.000708658,0.0,-0.88465,0.00168333,12,...........,-327.67
0.346,-0.883567,-0.000691984,0.0,-0.88565,0.00174167,12,...........,-327.67
0.348,-0.884583,-0.000704489,0.0,-0.88665,0.00165833,12,...........,-327.67
0.35,-0.885608,-0.000704489,0.0,-0.88765,0.00166667,12,...........,-327.67
0.352,-0.886546,-0.000700321,0.0,-0.88865,0.001725,12,...........,-327.67
0.354,-0.887571,-0.000675309,0.0,-0.88965,0.0016,12,...........,-327.67
0.356,-0.888617,-0.000696152,0.0,-0.89065,0.00163333,12,...........,-327.67
0.358,-0.889567,-0.000679478,0.0,-0.89165,0.00165,12,...........,-327.67
0.36,-0.8906,-0.000708658,0.0,-0.89265,0.001675,12,...........,-327.67
0.362,-0.891542,-0.000700321,0.0,-0.89365,0.00170833,12,...........,-327.67
0.364,-0.892554,-0.000742006,0.0,-0.89465,0.001675,12,...........,-327.67
0.366,-0.893629,-0.000704489,0.0,-0.89565,0.001675,12,...........,-327.67
0.368,-0.894587,-0.000712826,0.0,-0.89665,0.00166667,12,...........,-327.67
0.37,-0.895467,-0.000696152,0.0,-0.89765,0.00163333,12,...........,-327.67
0.372,-0.896621,-0.000758681,0.0,-0.89865,0.00170833,12,...........,-327.67
0.374,-0.897579,-0.000725332,0.0,-0.89965,0.00165833,12,...........,-327.67
0.376,-0.898617,-0.000716995,0.0,-0.90065,0.00165833,12,...........,-327.67
0.378,-0.899458,-0.000683646,0.0,-0.90165,0.00168333,12,...........,-327.67
0.38,-0.900517,-0.000729501,0.0,-0.90265,0.00163333,12,...........,-327.67
0.382,-0.901667,-0.000767018,0.0,-0.90365,0.00165833,12,...........,-327.67
0.384,-0.902617,-0.000716995,0.0,-0.90465,0.00165833,12,...........,-327.67
0.386,-0.90345,-0.000721164,0.0,-0.90565,0.00165,12,...........,-327.67
0.388,-0.904817,-0.000729501,0.0,-0.90665,0.00165833,12,...........,-327.67
0.39,-0.905608,-0.000729501,0.0,-0.90765,0.00161667,12,...........,-327.67
0.392,-0.906542,-0.000742006,0.0,-0.90865,0.00166667,12,...........,-327.67
0.394,-0.907921,-0.000746175,0.0,-0.90965,0.00165833,12,...........,-327.67
0.396,-0.908433,-0.000733669,0.0,-0.91065,0.00164167,12,...........,-327.67
0.398,-0.9096,-0.000754512,0.0,-0.91165,0.0017,12,...........,-327.67
0.4,-0.9105,-0.000800367,0.0,-0.91265,0.001625,12,...........,-327.67
0.402,-0.911533,-0.000733669,0.0,-0.91365,0.001675,12,...........,-327.67
0.404,-0.912625,-0.000762849,0.0,-0.91465,0.00169167,12,...........,-327.67
0.406,-0.913571,-0.000783692,0.0,-0.91565,0.00165833,12,...........,-327.67
0.408,-0.914579,-0.000750344,0.0,-0.91665,0.00170833,12,...........,-327.67
0.41,-0.915487,-0.000746175,0.0,-0.91765,0.00163333,12,...........,-327.67
0.412,-0.916517,-0.000762849,0.0,-0.91865,0.00164167,12,...........,-327.67
0.414,-0.917633,-0.000808704,0.0,-0.91965,0.00165833,12,...........,-327.67
0.416,-0.918525,-0.000767018,0.0,-0.92065,0.00166667,12,...........,-327.67
0.418,-0.919483,-0.000792029,0.0,-0.92165,0.00165833,12,...........,-327.67
0.42,-0.920687,-0.000767018,0.0,-0.92265,0.00168333,12,...........,-327.67
0.422,-0.921604,-0.000754512,0.0,-0.92365,0.00169167,12,...........,-327.67
0.424,-0.922571,-0.000775355,0.0,-0.92465,0.00166667,12,...........,-327.67
0.426,-0.923521,-0.000792029,0.0,-0.92565,0.00166667,12,...........,-327.67
0.428,-0.924537,-0.000771187,0.0,-0.92665,0.00168333,12,...........,-327.67
0.43,-0.92565,-0.000767018,0.0,-0.92765,0.00164167,12,...........,-327.67
0.432,-0.9266,-0.000750344,0.0,-0.92865,0.00161667,12,...........,-327.67
0.434,-0.927458,-0.000746175,0.0,-0.92965,0.001675,12,...........,-327.67
0.436,-0.928717,-0.000758681,0.0,-0.93065,0.00169167,12,...........,-327.67
0.438,-0.929662,-0.000758681,0.0,-0.93165,0.00165833,12,...........,-327.67
0.44,-0.93055,-0.000792029,0.0,-0.93265,0.00161667,12,...........,-327.67
0.442,-0.931829,-0.000742006,0.0,-0.93365,0.00169167,12,...........,-327.67
0.444,-0.932667,-0.000783692,0.0,-0.93465,0.00168333,12,...........,-327.67
0.446,-0.933675,-0.000796198,0.0,-0.93565,0.00164167,12,...........,-327.67
0.448,-0.934563,-0.000783692,0.0,-0.93665,0.00173333,12,...........,-327.67
0.45,-0.935554,-0.000792029,0.0,-0.93765,0.00165,12,...........,-327.67
0.452,-0.936625,-0.000783692,0.0,-0.93865,0.00165,12,...........,-327.67
0.454,-0.937542,-0.000783692,0.0,-0.93965,0.0017,12,...........,-327.67
0.456,-0.938521,-0.000829547,0.0,-0.94065,0.00165833,12,...........,-327.67
0.458,-0.939483,-0.000808704,0.0,-0.94165,0.001625,12,...........,-327.67
0.46,-0.940512,-0.000771187,0.0,-0.94265,0.00165833,12,...........,-327.67
0.462,-0.941625,-0.000821209,0.0,-0.94365,0.001675,12,...........,-327.67
0.464,-0.94255,-0.000817041,0.0,-0.94465,0.00168333,12,...........,-327.67
0.466,-0.943458,-0.000817041,0.0,-0.94565,0.001625,12,...........,-327.67
0.468,-0.94455,-0.000796198,0.0,-0.94665,0.00174167,12,...........,-327.67
0.47,-0.945525,-0.000842052,0.0,-0.94765,0.00168333,12,...........,-327.67
0.472,-0.946608,-0.000825378,0.0,-0.94865,0.00164167,12,...........,-327.67
0.474,-0.947458,-0.000817041,0.0,-0.94965,0.001675,12,...........,-327.67
0.476,-0.948467,-0.000833715,0.0,-0.95065,0.00166667,12,...........,-327.67
0.478,-0.949633,-0.000833715,0.0,-0.95165,0.00169167,12,...........,-327.67
0.48,-0.950592,-0.000829547,0.0,-0.95265,0.00165,12,...........,-327.67
0.482,-0.951442,-0.000854558,0.0,-0.95365,0.00165833,12,...........,-327.67
0.484,-0.952696,-0.000829547,0.0,-0.95465,0.0017,12,...........,-327.67
0.486,-0.953575,-0.000833715,0.0,-0.95565,0.00166667,12,...........,-327.67
0.488,-0.954562,-0.000821209,0.0,-0.95665,0.00169167,12,...........,-327.67
0.49,-0.95555,-0.000787861,0.0,-0.95765,0.00171667,12,...........,-327.67
0.492,-0.956354,-0.000837884,0.0,-0.95865,0.001625,12,...........,-327.67
0.494,-0.95765,-0.000842052,0.0,-0.95965,0.001675,12,...........,-327.67
0.496,-0.958537,-0.000821209,0.0,-0.96065,0.00161667,12,...........,-327.67
0.498,-0.95945,-0.000837884,0.0,-0.96165,0.00168333,12,...........,-327.67
0.5,-0.9605,-0.000817041,0.0,-0.96265,0.00165,12,...........,-327.67
0.502,-0.961537,-0.000862895,0.0,-0.96365,0.001675,12,...........,-327.67
0.504,-0.962542,-0.000871232,0.0,-0.96465,0.00168333,12,...........,-327.67
0.506,-0.963496,-0.000867064,0.0,-0.96565,0.00166667,12,...........,-327.67
0.508,-0.964479,-0.000842052,0.0,-0.96665,0.00168333,12,...........,-327.67
0.51,-0.965604,-0.000846221,0.0,-0.96765,0.00168333,12,...........,-327.67
0.512,-0.966579,-0.000858727,0.0,-0.96865,0.00171667,12,...........,-327.67
0.514,-0.967458,-0.000900412,0.0,-0.96965,0.0017,12,...........,-327.67
0.516,-0.968529,-0.00087957,0.0,-0.97065,0.00168333,12,...........,-327.67
0.518,-0.969529,-0.000837884,0.0,-0.97165,0.00165833,12,...........,-327.67
0.52,-0.970537,-0.000837884,0.0,-0.97265,0.00169167,12,...........,-327.67
0.522,-0.971446,-0.000854558,0.0,-0.97365,0.001675,12,...........,-327.67
0.524,-0.972425,-0.00087957,0.0,-0.97465,0.00168333,12,...........,-327.67
0.526,-0.973637,-0.000900412,0.0,-0.97565,0.001675,12,...........,-327.67
0.528,-0.974596,-0.000887907,0.0,-0.97665,0.00165,12,...........,-327.67
0.53,-0.97545,-0.00087957,0.0,-0.97765,0.001675,12,...........,-327.67
0.532,-0.976675,-0.000875401,0.0,-0.97865,0.001625,12,...........,-327.67
0.534,-0.977571,-0.000892075,0.0,-0.97965,0.00170833,12,...........,-327.67
0.536,-0.978637,-0.00093793,0.0,-0.98065,0.00165833,12,...........,-327.67
0.538,-0.979475,-0.000883738,0.0,-0.98165,0.00168333,12,...........,-327.67
0.54,-0.980425,-0.000875401,0.0,-0.98265,0.00168333,12,...........,-327.67
0.542,-0.981633,-0.000900412,0.0,-0.98365,0.00166667,12,...........,-327.67
0.544,-0.982608,-0.000875401,0.0,-0.98465,0.00168333,12,...........,-327.67
0.546,-0.983533,-0.000904581,0.0,-0.98565,0.0017,12,...........,-327.67
0.548,-0.98475,-0.000917087,0.0,-0.98665,0.00166667,12,...........,-327.67
0.55,-0.985583,-0.000887907,0.0,-0.98765,0.00170833,12,...........,-327.67
0.552,-0.986562,-0.000896244,0.0,-0.98865,0.00161667,12,...........,-327.67
0.554,-0.987504,-0.000900412,0.0,-0.98965,0.001675,12,...........,-327.67
0.556,-0.988558,-0.000912918,0.0,-0.99065,0.00166667,12,...........,-327.67
0.558,-0.989596,-0.000875401,0.0,-0.99165,0.0017,12,...........,-327.67
0.56,-0.990554,-0.000917087,0.0,-0.99265,0.00164167,12,...........,-327.67
0.562,-0.991467,-0.000925424,0.0,-0.99365,0.0016,12,...........,-327.67
0.564,-0.992512,-0.000896244,0.0,-0.99465,0.00165,12,...........,-327.67
0.566,-0.993533,-0.000921255,0.0,-0.99565,0.00166667,12,...........,-327.67
0.568,-0.994637,-0.000946267,0.0,-0.99665,0.00165833,12,...........,-327.67
0.57,-0.995454,-0.000892075,0.0,-0.99765,0.00165,12,...........,-327.67
0.572,-0.996462,-0.000908749,0.0,-0.99865,0.00160833,12,...........,-327.67
0.574,-0.997629,-0.00087957,0.0,-0.99965,0.00165833,12,...........,-327.67
0.576,-0.998617,-0.000908749,0.0,-1.00065,0.00166667,12,...........,-327.67
0.578,-0.99945,-0.000958772,0.0,-1.00165,0.00169167,12,...........,-327.67
0.58,-1.00063,-0.000904581,0.0,-1.00265,0.00171667,12,...........,-327.67
0.582,-1.00151,-0.000946267,0.0,-1.00365,0.00158333,12,...........,-327.67
0.584,-1.00263,-0.000929592,0.0,-1.00465,0.00166667,12,...........,-327.67
0.586,-1.00349,-0.000942098,0.0,-1.00565,0.00165833,12,...........,-327.67
0.588,-1.00438,-0.000912918,0.0,-1.00665,0.00165,12,...........,-327.67
0.59,-1.00564,-0.00093793,0.0,-1.00765,0.00169167,12,...........,-327.67
0.592,-1.00661,-0.000933761,0.0,-1.00865,0.00164167,12,...........,-327.67
0.594,-1.00745,-0.000958772,0.0,-1.00965,0.00165833,12,...........,-327.67
0.596,-1.00869,-0.000950435,0.0,-1.01065,0.0017,12,...........,-327.67
0.598,-1.00968,-0.000917087,0.0,-1.01165,0.00165833,12,...........,-327.67
0.6,-1.01062,-0.000933761,0.0,-1.01265,0.0017,12,...........,-327.67
0.602,-1.01149,-0.000958772,0.0,-1.01365,0.00165,12,...........,-327.67
0.604,-1.01256,-0.000962941,0.0,-1.01465,0.00165,12,...........,-327.67
0.606,-1.01358,-0.000929592,0.0,-1.01565,0.00170833,12,...........,-327.67
0.608,-1.01458,-0.000929592,0.0,-1.01665,0.00168333,12,...........,-327.67
0.61,-1.01545,-0.000950435,0.0,-1.01765,0.00163333,12,...........,-327.67
0.612,-1.01655,-0.000933761,0.0,-1.01865,0.00166667,12,...........,-327.67
0.614,-1.01758,-0.000929592,0.0,-1.01965,0.00163333,12,...........,-327.67
0.616,-1.01857,-0.000950435,0.0,-1.02065,0.00169167,12,...........,-327.67
0.618,-1.01945,-0.000950435,0.0,-1.02165,0.00160833,12,...........,-327.67
0.62,-1.02057,-0.000971278,0.0,-1.02265,0.0017,12,...........,-327.67
0.622,-1.02162,-0.00096711,0.0,-1.02365,0.00165833,12,...........,-327.67
0.624,-1.02262,-0.000954604,0.0,-1.02465,0.00165,12,...........,-327.67
0.626,-1.02345,-0.000975447,0.0,-1.02565,0.00171667,12,...........,-327.67
0.628,-1.02465,-0.000971278,0.0,-1.02665,0.0016,12,...........,-327.67
0.63,-1.0256,-0.000987952,0.0,-1.02765,0.0017,12,...........,-327.67
0.632,-1.02661,-0.00099629,0.0,-1.02865,0.00174167,12,...........,-327.67
0.634,-1.02747,-0.000987952,0.0,-1.02965,0.00165,12,...........,-327.67
0.636,-1.02844,-0.000962941,0.0,-1.03065,0.00169167,12,...........,-327.67
0.638,-1.02966,-0.000983784,0.0,-1.03165,0.00165833,12,...........,-327.67
0.64,-1.03065,-0.000992121,0.0,-1.03265,0.00166667,12,...........,-327.67
0.642,-1.03144,-0.000983784,0.0,-1.03365,0.00165,12,...........,-327.67
0.644,-1.03275,-0.000983784,0.0,-1.03465,0.00166667,12,...........,-327.67
0.646,-1.03367,-0.000987952,0.0,-1.03565,0.00169167,12,...........,-327.67
0.648,-1.03461,-0.000962941,0.0,-1.03665,0.00163333,12,...........,-327.67
0.65,-1.03561,-0.00096711,0.0,-1.03765,0.00161667,12,...........,-327.67
0.652,-1.03628,-0.000983784,0.0,-1.03865,0.00161667,12,...........,-327.67
0.654,-1.03757,-0.00100463,0.0,-1.03965,0.00166667,12,...........,-327.67
