T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp
9.278,0.6501,0.00239276,0.0,0.64835,0.00161667,12,...........,-327.67
9.28,0.648883,0.00238443,0.0,0.64735,0.00165,12,...........,-327.67
9.282,0.647979,0.00239693,0.0,0.64635,0.00166667,12,...........,-327.67
9.284,0.646987,0.00236358,0.0,0.64535,0.00168333,12,...........,-327.67
9.286,0.646117,0.00240944,0.0,0.64435,0.001675,12,...........,-327.67
9.288,0.645,0.00236358,0.0,0.64335,0.00161667,12,...........,-327.67
9.29,0.64395,0.00237192,0.0,0.64235,0.001675,12,...........,-327.67
9.292,0.642958,0.00237609,0.0,0.64135,0.001675,12,...........,-327.67
9.294,0.64215,0.00240944,0.0,0.64035,0.00160833,12,...........,-327.67
9.296,0.640929,0.00238443,0.0,0.63935,0.00163333,12,...........,-327.67
9.298,0.640025,0.00239693,0.0,0.63835,0.00163333,12,...........,-327.67
9.3,0.639008,0.00239693,0.0,0.63735,0.001675,12,...........,-327.67
9.302,0.638129,0.00238859,0.0,0.63635,0.00170833,12,...........,-327.67
9.304,0.637163,0.00238443,0.0,0.63535,0.00164167,12,...........,-327.67
9.306,0.63595,0.00238859,0.0,0.63435,0.00168333,12,...........,-327.67
9.308,0.634954,0.00237192,0.0,0.63335,0.00164167,12,...........,-327.67
9.31,0.63415,0.00238443,0.0,0.63235,0.00169167,12,...........,-327.67
9.312,0.633004,0.00238026,0.0,0.63135,0.00169167,12,...........,-327.67
9.314,0.63205,0.00238859,0.0,0.63035,0.0016,12,...........,-327.67
9.316,0.630967,0.00238859,0.0,0.62935,0.00166667,12,...........,-327.67
9.318,0.630067,0.00239276,0.0,0.62835,0.00161667,12,...........,-327.67
9.32,0.628825,0.00241361,0.0,0.62735,0.00165833,12,...........,-327.67
9.322,0.6279,0.00239276,0.0,0.62635,0.00166667,12,...........,-327.67
9.324,0.627083,0.00239276,0.0,0.62535,0.00165,12,...........,-327.67
9.326,0.626054,0.00237609,0.0,0.62435,0.00170833,12,...........,-327.67
9.328,0.624967,0.00239693,0.0,0.62335,0.00169167,12,...........,-327.67
9.33,0.623996,0.0024011,0.0,0.62235,0.00165,12,...........,-327.67
9.332,0.623029,0.00237192,0.0,0.62135,0.0017,12,...........,-327.67
9.334,0.622079,0.0024011,0.0,0.62035,0.00163333,12,...........,-327.67
9.336,0.621021,0.0024011,0.0,0.61935,0.00170833,12,...........,-327.67
9.338,0.619963,0.0024011,0.0,0.61835,0.00166667,12,...........,-327.67
9.34,0.619004,0.00237609,0.0,0.61735,0.00164167,12,...........,-327.67
9.342,0.61815,0.00235941,0.0,0.61635,0.00170833,12,...........,-327.67
9.344,0.616958,0.00239693,0.0,0.61535,0.00163333,12,...........,-327.67
9.346,0.616042,0.00238859,0.0,0.61435,0.00164167,12,...........,-327.67
9.348,0.614983,0.00238026,0.0,0.61335,0.00166667,12,...........,-327.67
9.35,0.614129,0.00236775,0.0,0.61235,0.001625,12,...........,-327.67
9.352,0.613108,0.00235108,0.0,0.61135,0.001675,12,...........,-327.67
9.354,0.611954,0.00238026,0.0,0.61035,0.00165833,12,...........,-327.67
9.356,0.610987,0.0023344,0.0,0.60935,0.00169167,12,...........,-327.67
9.358,0.610142,0.0023344,0.0,0.60835,0.00165,12,...........,-327.67
9.36,0.608896,0.00235525,0.0,0.60735,0.00161667,12,...........,-327.67
9.362,0.608012,0.00235525,0.0,0.60635,0.00165833,12,...........,-327.67
9.364,0.607017,0.0024011,0.0,0.60535,0.00163333,12,...........,-327.67
9.366,0.605867,0.00239693,0.0,0.60435,0.001675,12,...........,-327.67
9.368,0.605,0.00236358,0.0,0.60335,0.00165833,12,...........,-327.67
9.37,0.603925,0.00237192,0.0,0.60235,0.00163333,12,...........,-327.67
9.372,0.602925,0.00236358,0.0,0.60135,0.00165,12,...........,-327.67
9.374,0.60215,0.00235941,0.0,0.60035,0.00164167,12,...........,-327.67
9.376,0.601012,0.00237609,0.0,0.59935,0.00166667,12,...........,-327.67
9.378,0.600025,0.00237192,0.0,0.59835,0.00166667,12,...........,-327.67
9.38,0.599012,0.00235525,0.0,0.59735,0.001625,12,...........,-327.67
9.382,0.598129,0.0023344,0.0,0.59635,0.00165,12,...........,-327.67
9.384,0.597029,0.00233023,0.0,0.59535,0.00163333,12,...........,-327.67
9.386,0.595954,0.00235108,0.0,0.59435,0.001675,12,...........,-327.67
9.388,0.594958,0.0023344,0.0,0.59335,0.00165,12,...........,-327.67
9.39,0.594142,0.00235525,0.0,0.59235,0.00165,12,...........,-327.67
9.392,0.592983,0.00231356,0.0,0.59135,0.00165833,12,...........,-327.67
9.394,0.592017,0.00235108,0.0,0.59035,0.00164167,12,...........,-327.67
9.396,0.590975,0.00231773,0.0,0.58935,0.00163333,12,...........,-327.67
9.398,0.590108,0.00238026,0.0,0.58835,0.00169167,12,...........,-327.67
9.4,0.589142,0.00234691,0.0,0.58735,0.00161667,12,...........,-327.67
9.402,0.58795,0.00237192,0.0,0.58635,0.00171667,12,...........,-327.67
9.404,0.586983,0.0023344,0.0,0.58535,0.00165,12,...........,-327.67
9.406,0.58615,0.00238443,0.0,0.58435,0.0017,12,...........,-327.67
9.408,0.584883,0.00235941,0.0,0.58335,0.00169167,12,...........,-327.67
9.41,0.584046,0.00236358,0.0,0.58235,0.00165,12,...........,-327.67
9.412,0.582975,0.00234274,0.0,0.58135,0.00164167,12,...........,-327.67
9.414,0.582083,0.00235525,0.0,0.58035,0.00166667,12,...........,-327.67
9.416,0.581254,0.00233857,0.0,0.57935,0.00164167,12,...........,-327.67
9.418,0.579912,0.00234274,0.0,0.57835,0.00171667,12,...........,-327.67
9.42,0.579,0.00233857,0.0,0.57735,0.00163333,12,...........,-327.67
9.422,0.578067,0.00237192,0.0,0.57635,0.00165,12,...........,-327.67
9.424,0.576771,0.00236775,0.0,0.57535,0.00165,12,...........,-327.67
9.426,0.576004,0.00235108,0.0,0.57435,0.00166667,12,...........,-327.67
9.428,0.575021,0.00235525,0.0,0.57335,0.0017,12,...........,-327.67
9.43,0.574129,0.00233857,0.0,0.57235,0.00163333,12,...........,-327.67
9.432,0.573025,0.0023344,0.0,0.57135,0.0017,12,...........,-327.67
9.434,0.571992,0.00232607,0.0,0.57035,0.00164167,12,...........,-327.67
9.436,0.571029,0.00235941,0.0,0.56935,0.00163333,12,...........,-327.67
9.438,0.57015,0.00229272,0.0,0.56835,0.00168333,12,...........,-327.67
9.44,0.568983,0.0023344,0.0,0.56735,0.00168333,12,...........,-327.67
9.442,0.568012,0.00235108,0.0,0.56635,0.00169167,12,...........,-327.67
9.444,0.567004,0.00231356,0.0,0.56535,0.001675,12,...........,-327.67
9.446,0.56615,0.00234274,0.0,0.56435,0.00163333,12,...........,-327.67
9.448,0.565167,0.00235525,0.0,0.56335,0.00165,12,...........,-327.67
9.45,0.563954,0.00233857,0.0,0.56235,0.00161667,12,...........,-327.67
9.452,0.562958,0.00233857,0.0,0.56135,0.00171667,12,...........,-327.67
9.454,0.562133,0.00233023,0.0,0.56035,0.00166667,12,...........,-327.67
9.456,0.560912,0.00233857,0.0,0.55935,0.00168333,12,...........,-327.67
9.458,0.559987,0.0023219,0.0,0.55835,0.001625,12,...........,-327.67
9.46,0.558967,0.00231773,0.0,0.55735,0.00164167,12,...........,-327.67
9.462,0.558042,0.00234274,0.0,0.55635,0.00166667,12,...........,-327.67
9.464,0.557233,0.00230522,0.0,0.55535,0.00170833,12,...........,-327.67
9.466,0.555887,0.0023219,0.0,0.55435,0.00165833,12,...........,-327.67
9.468,0.554983,0.00232607,0.0,0.55335,0.001675,12,...........,-327.67
9.47,0.55415,0.00230939,0.0,0.55235,0.00164167,12,...........,-327.67
9.472,0.552858,0.00233857,0.0,0.55135,0.00165833,12,...........,-327.67
9.474,0.551888,0.00230105,0.0,0.55035,0.001675,12,...........,-327.67
9.476,0.550975,0.00233857,0.0,0.54935,0.001675,12,...........,-327.67
9.478,0.550071,0.00233857,0.0,0.54835,0.00165,12,...........,-327.67
9.48,0.548979,0.0023219,0.0,0.54735,0.001675,12,...........,-327.67
9.482,0.547971,0.00229689,0.0,0.54635,0.00170833,12,...........,-327.67
9.484,0.546975,0.00228855,0.0,0.54535,0.00171667,12,...........,-327.67
9.486,0.546133,0.00227604,0.0,0.54435,0.00164167,12,...........,-327.67
9.488,0.544904,0.00228855,0.0,0.54335,0.00169167,12,...........,-327.67
9.49,0.544025,0.00228438,0.0,0.54235,0.00166667,12,...........,-327.67
9.492,0.543,0.00229272,0.0,0.54135,0.00161667,12,...........,-327.67
9.494,0.542142,0.00228021,0.0,0.54035,0.00165,12,...........,-327.67
9.496,0.541075,0.00230522,0.0,0.53935,0.001625,12,...........,-327.67
9.498,0.539962,0.0023219,0.0,0.53835,0.0017,12,...........,-327.67
9.5,0.538958,0.00230939,0.0,0.53735,0.001675,12,...........,-327.67
9.502,0.538154,0.00230939,0.0,0.53635,0.001675,12,...........,-327.67
9.504,0.536896,0.00231356,0.0,0.53535,0.00165833,12,...........,-327.67
9.506,0.535992,0.00228438,0.0,0.53435,0.00168333,12,...........,-327.67
9.508,0.534975,0.00231356,0.0,0.53335,0.00170833,12,...........,-327.67
9.51,0.53415,0.00230939,0.0,0.53235,0.00163333,12,...........,-327.67
9.512,0.533208,0.00226354,0.0,0.53135,0.001675,12,...........,-327.67
9.514,0.531908,0.00226771,0.0,0.53035,0.00170833,12,...........,-327.67
9.516,0.53095,0.00228021,0.0,0.52935,0.00163333,12,...........,-327.67
9.518,0.53015,0.00230522,0.0,0.52835,0.00165833,12,...........,-327.67
9.52,0.52885,0.00228021,0.0,0.52735,0.00169167,12,...........,-327.67
9.522,0.527983,0.00229689,0.0,0.52635,0.00163333,12,...........,-327.67
9.524,0.527021,0.00228438,0.0,0.52535,0.0017,12,...........,-327.67
9.526,0.525825,0.00234274,0.0,0.52435,0.00165833,12,...........,-327.67
9.528,0.525283,0.00228855,0.0,0.52335,0.00168333,12,...........,-327.67
9.53,0.523967,0.00226354,0.0,0.52235,0.00169167,12,...........,-327.67
9.532,0.523,0.00228438,0.0,0.52135,0.00164167,12,...........,-327.67
9.534,0.522142,0.00227187,0.0,0.52035,0.00170833,12,...........,-327.67
9.536,0.521025,0.00230105,0.0,0.51935,0.00165,12,...........,-327.67
9.538,0.520046,0.00230522,0.0,0.51835,0.00169167,12,...........,-327.67
9.54,0.518983,0.00226771,0.0,0.51735,0.00166667,12,...........,-327.67
9.542,0.518142,0.00224686,0.0,0.51635,0.00164167,12,...........,-327.67
9.544,0.5171,0.00229272,0.0,0.51535,0.00163333,12,...........,-327.67
9.546,0.515962,0.00229689,0.0,0.51435,0.00168333,12,...........,-327.67
9.548,0.514958,0.00228021,0.0,0.51335,0.00170833,12,...........,-327.67
9.55,0.51415,0.00228021,0.0,0.51235,0.001675,12,...........,-327.67
9.552,0.51295,0.00230105,0.0,0.51135,0.00163333,12,...........,-327.67
9.554,0.511983,0.00228855,0.0,0.51035,0.00168333,12,...........,-327.67
9.556,0.510975,0.00228438,0.0,0.50935,0.00164167,12,...........,-327.67
9.558,0.510142,0.00228021,0.0,0.50835,0.00166667,12,...........,-327.67
9.56,0.509229,0.00229689,0.0,0.50735,0.00168333,12,...........,-327.67
9.562,0.507933,0.00228855,0.0,0.50635,0.00165833,12,...........,-327.67
9.564,0.506975,0.00228021,0.0,0.50535,0.001675,12,...........,-327.67
9.566,0.50615,0.00228021,0.0,0.50435,0.00163333,12,...........,-327.67
9.568,0.504862,0.00225937,0.0,0.50335,0.00165,12,...........,-327.67
9.57,0.5039,0.00226771,0.0,0.50235,0.00171667,12,...........,-327.67
9.572,0.50295,0.00225937,0.0,0.50135,0.0016,12,...........,-327.67
9.574,0.501904,0.0022552,0.0,0.50035,0.001675,12,...........,-327.67
9.576,0.501154,0.00223436,0.0,0.49935,0.00166667,12,...........,-327.67
9.578,0.499812,0.00225937,0.0,0.49835,0.001675,12,...........,-327.67
9.58,0.499017,0.00227604,0.0,0.49735,0.00168333,12,...........,-327.67
9.582,0.498125,0.00226354,0.0,0.49635,0.0016,12,...........,-327.67
9.584,0.497038,0.00226771,0.0,0.49535,0.00166667,12,...........,-327.67
9.586,0.496029,0.00225103,0.0,0.49435,0.00164167,12,...........,-327.67
9.588,0.495,0.0022552,0.0,0.49335,0.001625,12,...........,-327.67
9.59,0.49415,0.0022552,0.0,0.49235,0.001625,12,...........,-327.67
9.592,0.493062,0.00223853,0.0,0.49135,0.00161667,12,...........,-327.67
9.594,0.491967,0.00226771,0.0,0.49035,0.00164167,12,...........,-327.67
9.596,0.490992,0.00226354,0.0,0.48935,0.00166667,12,...........,-327.67
9.598,0.49015,0.00224269,0.0,0.48835,0.0017,12,...........,-327.67
9.6,0.489042,0.00222185,0.0,0.48735,0.0017,12,...........,-327.67
9.602,0.488071,0.00222602,0.0,0.48635,0.00164167,12,...........,-327.67
9.604,0.48695,0.00223019,0.0,0.48535,0.00163333,12,...........,-327.67
9.606,0.48615,0.00223853,0.0,0.48435,0.00169167,12,...........,-327.67
9.608,0.485225,0.00225937,0.0,0.48335,0.00164167,12,...........,-327.67
9.61,0.483958,0.00223853,0.0,0.48235,0.0017,12,...........,-327.67
9.612,0.483021,0.00225103,0.0,0.48135,0.001675,12,...........,-327.67
9.614,0.48215,0.00224269,0.0,0.48035,0.00165,12,...........,-327.67
9.616,0.480925,0.00226354,0.0,0.47935,0.00166667,12,...........,-327.67
9.618,0.479979,0.00222185,0.0,0.47835,0.001625,12,...........,-327.67
9.62,0.478967,0.00222602,0.0,0.47735,0.00168333,12,...........,-327.67
9.622,0.478029,0.00224686,0.0,0.47635,0.001625,12,...........,-327.67
9.624,0.477333,0.00223436,0.0,0.47535,0.00165,12,...........,-327.67
9.626,0.475908,0.00226771,0.0,0.47435,0.00164167,12,...........,-327.67
9.628,0.474925,0.00221351,0.0,0.47335,0.00165833,12,...........,-327.67
9.63,0.47415,0.00222602,0.0,0.47235,0.00164167,12,...........,-327.67
9.632,0.472992,0.00225103,0.0,0.47135,0.00166667,12,...........,-327.67
9.634,0.472033,0.00221351,0.0,0.47035,0.00168333,12,...........,-327.67
9.636,0.471029,0.00223019,0.0,0.46935,0.0017,12,...........,-327.67
9.638,0.47015,0.00223436,0.0,0.46835,0.00161667,12,...........,-327.67
9.64,0.469083,0.00223853,0.0,0.46735,0.00165833,12,...........,-327.67
9.642,0.467975,0.00225103,0.0,0.46635,0.00165833,12,...........,-327.67
9.644,0.466983,0.00225103,0.0,0.46535,0.001675,12,...........,-327.67
9.646,0.46615,0.00222185,0.0,0.46435,0.00169167,12,...........,-327.67
9.648,0.465129,0.00224269,0.0,0.46335,0.001625,12,...........,-327.67
9.65,0.464142,0.00221768,0.0,0.46235,0.00165833,12,...........,-327.67
9.652,0.462967,0.00223853,0.0,0.46135,0.00165,12,...........,-327.67
9.654,0.462129,0.00225103,0.0,0.46035,0.00165,12,...........,-327.67
9.656,0.46125,0.00223436,0.0,0.45935,0.00169167,12,...........,-327.67
9.658,0.459917,0.00224269,0.0,0.45835,0.00165,12,...........,-327.67
9.66,0.458967,0.00220935,0.0,0.45735,0.00168333,12,...........,-327.67
9.662,0.45815,0.00223436,0.0,0.45635,0.00165,12,...........,-327.67
9.664,0.456917,0.00219684,0.0,0.45535,0.00168333,12,...........,-327.67
9.666,0.456037,0.00224269,0.0,0.45435,0.0017,12,...........,-327.67
9.668,0.454975,0.00222185,0.0,0.45335,0.00165,12,...........,-327.67
9.67,0.454083,0.00220935,0.0,0.45235,0.00166667,12,...........,-327.67
9.672,0.45325,0.00220101,0.0,0.45135,0.0017,12,...........,-327.67
9.674,0.451917,0.00220101,0.0,0.45035,0.00168333,12,...........,-327.67
9.676,0.450933,0.00222602,0.0,0.44935,0.00168333,12,...........,-327.67
9.678,0.450158,0.00222602,0.0,0.44835,0.00164167,12,...........,-327.67
9.68,0.448775,0.00224269,0.0,0.44735,0.001675,12,...........,-327.67
9.682,0.448142,0.00222185,0.0,0.44635,0.00168333,12,...........,-327.67
9.684,0.447017,0.00220935,0.0,0.44535,0.00166667,12,...........,-327.67
9.686,0.446125,0.00223019,0.0,0.44435,0.00171667,12,...........,-327.67
9.688,0.445042,0.00221768,0.0,0.44335,0.001625,12,...........,-327.67
9.69,0.443971,0.0021885,0.0,0.44235,0.00166667,12,...........,-327.67
9.692,0.442988,0.00219684,0.0,0.44135,0.001675,12,...........,-327.67
9.694,0.442142,0.00219267,0.0,0.44035,0.00160833,12,...........,-327.67
9.696,0.441075,0.00218016,0.0,0.43935,0.00168333,12,...........,-327.67
9.698,0.440054,0.00218433,0.0,0.43835,0.001675,12,...........,-327.67
9.7,0.438975,0.00221768,0.0,0.43735,0.00165833,12,...........,-327.67
9.702,0.438142,0.00216349,0.0,0.43635,0.00169167,12,...........,-327.67
9.704,0.437221,0.00220101,0.0,0.43535,0.00168333,12,...........,-327.67
9.706,0.435875,0.00218016,0.0,0.43435,0.0017,12,...........,-327.67
9.708,0.434975,0.002176,0.0,0.43335,0.001675,12,...........,-327.67
9.71,0.434142,0.0021885,0.0,0.43235,0.00168333,12,...........,-327.67
9.712,0.433012,0.00216349,0.0,0.43135,0.00169167,12,...........,-327.67
9.714,0.4321,0.00218433,0.0,0.43035,0.00159167,12,...........,-327.67
9.716,0.430979,0.00219267,0.0,0.42935,0.00168333,12,...........,-327.67
9.718,0.430079,0.00220518,0.0,0.42835,0.00161667,12,...........,-327.67
9.72,0.429225,0.00219684,0.0,0.42735,0.00171667,12,...........,-327.67
9.722,0.4279,0.00215099,0.0,0.42635,0.001625,12,...........,-327.67
9.724,0.426983,0.00216766,0.0,0.42535,0.00164167,12,...........,-327.67
9.726,0.42615,0.002176,0.0,0.42435,0.00169167,12,...........,-327.67
9.728,0.424775,0.00218433,0.0,0.42335,0.0017,12,...........,-327.67
9.73,0.424025,0.00216766,0.0,0.42235,0.00163333,12,...........,-327.67
9.732,0.422983,0.00216349,0.0,0.42135,0.0017,12,...........,-327.67
9.734,0.422142,0.00215932,0.0,0.42035,0.00165,12,...........,-327.67
9.736,0.421083,0.00213431,0.0,0.41935,0.00166667,12,...........,-327.67
9.738,0.420021,0.00213848,0.0,0.41835,0.00165,12,...........,-327.67
9.74,0.419033,0.00214265,0.0,0.41735,0.00161667,12,...........,-327.67
9.742,0.41815,0.00218016,0.0,0.41635,0.00165,12,...........,-327.67
9.744,0.417,0.00213848,0.0,0.41535,0.001625,12,...........,-327.67
9.746,0.416063,0.00215515,0.0,0.41435,0.00169167,12,...........,-327.67
9.748,0.415033,0.0021093,0.0,0.41335,0.00166667,12,...........,-327.67
9.75,0.41415,0.00216766,0.0,0.41235,0.00166667,12,...........,-327.67
9.752,0.413225,0.00211347,0.0,0.41135,0.00170833,12,...........,-327.67
9.754,0.411954,0.00214682,0.0,0.41035,0.00164167,12,...........,-327.67
9.756,0.411,0.002176,0.0,0.40935,0.00163333,12,...........,-327.67
9.758,0.41015,0.00213848,0.0,0.40835,0.001725,12,...........,-327.67
9.76,0.408842,0.00215515,0.0,0.40735,0.00166667,12,...........,-327.67
9.762,0.408021,0.00214265,0.0,0.40635,0.00170833,12,...........,-327.67
9.764,0.406975,0.00215515,0.0,0.40535,0.00164167,12,...........,-327.67
9.766,0.406125,0.00215099,0.0,0.40435,0.00168333,12,...........,-327.67
9.768,0.405283,0.00215099,0.0,0.40335,0.00166667,12,...........,-327.67
9.77,0.403917,0.00214682,0.0,0.40235,0.00164167,12,...........,-327.67
9.772,0.402996,0.00213014,0.0,0.40135,0.0017,12,...........,-327.67
9.774,0.402158,0.00215515,0.0,0.40035,0.00160833,12,...........,-327.67
9.776,0.400758,0.00216766,0.0,0.39935,0.001675,12,...........,-327.67
9.778,0.400004,0.00212597,0.0,0.39835,0.00165833,12,...........,-327.67
9.78,0.399012,0.00216766,0.0,0.39735,0.001625,12,...........,-327.67
9.782,0.397796,0.00213431,0.0,0.39635,0.00165,12,...........,-327.67
9.784,0.39735,0.00212181,0.0,0.39535,0.00165,12,...........,-327.67
9.786,0.396021,0.00214682,0.0,0.39435,0.001725,12,...........,-327.67
9.788,0.395025,0.00213431,0.0,0.39335,0.00166667,12,...........,-327.67
9.79,0.394142,0.00212181,0.0,0.39235,0.00161667,12,...........,-327.67
9.792,0.393129,0.0021093,0.0,0.39135,0.00168333,12,...........,-327.67
9.794,0.392137,0.00212597,0.0,0.39035,0.00165,12,...........,-327.67
9.796,0.391021,0.00213014,0.0,0.38935,0.00164167,12,...........,-327.67
9.798,0.39015,0.00212597,0.0,0.38835,0.00168333,12,...........,-327.67
9.8,0.389233,0.00214265,0.0,0.38735,0.00160833,12,...........,-327.67
9.802,0.387971,0.00211347,0.0,0.38635,0.00170833,12,...........,-327.67
9.804,0.386992,0.00213848,0.0,0.38535,0.0016,12,...........,-327.67
9.806,0.38615,0.00214265,0.0,0.38435,0.0017,12,...........,-327.67
9.808,0.384921,0.00212597,0.0,0.38335,0.00169167,12,...........,-327.67
9.81,0.384125,0.00214682,0.0,0.38235,0.00160833,12,...........,-327.67
9.812,0.383042,0.00212181,0.0,0.38135,0.00163333,12,...........,-327.67
9.814,0.38215,0.00209679,0.0,0.38035,0.00163333,12,...........,-327.67
9.816,0.381258,0.00212181,0.0,0.37935,0.001675,12,...........,-327.67
9.818,0.379942,0.00210513,0.0,0.37835,0.0017,12,...........,-327.67
9.82,0.379042,0.0021093,0.0,0.37735,0.001675,12,...........,-327.67
9.822,0.37815,0.00214265,0.0,0.37635,0.00165,12,...........,-327.67
9.824,0.37675,0.00212181,0.0,0.37535,0.001675,12,...........,-327.67
9.826,0.376108,0.00210096,0.0,0.37435,0.00165,12,...........,-327.67
9.828,0.375,0.00207178,0.0,0.37335,0.001675,12,...........,-327.67
9.83,0.373925,0.00212597,0.0,0.37235,0.001575,12,...........,-327.67
9.832,0.373262,0.00212181,0.0,0.37135,0.00174167,12,...........,-327.67
9.834,0.371942,0.00209263,0.0,0.37035,0.00166667,12,...........,-327.67
9.836,0.371075,0.00213848,0.0,0.36935,0.00164167,12,...........,-327.67
9.838,0.370154,0.00210513,0.0,0.36835,0.00166667,12,...........,-327.67
9.84,0.369142,0.00208429,0.0,0.36735,0.00163333,12,...........,-327.67
9.842,0.368108,0.00212181,0.0,0.36635,0.00163333,12,...........,-327.67
9.844,0.367087,0.00208429,0.0,0.36535,0.00166667,12,...........,-327.67
9.846,0.36615,0.00211347,0.0,0.36435,0.00166667,12,...........,-327.67
9.848,0.365187,0.00211347,0.0,0.36335,0.00166667,12,...........,-327.67
9.85,0.363967,0.00209263,0.0,0.36235,0.001675,12,...........,-327.67
9.852,0.363071,0.00209679,0.0,0.36135,0.00165833,12,...........,-327.67
9.854,0.36215,0.00205094,0.0,0.36035,0.00166667,12,...........,-327.67
9.856,0.361092,0.00207595,0.0,0.35935,0.00165833,12,...........,-327.67
9.858,0.360075,0.00206345,0.0,0.35835,0.001675,12,...........,-327.67
9.86,0.359058,0.00208012,0.0,0.35735,0.001625,12,...........,-327.67
9.862,0.35815,0.00208012,0.0,0.35635,0.00169167,12,...........,-327.67
9.864,0.357233,0.00208429,0.0,0.35535,0.00169167,12,...........,-327.67
9.866,0.355967,0.00207178,0.0,0.35435,0.0016,12,...........,-327.67
9.868,0.35505,0.00205928,0.0,0.35335,0.00171667,12,...........,-327.67
9.87,0.35415,0.00207595,0.0,0.35235,0.00163333,12,...........,-327.67
9.872,0.352887,0.00207178,0.0,0.35135,0.00168333,12,...........,-327.67
9.874,0.352125,0.00208429,0.0,0.35035,0.00165833,12,...........,-327.67
9.876,0.351046,0.00208429,0.0,0.34935,0.00163333,12,...........,-327.67
9.878,0.349854,0.00207595,0.0,0.34835,0.00165833,12,...........,-327.67
9.88,0.3493,0.00213431,0.0,0.34735,0.00165833,12,...........,-327.67
9.882,0.347962,0.00205511,0.0,0.34635,0.00165,12,...........,-327.67
9.884,0.347071,0.00202176,0.0,0.34535,0.001675,12,...........,-327.67
9.886,0.34615,0.0020426,0.0,0.34435,0.0017,12,...........,-327.67
9.888,0.345121,0.00208429,0.0,0.34335,0.00165833,12,...........,-327.67
9.89,0.344071,0.00207595,0.0,0.34235,0.00169167,12,...........,-327.67
9.892,0.343087,0.00205094,0.0,0.34135,0.00169167,12,...........,-327.67
9.894,0.342142,0.00208429,0.0,0.34035,0.00166667,12,...........,-327.67
9.896,0.341058,0.00210096,0.0,0.33935,0.00169167,12,...........,-327.67
9.898,0.340025,0.00208429,0.0,0.33835,0.00169167,12,...........,-327.67
9.9,0.339062,0.00206761,0.0,0.33735,0.00165,12,...........,-327.67
9.902,0.33815,0.00208429,0.0,0.33635,0.001675,12,...........,-327.67
9.904,0.337062,0.00205511,0.0,0.33535,0.00170833,12,...........,-327.67
9.906,0.336092,0.00206345,0.0,0.33435,0.00163333,12,...........,-327.67
9.908,0.335037,0.00206761,0.0,0.33335,0.00166667,12,...........,-327.67
9.91,0.334158,0.00205928,0.0,0.33235,0.00165,12,...........,-327.67
9.912,0.333337,0.00204677,0.0,0.33135,0.00164167,12,...........,-327.67
9.914,0.331958,0.0020426,0.0,0.33035,0.00171667,12,...........,-327.67
9.916,0.331042,0.00205094,0.0,0.32935,0.00165833,12,...........,-327.67
9.918,0.33015,0.00205094,0.0,0.32835,0.00169167,12,...........,-327.67
9.92,0.328958,0.00205928,0.0,0.32735,0.00166667,12,...........,-327.67
9.922,0.32815,0.00202593,0.0,0.32635,0.00171667,12,...........,-327.67
9.924,0.326992,0.00207178,0.0,0.32535,0.00171667,12,...........,-327.67
9.926,0.326075,0.00202593,0.0,0.32435,0.00166667,12,...........,-327.67
9.928,0.32535,0.00205511,0.0,0.32335,0.00165833,12,...........,-327.67
9.93,0.32395,0.0020426,0.0,0.32235,0.00166667,12,...........,-327.67
9.932,0.323083,0.00205094,0.0,0.32135,0.00165,12,...........,-327.67
9.934,0.322167,0.00206345,0.0,0.32035,0.00169167,12,...........,-327.67
9.936,0.320825,0.00205511,0.0,0.31935,0.00165833,12,...........,-327.67
9.938,0.320262,0.00205928,0.0,0.31835,0.00166667,12,...........,-327.67
9.94,0.3191,0.00207595,0.0,0.31735,0.001675,12,...........,-327.67
9.942,0.318129,0.00207595,0.0,0.31635,0.001625,12,...........,-327.67
9.944,0.317187,0.00208846,0.0,0.31535,0.00166667,12,...........,-327.67
9.946,0.315979,0.00201342,0.0,0.31435,0.00165,12,...........,-327.67
9.948,0.3151,0.00202176,0.0,0.31335,0.00166667,12,...........,-327.67
9.95,0.31415,0.00202593,0.0,0.31235,0.00165,12,...........,-327.67
9.952,0.313175,0.00206345,0.0,0.31135,0.0017,12,...........,-327.67
9.954,0.3121,0.0020426,0.0,0.31035,0.00168333,12,...........,-327.67
9.956,0.31105,0.00206345,0.0,0.30935,0.00166667,12,...........,-327.67
9.958,0.310158,0.0020301,0.0,0.30835,0.00166667,12,...........,-327.67
9.96,0.309333,0.00201759,0.0,0.30735,0.00164167,12,...........,-327.67
9.962,0.307996,0.00199675,0.0,0.30635,0.00158333,12,...........,-327.67
9.964,0.3071,0.00200508,0.0,0.30535,0.00168333,12,...........,-327.67
9.966,0.30615,0.0020426,0.0,0.30435,0.00165,12,...........,-327.67
9.968,0.3049,0.00203843,0.0,0.30335,0.00168333,12,...........,-327.67
9.97,0.304154,0.00202593,0.0,0.30235,0.001675,12,...........,-327.67
9.972,0.303071,0.0020426,0.0,0.30135,0.00169167,12,...........,-327.67
9.974,0.302067,0.00205511,0.0,0.30035,0.00163333,12,...........,-327.67
9.976,0.301342,0.00203843,0.0,0.29935,0.001625,12,...........,-327.67
9.978,0.299929,0.00202593,0.0,0.29835,0.0017,12,...........,-327.67
9.98,0.299058,0.00201759,0.0,0.29735,0.00168333,12,...........,-327.67
