T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp
8.734,0.922142,0.00373921,0.0,0.92035,0.00171667,12,...........,-327.67
8.736,0.92075,0.0037142,0.0,0.91935,0.00164167,12,...........,-327.67
8.738,0.919871,0.0037142,0.0,0.91835,0.001675,12,...........,-327.67
8.74,0.91895,0.00367252,0.0,0.91735,0.0017,12,...........,-327.67
8.742,0.917608,0.00363917,0.0,0.91635,0.00159167,12,...........,-327.67
8.744,0.917,0.003635,0.0,0.91535,0.00170833,12,...........,-327.67
8.746,0.9159,0.00362666,0.0,0.91435,0.00165833,12,...........,-327.67
8.748,0.914896,0.00357247,0.0,0.91335,0.00164167,12,...........,-327.67
8.75,0.914075,0.00357664,0.0,0.91235,0.00171667,12,...........,-327.67
8.752,0.912779,0.00353078,0.0,0.91135,0.00164167,12,...........,-327.67
8.754,0.911833,0.00354329,0.0,0.91035,0.001675,12,...........,-327.67
8.756,0.910917,0.00351411,0.0,0.90935,0.00163333,12,...........,-327.67
8.758,0.909604,0.00353912,0.0,0.90835,0.00163333,12,...........,-327.67
8.76,0.909079,0.00353078,0.0,0.90735,0.0017,12,...........,-327.67
8.762,0.907896,0.0034891,0.0,0.90635,0.00164167,12,...........,-327.67
8.764,0.906921,0.00345575,0.0,0.90535,0.00165,12,...........,-327.67
8.766,0.905933,0.00346826,0.0,0.90435,0.00164167,12,...........,-327.67
8.768,0.904837,0.00343908,0.0,0.90335,0.00171667,12,...........,-327.67
8.77,0.90385,0.00343074,0.0,0.90235,0.00166667,12,...........,-327.67
8.772,0.90295,0.00342657,0.0,0.90135,0.00165833,12,...........,-327.67
8.774,0.901792,0.00339739,0.0,0.90035,0.001675,12,...........,-327.67
8.776,0.9009,0.00339322,0.0,0.89935,0.00170833,12,...........,-327.67
8.778,0.899833,0.00339322,0.0,0.89835,0.001625,12,...........,-327.67
8.78,0.89895,0.00334737,0.0,0.89735,0.00168333,12,...........,-327.67
8.782,0.898067,0.00333486,0.0,0.89635,0.00163333,12,...........,-327.67
8.784,0.896742,0.00333486,0.0,0.89535,0.00168333,12,...........,-327.67
8.786,0.895925,0.00332235,0.0,0.89435,0.00166667,12,...........,-327.67
8.788,0.894967,0.00329734,0.0,0.89335,0.00166667,12,...........,-327.67
8.79,0.893721,0.00327233,0.0,0.89235,0.001675,12,...........,-327.67
8.792,0.892962,0.00321814,0.0,0.89135,0.00164167,12,...........,-327.67
8.794,0.891908,0.00322648,0.0,0.89035,0.001675,12,...........,-327.67
8.796,0.890925,0.00317645,0.0,0.88935,0.00166667,12,...........,-327.67
8.798,0.890112,0.00318479,0.0,0.88835,0.00166667,12,...........,-327.67
8.8,0.888762,0.00315144,0.0,0.88735,0.00175,12,...........,-327.67
8.802,0.887946,0.0031973,0.0,0.88635,0.00165833,12,...........,-327.67
8.804,0.886975,0.00315978,0.0,0.88535,0.00164167,12,...........,-327.67
8.806,0.885667,0.00313894,0.0,0.88435,0.00165833,12,...........,-327.67
8.808,0.884904,0.00311393,0.0,0.88335,0.0016,12,...........,-327.67
8.81,0.883829,0.00313477,0.0,0.88235,0.00165,12,...........,-327.67
8.812,0.882975,0.00310559,0.0,0.88135,0.00163333,12,...........,-327.67
8.814,0.881933,0.00311393,0.0,0.88035,0.001675,12,...........,-327.67
8.816,0.880854,0.00310559,0.0,0.87935,0.00169167,12,...........,-327.67
8.818,0.879929,0.00308891,0.0,0.87835,0.00159167,12,...........,-327.67
8.82,0.878967,0.00307224,0.0,0.87735,0.0017,12,...........,-327.67
8.822,0.877942,0.0030639,0.0,0.87635,0.00168333,12,...........,-327.67
8.824,0.876962,0.00307224,0.0,0.87535,0.00165,12,...........,-327.67
8.826,0.875912,0.00304723,0.0,0.87435,0.001675,12,...........,-327.67
8.828,0.874946,0.0030514,0.0,0.87335,0.00164167,12,...........,-327.67
8.83,0.874125,0.00304723,0.0,0.87235,0.00165,12,...........,-327.67
8.832,0.872775,0.00303472,0.0,0.87135,0.00165,12,...........,-327.67
8.834,0.871888,0.00302639,0.0,0.87035,0.00158333,12,...........,-327.67
8.836,0.87095,0.00300971,0.0,0.86935,0.00165833,12,...........,-327.67
8.838,0.869712,0.00300137,0.0,0.86835,0.00168333,12,...........,-327.67
8.84,0.868971,0.0029847,0.0,0.86735,0.00165,12,...........,-327.67
8.842,0.867842,0.00297636,0.0,0.86635,0.00165,12,...........,-327.67
8.844,0.866862,0.00296803,0.0,0.86535,0.00165833,12,...........,-327.67
8.846,0.866133,0.00297219,0.0,0.86435,0.00168333,12,...........,-327.67
8.848,0.864754,0.00295969,0.0,0.86335,0.00161667,12,...........,-327.67
8.85,0.863842,0.00293468,0.0,0.86235,0.00169167,12,...........,-327.67
8.852,0.862967,0.00293051,0.0,0.86135,0.00164167,12,...........,-327.67
8.854,0.861558,0.00294301,0.0,0.86035,0.00168333,12,...........,-327.67
8.856,0.860937,0.00295552,0.0,0.85935,0.00169167,12,...........,-327.67
8.858,0.859921,0.00292217,0.0,0.85835,0.00166667,12,...........,-327.67
8.86,0.858533,0.00290967,0.0,0.85735,0.00168333,12,...........,-327.67
8.862,0.85815,0.0029055,0.0,0.85635,0.00169167,12,...........,-327.67
8.864,0.856825,0.00292634,0.0,0.85535,0.00166667,12,...........,-327.67
8.866,0.855908,0.00289716,0.0,0.85435,0.0017,12,...........,-327.67
8.868,0.85495,0.00288882,0.0,0.85335,0.001675,12,...........,-327.67
8.87,0.853879,0.00290967,0.0,0.85235,0.001675,12,...........,-327.67
8.872,0.852929,0.00284297,0.0,0.85135,0.00169167,12,...........,-327.67
8.874,0.851912,0.00287215,0.0,0.85035,0.00168333,12,...........,-327.67
8.876,0.850967,0.00289299,0.0,0.84935,0.001725,12,...........,-327.67
8.878,0.850083,0.00288049,0.0,0.84835,0.00163333,12,...........,-327.67
8.88,0.848767,0.00284714,0.0,0.84735,0.001675,12,...........,-327.67
8.882,0.848,0.00282213,0.0,0.84635,0.00170833,12,...........,-327.67
8.884,0.846967,0.00285131,0.0,0.84535,0.00158333,12,...........,-327.67
8.886,0.845687,0.00285547,0.0,0.84435,0.00165833,12,...........,-327.67
8.888,0.845,0.00283046,0.0,0.84335,0.00165,12,...........,-327.67
8.89,0.843875,0.00280962,0.0,0.84235,0.00170833,12,...........,-327.67
8.892,0.842958,0.00279711,0.0,0.84135,0.00170833,12,...........,-327.67
8.894,0.842129,0.00278878,0.0,0.84035,0.00164167,12,...........,-327.67
8.896,0.840742,0.00278461,0.0,0.83935,0.00168333,12,...........,-327.67
8.898,0.839954,0.00279295,0.0,0.83835,0.00165,12,...........,-327.67
8.9,0.838946,0.00278461,0.0,0.83735,0.00165833,12,...........,-327.67
8.902,0.83765,0.00279711,0.0,0.83635,0.001675,12,...........,-327.67
8.904,0.837067,0.00278044,0.0,0.83535,0.001575,12,...........,-327.67
8.906,0.835862,0.00276377,0.0,0.83435,0.00168333,12,...........,-327.67
8.908,0.834683,0.00275543,0.0,0.83335,0.001625,12,...........,-327.67
8.91,0.834121,0.00275126,0.0,0.83235,0.00169167,12,...........,-327.67
8.912,0.832779,0.00275543,0.0,0.83135,0.00170833,12,...........,-327.67
8.914,0.831925,0.00271374,0.0,0.83035,0.00161667,12,...........,-327.67
8.916,0.830958,0.00273875,0.0,0.82935,0.00164167,12,...........,-327.67
8.918,0.829921,0.00273459,0.0,0.82835,0.001725,12,...........,-327.67
8.92,0.828917,0.00274709,0.0,0.82735,0.001625,12,...........,-327.67
8.922,0.827937,0.00272625,0.0,0.82635,0.00170833,12,...........,-327.67
8.924,0.826962,0.00268456,0.0,0.82535,0.00166667,12,...........,-327.67
8.926,0.826012,0.00270957,0.0,0.82435,0.00173333,12,...........,-327.67
8.928,0.824779,0.00271791,0.0,0.82335,0.00166667,12,...........,-327.67
8.93,0.823908,0.00270541,0.0,0.82235,0.00165,12,...........,-327.67
8.932,0.822975,0.00268873,0.0,0.82135,0.00170833,12,...........,-327.67
8.934,0.821692,0.0026929,0.0,0.82035,0.00164167,12,...........,-327.67
8.936,0.820975,0.00266789,0.0,0.81935,0.00168333,12,...........,-327.67
8.938,0.819821,0.00268039,0.0,0.81835,0.00165,12,...........,-327.67
8.94,0.818896,0.00266372,0.0,0.81735,0.001625,12,...........,-327.67
8.942,0.818025,0.00265538,0.0,0.81635,0.00165833,12,...........,-327.67
8.944,0.816754,0.00265538,0.0,0.81535,0.00163333,12,...........,-327.67
8.946,0.815867,0.00266372,0.0,0.81435,0.00166667,12,...........,-327.67
8.948,0.814958,0.00266789,0.0,0.81335,0.001675,12,...........,-327.67
8.95,0.813675,0.00265955,0.0,0.81235,0.00164167,12,...........,-327.67
8.952,0.812929,0.00265538,0.0,0.81135,0.00169167,12,...........,-327.67
8.954,0.811862,0.00265538,0.0,0.81035,0.00161667,12,...........,-327.67
8.956,0.81075,0.00264288,0.0,0.80935,0.00164167,12,...........,-327.67
8.958,0.8099,0.00261787,0.0,0.80835,0.00173333,12,...........,-327.67
8.96,0.808754,0.00260953,0.0,0.80735,0.00165,12,...........,-327.67
8.962,0.807767,0.00260119,0.0,0.80635,0.00170833,12,...........,-327.67
8.964,0.80695,0.00265121,0.0,0.80535,0.00163333,12,...........,-327.67
8.966,0.805979,0.00263871,0.0,0.80435,0.00165833,12,...........,-327.67
8.968,0.804929,0.00263037,0.0,0.80335,0.0017,12,...........,-327.67
8.97,0.803962,0.00263037,0.0,0.80235,0.00165,12,...........,-327.67
8.972,0.802958,0.0026137,0.0,0.80135,0.00169167,12,...........,-327.67
8.974,0.802004,0.00259702,0.0,0.80035,0.00166667,12,...........,-327.67
8.976,0.800829,0.00260953,0.0,0.79935,0.00165833,12,...........,-327.67
8.978,0.799946,0.00258035,0.0,0.79835,0.00168333,12,...........,-327.67
8.98,0.79895,0.00262203,0.0,0.79735,0.00158333,12,...........,-327.67
8.982,0.79785,0.0026137,0.0,0.79635,0.00165833,12,...........,-327.67
8.984,0.796921,0.00260536,0.0,0.79535,0.00170833,12,...........,-327.67
8.986,0.795871,0.00262203,0.0,0.79435,0.00164167,12,...........,-327.67
8.988,0.794962,0.00258869,0.0,0.79335,0.00168333,12,...........,-327.67
8.99,0.794117,0.00257618,0.0,0.79235,0.00161667,12,...........,-327.67
8.992,0.792754,0.00259285,0.0,0.79135,0.00164167,12,...........,-327.67
8.994,0.791937,0.00258869,0.0,0.79035,0.00166667,12,...........,-327.67
8.996,0.790958,0.00257201,0.0,0.78935,0.00168333,12,...........,-327.67
8.998,0.789908,0.0026137,0.0,0.78835,0.0017,12,...........,-327.67
9.0,0.788992,0.00257618,0.0,0.78735,0.001675,12,...........,-327.67
9.002,0.787858,0.0026137,0.0,0.78635,0.00168333,12,...........,-327.67
9.004,0.786958,0.00257618,0.0,0.78535,0.00165833,12,...........,-327.67
9.006,0.786008,0.00259285,0.0,0.78435,0.00163333,12,...........,-327.67
9.008,0.78475,0.00253449,0.0,0.78335,0.0017,12,...........,-327.67
9.01,0.783871,0.00257618,0.0,0.78235,0.00160833,12,...........,-327.67
9.012,0.782983,0.00256784,0.0,0.78135,0.00168333,12,...........,-327.67
9.014,0.781554,0.00258035,0.0,0.78035,0.00165833,12,...........,-327.67
9.016,0.781054,0.00256367,0.0,0.77935,0.0016,12,...........,-327.67
9.018,0.779987,0.00258452,0.0,0.77835,0.00166667,12,...........,-327.67
9.02,0.778992,0.00256367,0.0,0.77735,0.00165833,12,...........,-327.67
9.022,0.778021,0.002547,0.0,0.77635,0.00166667,12,...........,-327.67
9.024,0.776883,0.00253866,0.0,0.77535,0.001675,12,...........,-327.67
9.026,0.775975,0.002547,0.0,0.77435,0.00165,12,...........,-327.67
9.028,0.774992,0.00253033,0.0,0.77335,0.00165833,12,...........,-327.67
9.03,0.774,0.00258035,0.0,0.77235,0.00166667,12,...........,-327.67
9.032,0.772917,0.00256367,0.0,0.77135,0.001625,12,...........,-327.67
9.034,0.771929,0.00255951,0.0,0.77035,0.0017,12,...........,-327.67
9.036,0.770983,0.00253449,0.0,0.76935,0.00170833,12,...........,-327.67
9.038,0.770083,0.00254283,0.0,0.76835,0.00163333,12,...........,-327.67
9.04,0.768758,0.00256367,0.0,0.76735,0.00165,12,...........,-327.67
9.042,0.767892,0.002547,0.0,0.76635,0.00161667,12,...........,-327.67
9.044,0.766971,0.00256367,0.0,0.76535,0.00164167,12,...........,-327.67
9.046,0.765746,0.00251782,0.0,0.76435,0.00164167,12,...........,-327.67
9.048,0.764942,0.00250948,0.0,0.76335,0.00166667,12,...........,-327.67
9.05,0.763883,0.00252199,0.0,0.76235,0.00169167,12,...........,-327.67
9.052,0.763,0.00248447,0.0,0.76135,0.00166667,12,...........,-327.67
9.054,0.762133,0.00253866,0.0,0.76035,0.00166667,12,...........,-327.67
9.056,0.76075,0.00256367,0.0,0.75935,0.00165,12,...........,-327.67
9.058,0.759921,0.00250531,0.0,0.75835,0.0017,12,...........,-327.67
9.06,0.759017,0.00253033,0.0,0.75735,0.001675,12,...........,-327.67
9.062,0.757579,0.00249281,0.0,0.75635,0.001725,12,...........,-327.67
9.064,0.756796,0.00248447,0.0,0.75535,0.001725,12,...........,-327.67
9.066,0.755875,0.00249281,0.0,0.75435,0.00161667,12,...........,-327.67
9.068,0.754954,0.00249698,0.0,0.75335,0.00166667,12,...........,-327.67
9.07,0.753958,0.00254283,0.0,0.75235,0.001675,12,...........,-327.67
9.072,0.752883,0.00250115,0.0,0.75135,0.00165833,12,...........,-327.67
9.074,0.751967,0.00249698,0.0,0.75035,0.00166667,12,...........,-327.67
9.076,0.750996,0.00251365,0.0,0.74935,0.00160833,12,...........,-327.67
9.078,0.749954,0.00249698,0.0,0.74835,0.00170833,12,...........,-327.67
9.08,0.749,0.00251782,0.0,0.74735,0.00163333,12,...........,-327.67
9.082,0.74795,0.00253449,0.0,0.74635,0.00171667,12,...........,-327.67
9.084,0.746967,0.00247613,0.0,0.74535,0.001675,12,...........,-327.67
9.086,0.746142,0.00249281,0.0,0.74435,0.001625,12,...........,-327.67
9.088,0.744817,0.00247613,0.0,0.74335,0.00168333,12,...........,-327.67
9.09,0.743933,0.00250115,0.0,0.74235,0.0017,12,...........,-327.67
9.092,0.74295,0.00248447,0.0,0.74135,0.001625,12,...........,-327.67
9.094,0.742067,0.0024803,0.0,0.74035,0.001675,12,...........,-327.67
9.096,0.740967,0.0024803,0.0,0.73935,0.00165833,12,...........,-327.67
9.098,0.7399,0.00247613,0.0,0.73835,0.001675,12,...........,-327.67
9.1,0.738958,0.00250115,0.0,0.73735,0.00165833,12,...........,-327.67
9.102,0.738133,0.00249698,0.0,0.73635,0.00161667,12,...........,-327.67
9.104,0.736762,0.00248447,0.0,0.73535,0.00171667,12,...........,-327.67
9.106,0.736008,0.00248864,0.0,0.73435,0.00165,12,...........,-327.67
9.108,0.735017,0.0024803,0.0,0.73335,0.001725,12,...........,-327.67
9.11,0.733721,0.00247613,0.0,0.73235,0.00171667,12,...........,-327.67
9.112,0.732971,0.00244279,0.0,0.73135,0.00160833,12,...........,-327.67
9.114,0.731958,0.00245529,0.0,0.73035,0.00169167,12,...........,-327.67
9.116,0.730896,0.00246363,0.0,0.72935,0.00169167,12,...........,-327.67
9.118,0.73015,0.00245112,0.0,0.72835,0.0017,12,...........,-327.67
9.12,0.728875,0.00250948,0.0,0.72735,0.00168333,12,...........,-327.67
9.122,0.728,0.00244279,0.0,0.72635,0.00164167,12,...........,-327.67
9.124,0.727,0.00247613,0.0,0.72535,0.00165833,12,...........,-327.67
9.126,0.725971,0.00249281,0.0,0.72435,0.00165833,12,...........,-327.67
9.128,0.724992,0.00246363,0.0,0.72335,0.001675,12,...........,-327.67
9.13,0.723942,0.00245529,0.0,0.72235,0.0017,12,...........,-327.67
9.132,0.722971,0.00245946,0.0,0.72135,0.00168333,12,...........,-327.67
9.134,0.72205,0.00244279,0.0,0.72035,0.00165833,12,...........,-327.67
9.136,0.720825,0.00247197,0.0,0.71935,0.00165833,12,...........,-327.67
9.138,0.719983,0.00247197,0.0,0.71835,0.001675,12,...........,-327.67
9.14,0.718992,0.00243445,0.0,0.71735,0.00168333,12,...........,-327.67
9.142,0.717992,0.00243862,0.0,0.71635,0.001625,12,...........,-327.67
9.144,0.717104,0.00242194,0.0,0.71535,0.00168333,12,...........,-327.67
9.146,0.715958,0.00247613,0.0,0.71435,0.00165833,12,...........,-327.67
9.148,0.714979,0.00248864,0.0,0.71335,0.00170833,12,...........,-327.67
9.15,0.714125,0.00246363,0.0,0.71235,0.00165833,12,...........,-327.67
9.152,0.712783,0.00246363,0.0,0.71135,0.00165,12,...........,-327.67
9.154,0.711942,0.00244279,0.0,0.71035,0.00160833,12,...........,-327.67
9.156,0.710975,0.00243028,0.0,0.70935,0.001625,12,...........,-327.67
9.158,0.709862,0.00245529,0.0,0.70835,0.0017,12,...........,-327.67
9.16,0.708937,0.00242194,0.0,0.70735,0.001725,12,...........,-327.67
9.162,0.707921,0.00245112,0.0,0.70635,0.00163333,12,...........,-327.67
9.164,0.706762,0.00245529,0.0,0.70535,0.00168333,12,...........,-327.67
9.166,0.705892,0.0024678,0.0,0.70435,0.00164167,12,...........,-327.67
9.168,0.704775,0.0024678,0.0,0.70335,0.001625,12,...........,-327.67
9.17,0.703992,0.00244279,0.0,0.70235,0.00171667,12,...........,-327.67
9.172,0.70305,0.00245946,0.0,0.70135,0.00169167,12,...........,-327.67
9.174,0.702025,0.00245529,0.0,0.70035,0.00165,12,...........,-327.67
9.176,0.700987,0.00244279,0.0,0.69935,0.00168333,12,...........,-327.67
9.178,0.699958,0.00241777,0.0,0.69835,0.001625,12,...........,-327.67
9.18,0.699017,0.00243445,0.0,0.69735,0.00168333,12,...........,-327.67
9.182,0.698117,0.00243862,0.0,0.69635,0.00165,12,...........,-327.67
9.184,0.696783,0.0024678,0.0,0.69535,0.00168333,12,...........,-327.67
9.186,0.696046,0.0024011,0.0,0.69435,0.0017,12,...........,-327.67
9.188,0.694992,0.00243862,0.0,0.69335,0.001675,12,...........,-327.67
9.19,0.694092,0.00244279,0.0,0.69235,0.0017,12,...........,-327.67
9.192,0.69315,0.00237609,0.0,0.69135,0.00163333,12,...........,-327.67
9.194,0.691921,0.00242611,0.0,0.69035,0.001675,12,...........,-327.67
9.196,0.690992,0.00240527,0.0,0.68935,0.00168333,12,...........,-327.67
9.198,0.6901,0.00242194,0.0,0.68835,0.001675,12,...........,-327.67
9.2,0.688817,0.00240944,0.0,0.68735,0.0017,12,...........,-327.67
9.202,0.688,0.00242194,0.0,0.68635,0.00165833,12,...........,-327.67
9.204,0.686996,0.00243028,0.0,0.68535,0.00165833,12,...........,-327.67
9.206,0.685967,0.00246363,0.0,0.68435,0.00165,12,...........,-327.67
9.208,0.685187,0.00237609,0.0,0.68335,0.00163333,12,...........,-327.67
9.21,0.683937,0.00240944,0.0,0.68235,0.00168333,12,...........,-327.67
9.212,0.683037,0.00245946,0.0,0.68135,0.00164167,12,...........,-327.67
9.214,0.682142,0.00242194,0.0,0.68035,0.00165,12,...........,-327.67
9.216,0.680758,0.00242194,0.0,0.67935,0.00170833,12,...........,-327.67
9.218,0.679913,0.00242194,0.0,0.67835,0.00165833,12,...........,-327.67
9.22,0.678967,0.00240944,0.0,0.67735,0.00170833,12,...........,-327.67
9.222,0.678004,0.00243862,0.0,0.67635,0.00165833,12,...........,-327.67
9.224,0.677033,0.00242194,0.0,0.67535,0.00166667,12,...........,-327.67
9.226,0.675971,0.0024011,0.0,0.67435,0.0017,12,...........,-327.67
9.228,0.674987,0.00243028,0.0,0.67335,0.00164167,12,...........,-327.67
9.23,0.6741,0.00243862,0.0,0.67235,0.00170833,12,...........,-327.67
9.232,0.672933,0.00244695,0.0,0.67135,0.001675,12,...........,-327.67
9.234,0.672029,0.00241777,0.0,0.67035,0.00170833,12,...........,-327.67
9.236,0.671029,0.00243445,0.0,0.66935,0.00169167,12,...........,-327.67
9.238,0.670083,0.0024011,0.0,0.66835,0.00164167,12,...........,-327.67
9.24,0.669075,0.00241777,0.0,0.66735,0.00165,12,...........,-327.67
9.242,0.667937,0.00243445,0.0,0.66635,0.00169167,12,...........,-327.67
9.244,0.666992,0.00240944,0.0,0.66535,0.00166667,12,...........,-327.67
9.246,0.666133,0.00245529,0.0,0.66435,0.00168333,12,...........,-327.67
9.248,0.664817,0.00243445,0.0,0.66335,0.00166667,12,...........,-327.67
9.25,0.663967,0.00239693,0.0,0.66235,0.00165833,12,...........,-327.67
9.252,0.663,0.00239693,0.0,0.66135,0.001675,12,...........,-327.67
9.254,0.662071,0.00238026,0.0,0.66035,0.00160833,12,...........,-327.67
9.256,0.661133,0.00241361,0.0,0.65935,0.00169167,12,...........,-327.67
9.258,0.659904,0.00236358,0.0,0.65835,0.00163333,12,...........,-327.67
9.26,0.659017,0.00241777,0.0,0.65735,0.00165,12,...........,-327.67
9.262,0.658125,0.00246363,0.0,0.65635,0.00165,12,...........,-327.67
9.264,0.656796,0.00241777,0.0,0.65535,0.001625,12,...........,-327.67
9.266,0.655942,0.00239276,0.0,0.65435,0.00165833,12,...........,-327.67
9.268,0.655067,0.00240944,0.0,0.65335,0.00163333,12,...........,-327.67
9.27,0.653692,0.00239693,0.0,0.65235,0.00165833,12,...........,-327.67
9.272,0.653246,0.00245112,0.0,0.65135,0.00163333,12,...........,-327.67
9.274,0.651979,0.00238443,0.0,0.65035,0.00160833,12,...........,-327.67
9.276,0.651008,0.00242194,0.0,0.64935,0.00168333,12,...........,-327.67
