CCStrip-at Ep-180C,VSTEP1,-1.395,TSTEP1,600.0,QLIMIT,180000.0
T,Im,Q
6.9,0.453798,3.43863
6.95,0.453646,3.46131
7.0,0.453497,3.48399
7.05,0.453354,3.50666
7.1,0.453213,3.52932
7.15,0.453061,3.55197
7.2,0.452936,3.57462
7.25,0.452798,3.59726
7.3,0.452673,3.61989
7.35,0.452552,3.64252
7.4,0.452419,3.66514
7.45,0.452288,3.68775
7.5,0.452167,3.71036
7.55,0.452061,3.73296
7.6,0.451952,3.75556
7.65,0.451833,3.77815
7.7,0.45172,3.80074
7.75,0.451593,3.82332
7.8,0.451478,3.84589
7.85,0.451368,3.86846
7.9,0.451267,3.89102
7.95,0.451182,3.91358
8.0,0.451072,3.93614
8.05,0.450956,3.95869
8.1,0.450851,3.98123
8.15,0.450771,4.00377
8.2,0.450673,4.0263
8.25,0.450572,4.04883
8.3,0.450473,4.07135
8.35,0.450395,4.09387
8.4,0.450333,4.11639
8.45,0.450255,4.1389
8.5,0.450165,4.16141
8.55,0.450093,4.18391
8.6,0.450024,4.20642
8.65,0.449935,4.22891
8.7,0.449851,4.25141
8.75,0.449767,4.27389
8.8,0.449692,4.29638
8.85,0.44963,4.31886
8.9,0.449564,4.34134
8.95,0.449503,4.36381
9.0,0.449423,4.38628
9.05,0.449358,4.40875
9.1,0.449281,4.43122
9.15,0.449201,4.45368
9.2,0.449147,4.47613
9.25,0.449101,4.49859
9.3,0.449463,4.52106
9.35,0.449502,4.54354
9.4,0.449448,4.56601
9.45,0.449388,4.58848
9.5,0.449331,4.61094
9.55,0.449285,4.63341
9.6,0.449235,4.65587
9.65,0.449178,4.67833
9.7,0.449133,4.70079
9.75,0.449062,4.72324
9.8,0.448987,4.74569
9.85,0.448932,4.76814
9.9,0.448863,4.79058
9.95,0.448817,4.81302
10.0,0.448762,4.83546
10.05,0.448696,4.85789
10.1,0.448637,4.88032
10.15,0.448576,4.90275
10.2,0.448529,4.92518
10.25,0.448478,4.9476
10.3,0.448434,4.97003
10.35,0.448407,4.99245
10.4,0.448378,5.01486
10.45,0.448357,5.03728
10.5,0.448311,5.0597
10.55,0.448299,5.08211
10.6,0.448262,5.10453
10.65,0.448245,5.12694
10.7,0.448238,5.14935
10.75,0.448245,5.17176
10.8,0.448224,5.19417
10.85,0.448243,5.21659
10.9,0.448245,5.239
10.95,0.448231,5.26141
11.0,0.448222,5.28382
11.05,0.44821,5.30623
11.1,0.448216,5.32864
11.15,0.448241,5.35105
11.2,0.44826,5.37347
11.25,0.448266,5.39588
11.3,0.448301,5.41829
11.35,0.448317,5.44071
11.4,0.44832,5.46313
11.45,0.448349,5.48554
11.5,0.44836,5.50796
11.55,0.448386,5.53038
11.6,0.448399,5.5528
11.65,0.448411,5.57522
11.7,0.448426,5.59764
11.75,0.448431,5.62007
11.8,0.448446,5.64249
11.85,0.448464,5.66491
11.9,0.448469,5.68733
11.95,0.448478,5.70976
12.0,0.448515,5.73218
12.05,0.448505,5.75461
12.1,0.448526,5.77704
12.15,0.448548,5.79946
12.2,0.448567,5.82189
12.25,0.448597,5.84432
12.3,0.448611,5.86675
12.35,0.448614,5.88918
12.4,0.44861,5.91161
12.45,0.448638,5.93404
12.5,0.448661,5.95648
12.55,0.448688,5.97891
12.6,0.448702,6.00135
12.65,0.448722,6.02378
12.7,0.448723,6.04622
12.75,0.448728,6.06866
12.8,0.448743,6.09109
12.85,0.448769,6.11353
12.9,0.448781,6.13597
12.95,0.448786,6.15841
13.0,0.448794,6.18085
13.05,0.448805,6.20329
13.1,0.448809,6.22573
13.15,0.448825,6.24817
13.2,0.448835,6.27061
13.25,0.448853,6.29306
13.3,0.448859,6.3155
13.35,0.448869,6.33794
13.4,0.448895,6.36039
13.45,0.448906,6.38283
13.5,0.448922,6.40528
13.55,0.448958,6.42773
13.6,0.448992,6.45018
13.65,0.449001,6.47263
13.7,0.449008,6.49508
13.75,0.449051,6.51753
13.8,0.449079,6.53998
13.85,0.449086,6.56244
13.9,0.449122,6.58489
13.95,0.449135,6.60735
14.0,0.449168,6.62981
14.05,0.449182,6.65227
14.1,0.449214,6.67473
14.15,0.449229,6.69719
14.2,0.449267,6.71965
14.25,0.449296,6.74212
14.3,0.449319,6.76458
14.35,0.449321,6.78705
14.4,0.449353,6.80952
14.45,0.449371,6.83199
14.5,0.449402,6.85446
14.55,0.449416,6.87693
14.6,0.449443,6.8994
14.65,0.449466,6.92187
14.7,0.44949,6.94435
14.75,0.449497,6.96682
14.8,0.449538,6.9893
14.85,0.449552,7.01178
14.9,0.449564,7.03425
14.95,0.449601,7.05673
15.0,0.449606,7.07921
15.05,0.449605,7.10169
15.1,0.449631,7.12418
15.15,0.449626,7.14666
15.2,0.449677,7.16914
15.25,0.449697,7.19163
15.3,0.449726,7.21411
15.35,0.449765,7.2366
15.4,0.449795,7.25909
15.45,0.449803,7.28158
15.5,0.449832,7.30407
15.55,0.44986,7.32657
15.6,0.449879,7.34906
15.65,0.449904,7.37155
15.7,0.449924,7.39405
15.75,0.449937,7.41655
15.8,0.44994,7.43904
15.85,0.449953,7.46154
15.9,0.449959,7.48404
15.95,0.449983,7.50654
16.0,0.450001,7.52904
16.05,0.450005,7.55154
16.1,0.450013,7.57404
16.15,0.450034,7.59654
16.2,0.45004,7.61904
16.25,0.45005,7.64155
16.3,0.450058,7.66405
16.35,0.450065,7.68655
16.4,0.450092,7.70906
16.45,0.450112,7.73156
16.5,0.450127,7.75407
16.55,0.450128,7.77658
16.6,0.450146,7.79908
16.65,0.450173,7.82159
16.7,0.450198,7.8441
16.75,0.450214,7.86661
16.8,0.450227,7.88912
16.85,0.450215,7.91163
16.9,0.450221,7.93414
16.95,0.45024,7.95666
17.0,0.450258,7.97917
17.05,0.450265,8.00168
17.1,0.450275,8.0242
17.15,0.450285,8.04671
17.2,0.450304,8.06923
17.25,0.450312,8.09174
17.3,0.450345,8.11426
17.35,0.450387,8.13678
17.4,0.450405,8.1593
17.45,0.450413,8.18182
17.5,0.450436,8.20434
17.55,0.450439,8.22686
17.6,0.450454,8.24939
17.65,0.450466,8.27191
17.7,0.450479,8.29443
17.75,0.450487,8.31696
17.8,0.450494,8.33948
17.85,0.450493,8.36201
17.9,0.450506,8.38453
17.95,0.450503,8.40706
18.0,0.45051,8.42958
18.05,0.450516,8.45211
18.1,0.45054,8.47464
18.15,0.450546,8.49716
18.2,0.450544,8.51969
18.25,0.450553,8.54222
18.3,0.450539,8.56474
18.35,0.450543,8.58727
18.4,0.450549,8.6098
18.45,0.450565,8.63233
18.5,0.450575,8.65486
18.55,0.450567,8.67738
18.6,0.45057,8.69991
18.65,0.450582,8.72244
18.7,0.450583,8.74497
18.75,0.450586,8.7675
18.8,0.450595,8.79003
18.85,0.450618,8.81256
18.9,0.450601,8.83509
18.95,0.450593,8.85762
19.0,0.450612,8.88015
19.05,0.450597,8.90268
19.1,0.4506,8.92521
19.15,0.450602,8.94774
19.2,0.450591,8.97027
19.25,0.450594,8.9928
19.3,0.450583,9.01533
19.35,0.45059,9.03786
19.4,0.450584,9.06039
19.45,0.450585,9.08292
19.5,0.450587,9.10545
19.55,0.450574,9.12798
19.6,0.450574,9.15051
19.65,0.450548,9.17303
19.7,0.45055,9.19556
19.75,0.45054,9.21809
19.8,0.450536,9.24061
19.85,0.450539,9.26314
19.9,0.450536,9.28567
19.95,0.450519,9.30819
20.0,0.450519,9.33072
20.05,0.450517,9.35324
20.1,0.450519,9.37577
20.15,0.450506,9.3983
20.2,0.450497,9.42082
20.25,0.450487,9.44335
20.3,0.450477,9.46587
20.35,0.450476,9.48839
20.4,0.450462,9.51092
20.45,0.450463,9.53344
20.5,0.450459,9.55596
20.55,0.450458,9.57849
20.6,0.450455,9.60101
20.65,0.450432,9.62353
20.7,0.450416,9.64605
20.75,0.450403,9.66857
20.8,0.450402,9.69109
20.85,0.450387,9.71361
20.9,0.45044,9.73613
20.95,0.450478,9.75866
21.0,0.450477,9.78118
21.05,0.450465,9.8037
21.1,0.450452,9.82623
21.15,0.450446,9.84875
21.2,0.450441,9.87127
21.25,0.450438,9.89379
21.3,0.45041,9.91631
21.35,0.450399,9.93883
21.4,0.450376,9.96135
21.45,0.450355,9.98387
21.5,0.450335,10.0064
21.55,0.450317,10.0289
21.6,0.450311,10.0514
21.65,0.450304,10.0739
21.7,0.450587,10.0965
21.75,0.450631,10.119
21.8,0.45064,10.1415
21.85,0.450633,10.1641
21.9,0.450629,10.1866
21.95,0.450631,10.2091
22.0,0.450635,10.2317
22.05,0.450612,10.2542
22.1,0.450609,10.2767
22.15,0.450595,10.2992
22.2,0.450578,10.3218
22.25,0.450564,10.3443
22.3,0.450552,10.3668
22.35,0.45054,10.3894
22.4,0.450538,10.4119
22.45,0.450517,10.4344
22.5,0.450486,10.4569
22.55,0.450479,10.4795
22.6,0.450466,10.502
22.65,0.450447,10.5245
22.7,0.450429,10.547
22.75,0.450408,10.5695
22.8,0.450403,10.5921
22.85,0.450393,10.6146
22.9,0.450356,10.6371
22.95,0.450346,10.6596
23.0,0.45035,10.6821
23.05,0.450328,10.7047
23.1,0.450304,10.7272
23.15,0.450285,10.7497
23.2,0.450291,10.7722
23.25,0.450272,10.7947
23.3,0.450244,10.8172
23.35,0.450221,10.8397
23.4,0.450199,10.8622
23.45,0.450182,10.8848
23.5,0.450175,10.9073
23.55,0.450129,10.9298
23.6,0.450102,10.9523
23.65,0.450077,10.9748
23.7,0.450048,10.9973
23.75,0.450028,11.0198
23.8,0.450002,11.0423
23.85,0.44996,11.0648
23.9,0.449938,11.0873
23.95,0.44975,11.1098
24.0,0.449576,11.1322
24.05,0.449539,11.1547
24.1,0.449508,11.1772
24.15,0.449467,11.1997
24.2,0.449428,11.2221
24.25,0.449392,11.2446
24.3,0.449353,11.2671
24.35,0.449309,11.2895
24.4,0.449268,11.312
24.45,0.449242,11.3345
24.5,0.449218,11.3569
24.55,0.449181,11.3794
24.6,0.449155,11.4018
24.65,0.449264,11.4243
24.7,0.449407,11.4468
24.75,0.449405,11.4692
24.8,0.449391,11.4917
24.85,0.449352,11.5142
24.9,0.449318,11.5366
24.95,0.449242,11.5591
25.0,0.449158,11.5816
25.05,0.449143,11.604
25.1,0.44912,11.6265
25.15,0.449083,11.6489
25.2,0.449063,11.6714
25.25,0.449043,11.6938
25.3,0.449012,11.7163
25.35,0.448987,11.7387
25.4,0.44895,11.7612
25.45,0.448934,11.7836
25.5,0.448916,11.8061
25.55,0.448911,11.8285
25.6,0.448891,11.851
25.65,0.448877,11.8734
25.7,0.448864,11.8959
25.75,0.448836,11.9183
25.8,0.448827,11.9407
25.85,0.448809,11.9632
25.9,0.4488,11.9856
25.95,0.44877,12.0081
26.0,0.448773,12.0305
26.05,0.448753,12.0529
26.1,0.448737,12.0754
26.15,0.448715,12.0978
26.2,0.448726,12.1202
26.25,0.448713,12.1427
26.3,0.448679,12.1651
26.35,0.448647,12.1875
26.4,0.448651,12.21
26.45,0.448633,12.2324
26.5,0.448619,12.2548
26.55,0.448601,12.2773
26.6,0.448601,12.2997
26.65,0.448583,12.3221
26.7,0.448542,12.3446
26.75,0.448525,12.367
26.8,0.44852,12.3894
26.85,0.448503,12.4118
26.9,0.448471,12.4343
26.95,0.448451,12.4567
27.0,0.448421,12.4791
27.05,0.4484,12.5015
27.1,0.448377,12.5239
27.15,0.44836,12.5464
27.2,0.448343,12.5688
27.25,0.448331,12.5912
27.3,0.448314,12.6136
27.35,0.448317,12.636
27.4,0.448313,12.6584
27.45,0.448301,12.6809
27.5,0.448263,12.7033
27.55,0.448245,12.7257
27.6,0.448204,12.7481
27.65,0.448171,12.7705
27.7,0.448143,12.7929
27.75,0.448126,12.8153
27.8,0.448105,12.8377
27.85,0.448087,12.8601
27.9,0.448077,12.8825
27.95,0.448052,12.9049
28.0,0.448029,12.9273
28.05,0.448006,12.9497
28.1,0.447982,12.9721
28.15,0.447941,12.9945
28.2,0.447937,13.0169
28.25,0.447892,13.0393
28.3,0.447756,13.0617
28.35,0.447714,13.0841
28.4,0.447671,13.1065
28.45,0.447646,13.1289
28.5,0.44762,13.1512
28.55,0.447635,13.1736
28.6,0.447642,13.196
28.65,0.447617,13.2184
28.7,0.447597,13.2408
28.75,0.447568,13.2631
28.8,0.447554,13.2855
28.85,0.447525,13.3079
28.9,0.447506,13.3303
28.95,0.447483,13.3526
29.0,0.447461,13.375
29.05,0.44742,13.3974
29.1,0.447382,13.4198
29.15,0.447352,13.4421
29.2,0.44731,13.4645
29.25,0.447277,13.4869
29.3,0.447276,13.5092
29.35,0.447232,13.5316
29.4,0.447212,13.5539
29.45,0.447184,13.5763
29.5,0.447147,13.5987
29.55,0.447121,13.621
29.6,0.447101,13.6434
29.65,0.447097,13.6657
29.7,0.447087,13.6881
29.75,0.447064,13.7104
29.8,0.447039,13.7328
29.85,0.447016,13.7551
29.9,0.446959,13.7775
29.95,0.446946,13.7998
30.0,0.446963,13.8222
30.05,0.446955,13.8445
30.1,0.446943,13.8669
30.15,0.446925,13.8892
30.2,0.446916,13.9116
30.25,0.44685,13.9339
30.3,0.446813,13.9563
30.35,0.446778,13.9786
30.4,0.446787,14.0009
30.45,0.446768,14.0233
30.5,0.44674,14.0456
30.55,0.446723,14.0679
30.6,0.446684,14.0903
30.65,0.446675,14.1126
30.7,0.446667,14.1349
30.75,0.446635,14.1573
30.8,0.446622,14.1796
30.85,0.446593,14.2019
30.9,0.446581,14.2243
30.95,0.446552,14.2466
31.0,0.446518,14.2689
31.05,0.446515,14.2912
31.1,0.446485,14.3136
31.15,0.446476,14.3359
31.2,0.446459,14.3582
31.25,0.446443,14.3805
31.3,0.446423,14.4029
31.35,0.446403,14.4252
31.4,0.44639,14.4475
31.45,0.446336,14.4698
31.5,0.446318,14.4921
31.55,0.446294,14.5144
31.6,0.446265,14.5368
31.65,0.446287,14.5591
31.7,0.446295,14.5814
31.75,0.446294,14.6037
31.8,0.446264,14.626
31.85,0.446243,14.6483
31.9,0.446206,14.6706
31.95,0.44618,14.6929
32.0,0.446142,14.7153
32.05,0.446112,14.7376
32.1,0.4461,14.7599
32.15,0.446097,14.7822
32.2,0.446048,14.8045
32.25,0.446027,14.8268
32.3,0.44602,14.8491
32.35,0.446001,14.8714
32.4,0.44597,14.8937
32.45,0.445961,14.916
32.5,0.445933,14.9383
32.55,0.445906,14.9606
32.6,0.445901,14.9829
32.65,0.44588,15.0051
32.7,0.445848,15.0274
32.75,0.445855,15.0497
32.8,0.44584,15.072
32.85,0.445816,15.0943
32.9,0.445775,15.1166
32.95,0.445754,15.1389
33.0,0.44574,15.1612
33.05,0.445717,15.1835
33.1,0.445697,15.2058
33.15,0.445685,15.228
33.2,0.445688,15.2503
33.25,0.445672,15.2726
33.3,0.445645,15.2949
33.35,0.445617,15.3172
33.4,0.445602,15.3394
33.45,0.445565,15.3617
33.5,0.445579,15.384
33.55,0.445574,15.4063
33.6,0.445588,15.4286
33.65,0.445575,15.4508
33.7,0.445586,15.4731
33.75,0.445583,15.4954
33.8,0.445588,15.5177
33.85,0.445574,15.54
33.9,0.445567,15.5622
33.95,0.445548,15.5845
34.0,0.445567,15.6068
34.05,0.445546,15.6291
34.1,0.445513,15.6513
34.15,0.445498,15.6736
34.2,0.44546,15.6959
34.25,0.445445,15.7182
34.3,0.445532,15.7404
34.35,0.445496,15.7627
34.4,0.445487,15.785
34.45,0.445466,15.8073
34.5,0.445452,15.8295
34.55,0.445365,15.8518
34.6,0.445338,15.8741
34.65,0.445293,15.8963
34.7,0.445204,15.9186
34.75,0.445166,15.9409
34.8,0.445159,15.9631
34.85,0.445125,15.9854
34.9,0.445102,16.0076
34.95,0.445035,16.0299
35.0,0.445021,16.0521
35.05,0.445015,16.0744
35.1,0.444928,16.0966
35.15,0.444894,16.1189
35.2,0.444895,16.1411
35.25,0.444877,16.1634
35.3,0.444872,16.1856
35.35,0.444848,16.2078
35.4,0.444853,16.2301
35.45,0.444799,16.2523
35.5,0.444775,16.2746
35.55,0.44475,16.2968
35.6,0.444729,16.319
35.65,0.444705,16.3413
35.7,0.444694,16.3635
35.75,0.444735,16.3857
35.8,0.444707,16.408
35.85,0.444701,16.4302
35.9,0.444646,16.4524
35.95,0.444593,16.4747
36.0,0.44457,16.4969
36.05,0.44452,16.5191
36.1,0.444499,16.5414
36.15,0.444487,16.5636
36.2,0.444461,16.5858
36.25,0.44443,16.608
36.3,0.444395,16.6302
36.35,0.444339,16.6525
36.4,0.444332,16.6747
36.45,0.444302,16.6969
36.5,0.444285,16.7191
36.55,0.444262,16.7413
36.6,0.444265,16.7635
36.65,0.44422,16.7857
36.7,0.444196,16.808
36.75,0.444169,16.8302
36.8,0.444131,16.8524
36.85,0.444126,16.8746
36.9,0.444097,16.8968
36.95,0.444095,16.919
37.0,0.444061,16.9412
37.05,0.444035,16.9634
37.1,0.444006,16.9856
37.15,0.443979,17.0078
37.2,0.443938,17.03
37.25,0.443914,17.0522
37.3,0.443901,17.0744
37.35,0.443865,17.0966
37.4,0.443828,17.1188
37.45,0.443813,17.141
37.5,0.443796,17.1631
37.55,0.443749,17.1853
37.6,0.443725,17.2075
37.65,0.443694,17.2297
37.7,0.443664,17.2519
37.75,0.44364,17.2741
37.8,0.443609,17.2962
37.85,0.443587,17.3184
37.9,0.44359,17.3406
37.95,0.443588,17.3628
38.0,0.443581,17.385
38.05,0.443557,17.4071
38.1,0.443537,17.4293
38.15,0.443488,17.4515
38.2,0.443432,17.4737
38.25,0.443396,17.4958
38.3,0.443378,17.518
38.35,0.443367,17.5402
38.4,0.443331,17.5623
38.45,0.443329,17.5845
38.5,0.443312,17.6067
38.55,0.443283,17.6288
38.6,0.443263,17.651
38.65,0.44323,17.6732
38.7,0.443209,17.6953
38.75,0.443175,17.7175
38.8,0.44315,17.7396
38.85,0.443132,17.7618
38.9,0.443097,17.7839
38.95,0.443077,17.8061
39.0,0.443057,17.8283
39.05,0.443021,17.8504
39.1,0.442984,17.8726
39.15,0.442996,17.8947
39.2,0.442963,17.9169
39.25,0.442929,17.939
39.3,0.442917,17.9611
39.35,0.442904,17.9833
39.4,0.442895,18.0054
39.45,0.442874,18.0276
39.5,0.442835,18.0497
39.55,0.4428,18.0719
39.6,0.44279,18.094
39.65,0.442735,18.1161
39.7,0.44271,18.1383
39.75,0.442663,18.1604
39.8,0.442632,18.1825
39.85,0.442603,18.2047
39.9,0.442606,18.2268
39.95,0.442591,18.2489
40.0,0.442544,18.2711
40.05,0.442519,18.2932
40.1,0.442503,18.3153
40.15,0.442485,18.3374
40.2,0.442457,18.3596
40.25,0.442416,18.3817
40.3,0.442383,18.4038
40.35,0.442324,18.4259
40.4,0.442265,18.448
40.45,0.44225,18.4701
40.5,0.442203,18.4922
40.55,0.44219,18.5144
40.6,0.442173,18.5365
40.65,0.442111,18.5586
40.7,0.442034,18.5807
40.75,0.441955,18.6028
40.8,0.441819,18.6249
40.85,0.441749,18.6469
40.9,0.441688,18.669
40.95,0.44158,18.6911
41.0,0.441553,18.7132
41.05,0.441535,18.7353
41.1,0.441507,18.7573
41.15,0.441469,18.7794
41.2,0.441404,18.8015
41.25,0.441387,18.8236
41.3,0.441336,18.8456
41.35,0.441298,18.8677
41.4,0.441284,18.8897
41.45,0.441244,18.9118
41.5,0.441237,18.9339
41.55,0.441218,18.9559
41.6,0.441269,18.978
41.65,0.441235,19.0001
41.7,0.441188,19.0221
41.75,0.44116,19.0442
41.8,0.441123,19.0662
41.85,0.441066,19.0883
41.9,0.441021,19.1103
41.95,0.440966,19.1324
42.0,0.440933,19.1544
42.05,0.440901,19.1765
42.1,0.440864,19.1985
42.15,0.44082,19.2206
42.2,0.440775,19.2426
42.25,0.440701,19.2646
42.3,0.440718,19.2867
42.35,0.440712,19.3087
42.4,0.440663,19.3307
42.45,0.440645,19.3528
42.5,0.440583,19.3748
42.55,0.440521,19.3968
42.6,0.440469,19.4188
42.65,0.440363,19.4409
42.7,0.440175,19.4629
42.75,0.440143,19.4849
42.8,0.440119,19.5069
42.85,0.440067,19.5289
42.9,0.440049,19.5509
42.95,0.440014,19.5729
43.0,0.440013,19.5949
43.05,0.43999,19.6169
43.1,0.439953,19.6389
43.15,0.439916,19.6609
43.2,0.439868,19.6829
43.25,0.439866,19.7049
43.3,0.439845,19.7269
43.35,0.439819,19.7489
43.4,0.439784,19.7708
43.45,0.439718,19.7928
43.5,0.439676,19.8148
43.55,0.439641,19.8368
43.6,0.439629,19.8588
43.65,0.43958,19.8808
43.7,0.439582,19.9027
43.75,0.439578,19.9247
43.8,0.439532,19.9467
43.85,0.439461,19.9687
43.9,0.439472,19.9906
43.95,0.439457,20.0126
44.0,0.439355,20.0346
44.05,0.439322,20.0565
44.1,0.439309,20.0785
44.15,0.439279,20.1005
44.2,0.439272,20.1224
44.25,0.439235,20.1444
44.3,0.439215,20.1664
44.35,0.439192,20.1883
44.4,0.439185,20.2103
44.45,0.439153,20.2322
44.5,0.439122,20.2542
44.55,0.439064,20.2762
44.6,0.439043,20.2981
44.65,0.439046,20.3201
44.7,0.439087,20.342
44.75,0.439055,20.364
44.8,0.438976,20.3859
44.85,0.438935,20.4079
44.9,0.438924,20.4298
44.95,0.438909,20.4517
45.0,0.438877,20.4737
45.05,0.43886,20.4956
45.1,0.438833,20.5176
45.15,0.438802,20.5395
45.2,0.43877,20.5615
45.25,0.438717,20.5834
45.3,0.438713,20.6053
45.35,0.438665,20.6273
45.4,0.438648,20.6492
45.45,0.438605,20.6711
45.5,0.4386,20.6931
45.55,0.438659,20.715
45.6,0.438652,20.7369
45.65,0.438624,20.7589
45.7,0.438592,20.7808
45.75,0.438548,20.8027
45.8,0.43851,20.8246
45.85,0.438523,20.8466
45.9,0.438551,20.8685
45.95,0.438522,20.8904
46.0,0.438514,20.9123
46.05,0.438484,20.9343
46.1,0.43847,20.9562
46.15,0.438452,20.9781
46.2,0.438435,21.0
46.25,0.4384,21.022
46.3,0.43837,21.0439
46.35,0.438289,21.0658
46.4,0.438252,21.0877
46.45,0.438209,21.1096
46.5,0.438209,21.1315
46.55,0.438175,21.1534
46.6,0.438167,21.1753
46.65,0.438156,21.1972
46.7,0.438169,21.2192
46.75,0.438136,21.2411
46.8,0.438092,21.263
46.85,0.438105,21.2849
46.9,0.438087,21.3068
46.95,0.43806,21.3287
47.0,0.438038,21.3506
47.05,0.437986,21.3725
47.1,0.437954,21.3944
47.15,0.437916,21.4163
47.2,0.437906,21.4382
47.25,0.437863,21.4601
47.3,0.437816,21.4819
47.35,0.437828,21.5038
47.4,0.43773,21.5257
47.45,0.437696,21.5476
47.5,0.437679,21.5695
47.55,0.437657,21.5914
47.6,0.437628,21.6133
47.65,0.437561,21.6351
47.7,0.437545,21.657
47.75,0.437526,21.6789
47.8,0.43751,21.7008
47.85,0.437508,21.7226
47.9,0.437446,21.7445
47.95,0.437424,21.7664
48.0,0.437379,21.7883
48.05,0.437346,21.8101
48.1,0.437303,21.832
48.15,0.437276,21.8539
48.2,0.437237,21.8757
48.25,0.437193,21.8976
48.3,0.43716,21.9194
48.35,0.437133,21.9413
48.4,0.437088,21.9631
48.45,0.437139,21.985
48.5,0.437205,22.0069
48.55,0.437208,22.0287
48.6,0.437166,22.0506
48.65,0.437149,22.0724
48.7,0.437131,22.0943
48.75,0.437083,22.1161
48.8,0.437003,22.138
48.85,0.436949,22.1598
48.9,0.436914,22.1817
48.95,0.436891,22.2035
49.0,0.436862,22.2254
49.05,0.436864,22.2472
49.1,0.43685,22.2691
49.15,0.436807,22.2909
49.2,0.43678,22.3127
49.25,0.436737,22.3346
49.3,0.436729,22.3564
49.35,0.436689,22.3783
49.4,0.436631,22.4001
49.45,0.436534,22.4219
49.5,0.436507,22.4437
49.55,0.4365,22.4656
49.6,0.436458,22.4874
49.65,0.436473,22.5092
49.7,0.436415,22.531
