CC-at Ep-300C,VSTEP1,-1.612,TSTEP1,8000.0,QLIMIT,300000.0
T,Im,Q
16.15,-0.0117723,-0.280826
16.2,-0.0117766,-0.281415
16.25,-0.0117867,-0.282004
16.3,-0.0117873,-0.282594
16.35,-0.011789,-0.283183
16.4,-0.0117987,-0.283773
16.45,-0.0117976,-0.284363
16.5,-0.0118034,-0.284953
16.55,-0.0118048,-0.285543
16.6,-0.011815,-0.286134
16.65,-0.0118194,-0.286725
16.7,-0.0118262,-0.287317
16.75,-0.0118258,-0.287908
16.8,-0.0118308,-0.288499
16.85,-0.0118363,-0.289091
16.9,-0.0118305,-0.289683
16.95,-0.0118421,-0.290275
17.0,-0.0118383,-0.290867
17.05,-0.0118405,-0.291459
17.1,-0.0118427,-0.292051
17.15,-0.0118394,-0.292643
17.2,-0.0118482,-0.293235
17.25,-0.0118426,-0.293827
17.3,-0.0118484,-0.29442
17.35,-0.011851,-0.295012
17.4,-0.0118644,-0.295606
17.45,-0.0118528,-0.296198
17.5,-0.0118498,-0.296791
17.55,-0.0118442,-0.297383
17.6,-0.0118433,-0.297975
17.65,-0.0118442,-0.298567
17.7,-0.0118481,-0.29916
17.75,-0.011845,-0.299752
17.8,-0.0118415,-0.300344
17.85,-0.0118458,-0.300936
17.9,-0.0118483,-0.301529
17.95,-0.0118435,-0.302121
18.0,-0.0118451,-0.302713
18.05,-0.0118463,-0.303305
18.1,-0.0118459,-0.303898
18.15,-0.011837,-0.30449
18.2,-0.01184,-0.305082
18.25,-0.0118303,-0.305673
18.3,-0.0118435,-0.306265
18.35,-0.0118401,-0.306857
18.4,-0.0118378,-0.307449
18.45,-0.0118399,-0.308041
18.5,-0.0118502,-0.308634
18.55,-0.0118358,-0.309225
18.6,-0.0118398,-0.309817
18.65,-0.0118365,-0.310409
18.7,-0.0118514,-0.311002
18.75,-0.0118449,-0.311594
18.8,-0.0118357,-0.312186
18.85,-0.0118274,-0.312777
18.9,-0.0118326,-0.313369
18.95,-0.0118295,-0.31396
19.0,-0.0118291,-0.314552
19.05,-0.0118398,-0.315144
19.1,-0.0118328,-0.315735
19.15,-0.0118349,-0.316327
19.2,-0.0118349,-0.316919
19.25,-0.0118377,-0.317511
19.3,-0.0118304,-0.318102
19.35,-0.0118267,-0.318694
19.4,-0.011823,-0.319285
19.45,-0.011828,-0.319876
19.5,-0.0118338,-0.320468
19.55,-0.011829,-0.321059
19.6,-0.011832,-0.321651
19.65,-0.0118322,-0.322243
19.7,-0.0118338,-0.322834
19.75,-0.0118189,-0.323425
19.8,-0.0118176,-0.324016
19.85,-0.0118225,-0.324607
19.9,-0.0118166,-0.325198
19.95,-0.011808,-0.325788
20.0,-0.011806,-0.326379
20.05,-0.0117971,-0.326969
20.1,-0.0118004,-0.327559
20.15,-0.0117917,-0.328148
20.2,-0.0117961,-0.328738
20.25,-0.0117919,-0.329328
20.3,-0.0117886,-0.329917
20.35,-0.0117882,-0.330506
20.4,-0.0117755,-0.331095
20.45,-0.0117714,-0.331684
20.5,-0.0117751,-0.332273
20.55,-0.0117736,-0.332861
20.6,-0.0117738,-0.33345
20.65,-0.0117707,-0.334038
20.7,-0.0117627,-0.334627
20.75,-0.0117678,-0.335215
20.8,-0.0117733,-0.335804
20.85,-0.0117712,-0.336392
20.9,-0.0117616,-0.33698
20.95,-0.0117666,-0.337569
21.0,-0.0117659,-0.338157
21.05,-0.0117622,-0.338745
21.1,-0.0117582,-0.339333
21.15,-0.0117653,-0.339921
21.2,-0.0117748,-0.34051
21.25,-0.0117695,-0.341098
21.3,-0.0117756,-0.341687
21.35,-0.0117781,-0.342276
21.4,-0.0117841,-0.342865
21.45,-0.0117903,-0.343455
21.5,-0.0117809,-0.344044
21.55,-0.0117603,-0.344632
21.6,-0.0117439,-0.345219
21.65,-0.0117422,-0.345806
21.7,-0.0117572,-0.346394
21.75,-0.0117618,-0.346982
21.8,-0.0117609,-0.34757
21.85,-0.011766,-0.348158
21.9,-0.0117583,-0.348746
21.95,-0.0117623,-0.349335
22.0,-0.0117571,-0.349922
22.05,-0.0117551,-0.35051
22.1,-0.0117613,-0.351098
22.15,-0.0117632,-0.351686
22.2,-0.0117751,-0.352275
22.25,-0.0117726,-0.352864
22.3,-0.0117678,-0.353452
22.35,-0.011766,-0.35404
22.4,-0.0117651,-0.354629
22.45,-0.0117677,-0.355217
22.5,-0.0117654,-0.355805
22.55,-0.0117712,-0.356394
22.6,-0.0117653,-0.356982
22.65,-0.0117639,-0.35757
22.7,-0.0117643,-0.358159
22.75,-0.0117617,-0.358747
22.8,-0.0117581,-0.359335
22.85,-0.0117655,-0.359923
22.9,-0.0117641,-0.360511
22.95,-0.0117714,-0.3611
23.0,-0.0117636,-0.361688
23.05,-0.0117652,-0.362276
23.1,-0.011772,-0.362865
23.15,-0.0117783,-0.363454
23.2,-0.0117807,-0.364043
23.25,-0.0117781,-0.364631
23.3,-0.0117786,-0.36522
23.35,-0.0117855,-0.36581
23.4,-0.0117908,-0.366399
23.45,-0.0117925,-0.366989
23.5,-0.011785,-0.367578
23.55,-0.0117878,-0.368167
23.6,-0.0117947,-0.368757
23.65,-0.0117878,-0.369347
23.7,-0.0117844,-0.369936
23.75,-0.0117932,-0.370526
23.8,-0.0118012,-0.371116
23.85,-0.011803,-0.371706
23.9,-0.0118099,-0.372296
23.95,-0.0118159,-0.372887
24.0,-0.0118134,-0.373478
24.05,-0.011804,-0.374068
24.1,-0.011815,-0.374659
24.15,-0.0118159,-0.375249
24.2,-0.0118226,-0.375841
24.25,-0.0118177,-0.376431
24.3,-0.0118142,-0.377022
24.35,-0.0118189,-0.377613
24.4,-0.0118181,-0.378204
24.45,-0.0118254,-0.378795
24.5,-0.0118305,-0.379387
24.55,-0.0118263,-0.379978
24.6,-0.0118319,-0.38057
24.65,-0.0118398,-0.381162
24.7,-0.0118426,-0.381754
24.75,-0.0118501,-0.382346
24.8,-0.0118436,-0.382939
24.85,-0.0118394,-0.38353
24.9,-0.0118354,-0.384122
24.95,-0.0118412,-0.384714
25.0,-0.0118531,-0.385307
25.05,-0.0118593,-0.3859
25.1,-0.0118573,-0.386493
25.15,-0.0118568,-0.387086
25.2,-0.011858,-0.387679
25.25,-0.0118626,-0.388272
25.3,-0.0118643,-0.388865
25.35,-0.0118688,-0.389458
25.4,-0.0118738,-0.390052
25.45,-0.0118808,-0.390646
25.5,-0.0118861,-0.39124
25.55,-0.0118902,-0.391835
25.6,-0.011891,-0.392429
25.65,-0.0118872,-0.393024
25.7,-0.0118808,-0.393618
25.75,-0.0118948,-0.394213
25.8,-0.0119004,-0.394808
25.85,-0.0118995,-0.395403
25.9,-0.0118855,-0.395997
25.95,-0.0118988,-0.396592
26.0,-0.0118997,-0.397187
26.05,-0.0118914,-0.397781
26.1,-0.0118826,-0.398375
26.15,-0.0118863,-0.39897
26.2,-0.0118898,-0.399564
26.25,-0.0119017,-0.400159
26.3,-0.0119048,-0.400755
26.35,-0.011902,-0.40135
26.4,-0.0119156,-0.401945
26.45,-0.0119114,-0.402541
26.5,-0.0119307,-0.403138
26.55,-0.0120608,-0.403741
26.6,-0.0119801,-0.40434
26.65,-0.0119881,-0.404939
26.7,-0.0120567,-0.405542
26.75,-0.0120718,-0.406145
26.8,-0.0120859,-0.40675
26.85,-0.0121068,-0.407355
26.9,-0.0121145,-0.407961
26.95,-0.0120903,-0.408565
27.0,-0.0120924,-0.40917
27.05,-0.0121056,-0.409775
27.1,-0.01213,-0.410382
27.15,-0.0121422,-0.410989
27.2,-0.0121498,-0.411596
27.25,-0.0121545,-0.412204
27.3,-0.0121703,-0.412813
27.35,-0.0121839,-0.413422
27.4,-0.0121924,-0.414031
27.45,-0.0121964,-0.414641
27.5,-0.012203,-0.415251
27.55,-0.0122142,-0.415862
27.6,-0.0122217,-0.416473
27.65,-0.0122274,-0.417084
27.7,-0.0122378,-0.417696
27.75,-0.0122285,-0.418308
27.8,-0.0122419,-0.41892
27.85,-0.0122401,-0.419532
27.9,-0.0122342,-0.420144
27.95,-0.0122404,-0.420756
28.0,-0.0122337,-0.421367
28.05,-0.0122406,-0.421979
28.1,-0.0122499,-0.422592
28.15,-0.012259,-0.423205
28.2,-0.0122536,-0.423817
28.25,-0.0122499,-0.42443
28.3,-0.0122557,-0.425043
28.35,-0.0122754,-0.425656
28.4,-0.0122966,-0.426271
28.45,-0.0123061,-0.426887
28.5,-0.0123113,-0.427502
28.55,-0.0123146,-0.428118
28.6,-0.0123171,-0.428734
28.65,-0.0123209,-0.42935
28.7,-0.0123134,-0.429965
28.75,-0.012323,-0.430582
28.8,-0.0123324,-0.431198
28.85,-0.0123433,-0.431815
28.9,-0.0123474,-0.432433
28.95,-0.0123553,-0.433051
29.0,-0.0123467,-0.433668
29.05,-0.0123537,-0.434286
29.1,-0.0123525,-0.434903
29.15,-0.0123639,-0.435521
29.2,-0.0123682,-0.43614
29.25,-0.0123706,-0.436758
29.3,-0.0123721,-0.437377
29.35,-0.0123753,-0.437996
29.4,-0.0123771,-0.438615
29.45,-0.0123771,-0.439233
29.5,-0.0123897,-0.439853
29.55,-0.0123837,-0.440472
29.6,-0.0123866,-0.441091
29.65,-0.0123998,-0.441711
29.7,-0.0123561,-0.442329
29.75,-0.0123491,-0.442947
29.8,-0.0123485,-0.443564
29.85,-0.0123368,-0.444181
29.9,-0.0122449,-0.444793
29.95,-0.0121066,-0.445399
30.0,-0.0121116,-0.446004
30.05,-0.0121146,-0.44661
30.1,-0.0121117,-0.447215
30.15,-0.0121167,-0.447821
30.2,-0.0121216,-0.448427
30.25,-0.0121264,-0.449034
30.3,-0.0121196,-0.44964
30.35,-0.0121127,-0.450245
30.4,-0.0121183,-0.450851
30.45,-0.0121247,-0.451457
30.5,-0.0121253,-0.452064
30.55,-0.0121303,-0.45267
30.6,-0.0121257,-0.453276
30.65,-0.0121255,-0.453883
30.7,-0.0121362,-0.45449
30.75,-0.0121361,-0.455096
30.8,-0.0121456,-0.455704
30.85,-0.0121544,-0.456311
30.9,-0.0121568,-0.456919
30.95,-0.0121618,-0.457527
31.0,-0.0121681,-0.458136
31.05,-0.012178,-0.458745
31.1,-0.0121828,-0.459354
31.15,-0.0121791,-0.459963
31.2,-0.0121925,-0.460572
31.25,-0.0121862,-0.461182
31.3,-0.0122027,-0.461792
31.35,-0.0122017,-0.462402
31.4,-0.0122077,-0.463012
31.45,-0.0122104,-0.463623
31.5,-0.0122287,-0.464234
31.55,-0.0122444,-0.464846
31.6,-0.0122484,-0.465459
31.65,-0.0122518,-0.466071
31.7,-0.0122585,-0.466684
31.75,-0.0122655,-0.467298
31.8,-0.0122776,-0.467912
31.85,-0.0122841,-0.468526
31.9,-0.0122986,-0.469141
31.95,-0.012302,-0.469756
32.0,-0.0123278,-0.470372
32.05,-0.0123312,-0.470989
32.1,-0.0123318,-0.471605
32.15,-0.0123328,-0.472222
32.2,-0.0123396,-0.472839
32.25,-0.0123509,-0.473456
32.3,-0.0123652,-0.474075
32.35,-0.0123667,-0.474693
32.4,-0.0123704,-0.475312
32.45,-0.0123864,-0.475931
32.5,-0.0123913,-0.47655
32.55,-0.0123892,-0.47717
32.6,-0.0124009,-0.47779
32.65,-0.0124017,-0.47841
32.7,-0.0123918,-0.47903
32.75,-0.0124013,-0.47965
32.8,-0.0124014,-0.48027
32.85,-0.0124174,-0.480891
32.9,-0.0124256,-0.481512
32.95,-0.0124265,-0.482133
33.0,-0.0124342,-0.482755
33.05,-0.012429,-0.483376
33.1,-0.01243,-0.483998
33.15,-0.012431,-0.484619
33.2,-0.0124261,-0.485241
33.25,-0.012424,-0.485862
33.3,-0.0124219,-0.486483
33.35,-0.0124345,-0.487105
33.4,-0.0124435,-0.487727
33.45,-0.0124449,-0.488349
33.5,-0.0124529,-0.488972
33.55,-0.0124512,-0.489594
33.6,-0.0124492,-0.490217
33.65,-0.0124439,-0.490839
33.7,-0.0124383,-0.491461
33.75,-0.0124413,-0.492083
33.8,-0.0124528,-0.492706
33.85,-0.0125,-0.493331
33.9,-0.0125246,-0.493957
33.95,-0.01246,-0.49458
34.0,-0.0124705,-0.495203
34.05,-0.0124514,-0.495826
34.1,-0.0124541,-0.496449
34.15,-0.0124548,-0.497071
34.2,-0.0124628,-0.497695
34.25,-0.0124674,-0.498318
34.3,-0.0124664,-0.498941
34.35,-0.0124659,-0.499565
34.4,-0.0124631,-0.500188
34.45,-0.0124713,-0.500811
34.5,-0.012475,-0.501435
34.55,-0.0124719,-0.502059
34.6,-0.0124824,-0.502683
34.65,-0.0124886,-0.503307
34.7,-0.0124943,-0.503932
34.75,-0.0124898,-0.504556
34.8,-0.012493,-0.505181
34.85,-0.0125006,-0.505806
34.9,-0.0125143,-0.506432
34.95,-0.0125183,-0.507058
35.0,-0.0125214,-0.507684
35.05,-0.0125239,-0.50831
35.1,-0.0125309,-0.508937
35.15,-0.0125361,-0.509563
35.2,-0.0125328,-0.51019
35.25,-0.0125469,-0.510817
35.3,-0.0125578,-0.511445
35.35,-0.0125663,-0.512074
35.4,-0.0125627,-0.512702
35.45,-0.0125676,-0.51333
35.5,-0.0125698,-0.513959
35.55,-0.0125795,-0.514587
35.6,-0.0125835,-0.515217
35.65,-0.0125813,-0.515846
35.7,-0.0125889,-0.516475
35.75,-0.0125922,-0.517105
35.8,-0.012589,-0.517734
35.85,-0.0126063,-0.518365
35.9,-0.0126135,-0.518995
35.95,-0.0126178,-0.519626
36.0,-0.0126156,-0.520257
36.05,-0.0126157,-0.520888
36.1,-0.0126202,-0.521519
36.15,-0.0126198,-0.52215
36.2,-0.0126244,-0.522781
36.25,-0.0126374,-0.523413
36.3,-0.0126425,-0.524045
36.35,-0.0126586,-0.524678
36.4,-0.0126651,-0.525311
36.45,-0.012653,-0.525944
36.5,-0.0126709,-0.526577
36.55,-0.0126747,-0.527211
36.6,-0.012674,-0.527845
36.65,-0.012688,-0.528479
36.7,-0.0126808,-0.529113
36.75,-0.0126969,-0.529748
36.8,-0.012697,-0.530383
36.85,-0.0128677,-0.531026
36.9,-0.0132701,-0.53169
36.95,-0.0132728,-0.532353
37.0,-0.0132668,-0.533017
37.05,-0.01325,-0.533679
37.1,-0.0132453,-0.534341
37.15,-0.0132479,-0.535004
37.2,-0.0132245,-0.535665
37.25,-0.0132214,-0.536326
37.3,-0.0132259,-0.536987
37.35,-0.0132103,-0.537648
37.4,-0.0132318,-0.53831
37.45,-0.0132303,-0.538971
37.5,-0.013209,-0.539632
37.55,-0.0132107,-0.540292
37.6,-0.0132202,-0.540953
37.65,-0.0132343,-0.541615
37.7,-0.0132469,-0.542277
37.75,-0.0132461,-0.542939
37.8,-0.0132469,-0.543602
37.85,-0.0132579,-0.544265
37.9,-0.013246,-0.544927
37.95,-0.0132669,-0.54559
38.0,-0.0132696,-0.546254
38.05,-0.0132774,-0.546918
38.1,-0.0132692,-0.547581
38.15,-0.0132615,-0.548244
38.2,-0.0129085,-0.54889
38.25,-0.0128124,-0.54953
38.3,-0.0128073,-0.550171
38.35,-0.0128088,-0.550811
38.4,-0.0128118,-0.551452
38.45,-0.0128202,-0.552093
38.5,-0.0129195,-0.552739
38.55,-0.0128388,-0.553381
38.6,-0.0128265,-0.554022
38.65,-0.0128195,-0.554663
38.7,-0.0129662,-0.555311
38.75,-0.0129083,-0.555957
38.8,-0.0128578,-0.556599
38.85,-0.0129476,-0.557247
38.9,-0.0129868,-0.557896
38.95,-0.0129599,-0.558544
39.0,-0.0129903,-0.559194
39.05,-0.012828,-0.559835
39.1,-0.0128008,-0.560475
39.15,-0.0128042,-0.561115
39.2,-0.01283,-0.561757
39.25,-0.0128304,-0.562398
39.3,-0.0128313,-0.56304
39.35,-0.0128329,-0.563682
39.4,-0.0128819,-0.564326
39.45,-0.0129463,-0.564973
39.5,-0.0128293,-0.565614
39.55,-0.0128982,-0.566259
39.6,-0.0129349,-0.566906
39.65,-0.0129778,-0.567555
39.7,-0.012934,-0.568202
39.75,-0.0128502,-0.568844
39.8,-0.0128607,-0.569487
39.85,-0.0128469,-0.57013
39.9,-0.012838,-0.570772
39.95,-0.0128468,-0.571414
40.0,-0.0128522,-0.572056
40.05,-0.0128432,-0.572699
40.1,-0.012852,-0.573341
40.15,-0.0128422,-0.573983
40.2,-0.0128407,-0.574625
40.25,-0.0130723,-0.575279
40.3,-0.0128622,-0.575922
40.35,-0.0128508,-0.576565
40.4,-0.0128368,-0.577206
40.45,-0.012839,-0.577848
40.5,-0.0131916,-0.578508
