CC-at Ep-180C,VSTEP1,-1.612,TSTEP1,8000.0,QLIMIT,180000.0
T,Im,Q
13.15,-0.0110854,-0.234828
13.2,-0.0110767,-0.235382
13.25,-0.0110711,-0.235936
13.3,-0.0110734,-0.236489
13.35,-0.0110584,-0.237042
13.4,-0.0110636,-0.237595
13.45,-0.0110572,-0.238148
13.5,-0.0110463,-0.2387
13.55,-0.0110491,-0.239253
13.6,-0.0110479,-0.239805
13.65,-0.0110352,-0.240357
13.7,-0.0110303,-0.240909
13.75,-0.0110287,-0.24146
13.8,-0.0110233,-0.242011
13.85,-0.0110151,-0.242562
13.9,-0.0110128,-0.243113
13.95,-0.0110062,-0.243663
14.0,-0.0110026,-0.244213
14.05,-0.0110036,-0.244763
14.1,-0.0110081,-0.245314
14.15,-0.0109886,-0.245863
14.2,-0.0109866,-0.246412
14.25,-0.0109951,-0.246962
14.3,-0.0109836,-0.247511
14.35,-0.0109743,-0.24806
14.4,-0.010972,-0.248609
14.45,-0.0109621,-0.249157
14.5,-0.0109588,-0.249705
14.55,-0.0109568,-0.250252
14.6,-0.0109466,-0.2508
14.65,-0.0109433,-0.251347
14.7,-0.0109407,-0.251894
14.75,-0.010941,-0.252441
14.8,-0.0109414,-0.252988
14.85,-0.0109438,-0.253535
14.9,-0.0109372,-0.254082
14.95,-0.0109371,-0.254629
15.0,-0.010934,-0.255176
15.05,-0.0109355,-0.255723
15.1,-0.0109249,-0.256269
15.15,-0.0109296,-0.256815
15.2,-0.0109279,-0.257362
15.25,-0.0109239,-0.257908
15.3,-0.0109216,-0.258454
15.35,-0.0109172,-0.259
15.4,-0.010924,-0.259546
15.45,-0.0109205,-0.260092
15.5,-0.0109129,-0.260638
15.55,-0.0109022,-0.261183
15.6,-0.0109013,-0.261728
15.65,-0.0109007,-0.262273
15.7,-0.0108802,-0.262817
15.75,-0.0108796,-0.263361
15.8,-0.0108778,-0.263905
15.85,-0.010869,-0.264448
15.9,-0.0108719,-0.264992
15.95,-0.0108695,-0.265535
16.0,-0.0108573,-0.266078
16.05,-0.0108491,-0.266621
16.1,-0.0108519,-0.267163
16.15,-0.0108486,-0.267706
16.2,-0.0108437,-0.268248
16.25,-0.0108313,-0.268789
16.3,-0.010831,-0.269331
16.35,-0.0108285,-0.269872
16.4,-0.0108191,-0.270413
16.45,-0.0108193,-0.270954
16.5,-0.0108087,-0.271495
16.55,-0.0108076,-0.272035
16.6,-0.0107937,-0.272575
16.65,-0.0107893,-0.273114
16.7,-0.0107846,-0.273653
16.75,-0.0107847,-0.274193
16.8,-0.0107802,-0.274732
16.85,-0.0107728,-0.27527
16.9,-0.0107689,-0.275809
16.95,-0.0107621,-0.276347
17.0,-0.0107598,-0.276885
17.05,-0.0107579,-0.277423
17.1,-0.0107456,-0.27796
17.15,-0.01075,-0.278498
17.2,-0.0107439,-0.279035
17.25,-0.010749,-0.279572
17.3,-0.0107532,-0.28011
17.35,-0.0107496,-0.280647
17.4,-0.0107316,-0.281184
17.45,-0.0107287,-0.28172
17.5,-0.0107249,-0.282257
17.55,-0.0107181,-0.282793
17.6,-0.0107272,-0.283329
17.65,-0.0107176,-0.283865
17.7,-0.0107273,-0.284401
17.75,-0.0107111,-0.284937
17.8,-0.010701,-0.285472
17.85,-0.0106976,-0.286007
17.9,-0.0106929,-0.286541
17.95,-0.0106929,-0.287076
18.0,-0.010705,-0.287611
18.05,-0.0107036,-0.288146
18.1,-0.0107095,-0.288682
18.15,-0.0106983,-0.289217
18.2,-0.0106888,-0.289751
18.25,-0.0106832,-0.290285
18.3,-0.0106749,-0.290819
18.35,-0.0106732,-0.291353
18.4,-0.0106803,-0.291887
18.45,-0.0106839,-0.292421
18.5,-0.0106837,-0.292955
18.55,-0.0106736,-0.293489
18.6,-0.0106684,-0.294022
18.65,-0.0106723,-0.294556
18.7,-0.0106716,-0.295089
18.75,-0.0106809,-0.295623
18.8,-0.0106761,-0.296157
18.85,-0.0106724,-0.296691
18.9,-0.0106656,-0.297224
18.95,-0.0106673,-0.297758
19.0,-0.0106598,-0.29829
19.05,-0.0106546,-0.298823
19.1,-0.0106419,-0.299355
19.15,-0.0106549,-0.299888
19.2,-0.0106526,-0.300421
19.25,-0.0106439,-0.300953
19.3,-0.0106452,-0.301485
19.35,-0.0106442,-0.302017
19.4,-0.0106416,-0.302549
19.45,-0.0106484,-0.303082
19.5,-0.0106443,-0.303614
19.55,-0.0106473,-0.304146
19.6,-0.0106423,-0.304679
19.65,-0.0106324,-0.30521
19.7,-0.0106277,-0.305742
19.75,-0.0106312,-0.306273
19.8,-0.0106269,-0.306804
19.85,-0.0106244,-0.307336
19.9,-0.0106287,-0.307867
19.95,-0.0106245,-0.308398
20.0,-0.0106149,-0.308929
20.05,-0.0106121,-0.30946
20.1,-0.0106206,-0.309991
20.15,-0.0106198,-0.310522
20.2,-0.0106118,-0.311052
20.25,-0.0106164,-0.311583
20.3,-0.0106056,-0.312113
20.35,-0.0106191,-0.312644
20.4,-0.0106188,-0.313175
20.45,-0.0106147,-0.313706
20.5,-0.0106198,-0.314237
20.55,-0.0106154,-0.314768
20.6,-0.0106114,-0.315298
20.65,-0.0106102,-0.315829
20.7,-0.0106075,-0.316359
20.75,-0.010599,-0.316889
20.8,-0.0105935,-0.317419
20.85,-0.0105933,-0.317949
20.9,-0.0105898,-0.318478
20.95,-0.0105824,-0.319007
21.0,-0.0105866,-0.319536
21.05,-0.0105803,-0.320065
21.1,-0.0105736,-0.320594
21.15,-0.010569,-0.321123
21.2,-0.0105672,-0.321651
21.25,-0.0105763,-0.32218
21.3,-0.0105726,-0.322708
21.35,-0.0105642,-0.323237
21.4,-0.0105608,-0.323765
21.45,-0.0105551,-0.324292
21.5,-0.0105526,-0.32482
21.55,-0.0105508,-0.325348
21.6,-0.0105533,-0.325875
21.65,-0.0105566,-0.326403
21.7,-0.010558,-0.326931
21.75,-0.0105592,-0.327459
21.8,-0.0105615,-0.327987
21.85,-0.0105547,-0.328515
21.9,-0.0105595,-0.329043
21.95,-0.0105574,-0.329571
22.0,-0.0105498,-0.330098
22.05,-0.0105467,-0.330625
22.1,-0.0105488,-0.331153
22.15,-0.0105463,-0.33168
22.2,-0.0105461,-0.332208
22.25,-0.0105408,-0.332735
22.3,-0.0105385,-0.333261
22.35,-0.0105427,-0.333789
22.4,-0.0105355,-0.334315
22.45,-0.0105386,-0.334842
22.5,-0.0105393,-0.335369
22.55,-0.0105366,-0.335896
22.6,-0.0105441,-0.336423
22.65,-0.0105377,-0.33695
22.7,-0.01054,-0.337477
22.75,-0.0105333,-0.338004
22.8,-0.0105351,-0.338531
22.85,-0.0105375,-0.339057
22.9,-0.0105278,-0.339584
22.95,-0.0105324,-0.34011
23.0,-0.0105298,-0.340637
23.05,-0.010528,-0.341163
23.1,-0.0105253,-0.34169
23.15,-0.0105277,-0.342216
23.2,-0.0105185,-0.342742
23.25,-0.0105237,-0.343268
23.3,-0.0105293,-0.343795
23.35,-0.0105232,-0.344321
23.4,-0.0105196,-0.344847
23.45,-0.0105277,-0.345373
23.5,-0.0105241,-0.345899
23.55,-0.0105212,-0.346425
23.6,-0.0105255,-0.346952
23.65,-0.0105248,-0.347478
23.7,-0.010526,-0.348004
23.75,-0.0105258,-0.348531
23.8,-0.0105151,-0.349056
23.85,-0.0105061,-0.349582
23.9,-0.0105067,-0.350107
23.95,-0.0105122,-0.350633
24.0,-0.0105223,-0.351159
24.05,-0.010519,-0.351685
24.1,-0.0105077,-0.35221
24.15,-0.010502,-0.352735
24.2,-0.0104932,-0.35326
24.25,-0.0104938,-0.353784
24.3,-0.010497,-0.354309
24.35,-0.0105043,-0.354834
24.4,-0.0104969,-0.355359
24.45,-0.010492,-0.355884
24.5,-0.0104873,-0.356408
24.55,-0.0104981,-0.356933
24.6,-0.0104857,-0.357457
24.65,-0.0104861,-0.357982
24.7,-0.0104843,-0.358506
24.75,-0.0104845,-0.35903
24.8,-0.010484,-0.359554
24.85,-0.0104825,-0.360079
24.9,-0.0104685,-0.360602
24.95,-0.0104837,-0.361126
25.0,-0.0104777,-0.36165
25.05,-0.0104833,-0.362174
25.1,-0.0104858,-0.362698
25.15,-0.0104837,-0.363223
25.2,-0.010483,-0.363747
25.25,-0.0104807,-0.364271
25.3,-0.010472,-0.364794
25.35,-0.0104729,-0.365318
25.4,-0.0104694,-0.365842
25.45,-0.0104662,-0.366365
25.5,-0.0104681,-0.366888
25.55,-0.0104716,-0.367412
25.6,-0.010473,-0.367936
25.65,-0.0104772,-0.368459
25.7,-0.0104714,-0.368983
25.75,-0.0104809,-0.369507
25.8,-0.0104683,-0.37003
25.85,-0.010467,-0.370554
25.9,-0.0104683,-0.371077
25.95,-0.0104631,-0.3716
26.0,-0.0104686,-0.372124
26.05,-0.0104735,-0.372647
26.1,-0.0104769,-0.373171
26.15,-0.0104692,-0.373695
26.2,-0.0104637,-0.374218
26.25,-0.0104694,-0.374741
26.3,-0.0104637,-0.375265
26.35,-0.0104634,-0.375788
26.4,-0.0104624,-0.376311
26.45,-0.0104654,-0.376834
26.5,-0.0104667,-0.377358
26.55,-0.0104659,-0.377881
26.6,-0.0104699,-0.378404
26.65,-0.0104616,-0.378927
26.7,-0.0104527,-0.37945
26.75,-0.0104564,-0.379973
26.8,-0.0104623,-0.380496
26.85,-0.0104564,-0.381019
26.9,-0.0104666,-0.381542
26.95,-0.0104572,-0.382065
27.0,-0.0104522,-0.382588
27.05,-0.0104482,-0.38311
27.1,-0.010456,-0.383633
27.15,-0.0104578,-0.384156
27.2,-0.0104575,-0.384679
27.25,-0.0104609,-0.385202
27.3,-0.0104565,-0.385724
27.35,-0.010448,-0.386247
27.4,-0.0104507,-0.386769
27.45,-0.0104502,-0.387292
27.5,-0.0104544,-0.387815
27.55,-0.0104588,-0.388338
27.6,-0.0104601,-0.388861
27.65,-0.0104619,-0.389384
27.7,-0.0104636,-0.389907
27.75,-0.0104578,-0.39043
27.8,-0.0104514,-0.390952
27.85,-0.010448,-0.391475
27.9,-0.0104457,-0.391997
27.95,-0.0104407,-0.392519
28.0,-0.0104395,-0.393041
28.05,-0.0104369,-0.393563
28.1,-0.0104405,-0.394085
28.15,-0.0104477,-0.394607
28.2,-0.0104449,-0.395129
28.25,-0.0104479,-0.395652
28.3,-0.0104498,-0.396174
28.35,-0.0104446,-0.396697
28.4,-0.0104356,-0.397218
28.45,-0.010445,-0.397741
28.5,-0.0104368,-0.398262
28.55,-0.0104325,-0.398784
28.6,-0.0104391,-0.399306
28.65,-0.0104423,-0.399828
28.7,-0.0104348,-0.40035
28.75,-0.0104268,-0.400871
28.8,-0.0104224,-0.401392
28.85,-0.0104295,-0.401914
28.9,-0.0104295,-0.402435
28.95,-0.0104314,-0.402957
29.0,-0.0104295,-0.403478
29.05,-0.0104273,-0.404
29.1,-0.0104258,-0.404521
29.15,-0.0104296,-0.405042
29.2,-0.0104283,-0.405564
29.25,-0.01042,-0.406085
29.3,-0.0104311,-0.406606
29.35,-0.010419,-0.407127
29.4,-0.0104181,-0.407648
29.45,-0.0104313,-0.40817
29.5,-0.0104257,-0.408691
29.55,-0.0104229,-0.409212
29.6,-0.0104322,-0.409734
29.65,-0.0104233,-0.410255
29.7,-0.0104306,-0.410777
29.75,-0.0104123,-0.411297
29.8,-0.0104224,-0.411818
29.85,-0.0104204,-0.412339
29.9,-0.0104205,-0.41286
29.95,-0.0104208,-0.413381
30.0,-0.0104212,-0.413902
30.05,-0.010419,-0.414423
30.1,-0.0104169,-0.414944
30.15,-0.0104184,-0.415465
30.2,-0.0104233,-0.415986
30.25,-0.0104311,-0.416508
30.3,-0.0104264,-0.417029
30.35,-0.0104283,-0.417551
30.4,-0.0104188,-0.418072
30.45,-0.0104177,-0.418592
30.5,-0.010425,-0.419114
30.55,-0.0104221,-0.419635
30.6,-0.0104233,-0.420156
30.65,-0.0104295,-0.420677
30.7,-0.010427,-0.421199
30.75,-0.0104253,-0.42172
30.8,-0.0104205,-0.422241
30.85,-0.0104263,-0.422762
30.9,-0.0104282,-0.423284
30.95,-0.010429,-0.423805
31.0,-0.0104262,-0.424327
31.05,-0.010425,-0.424848
31.1,-0.0104243,-0.425369
31.15,-0.010422,-0.42589
31.2,-0.0104183,-0.426411
31.25,-0.0104167,-0.426932
31.3,-0.0104202,-0.427453
31.35,-0.0104217,-0.427974
31.4,-0.0104166,-0.428495
31.45,-0.0104287,-0.429016
31.5,-0.0104201,-0.429537
31.55,-0.010417,-0.430058
31.6,-0.0104227,-0.430579
31.65,-0.0104242,-0.4311
31.7,-0.0104321,-0.431622
31.75,-0.0104332,-0.432144
31.8,-0.0104206,-0.432665
31.85,-0.0104314,-0.433186
31.9,-0.0104286,-0.433708
31.95,-0.0104254,-0.434229
32.0,-0.0104334,-0.434751
32.05,-0.0104404,-0.435273
32.1,-0.0104386,-0.435795
32.15,-0.0104405,-0.436317
32.2,-0.0104365,-0.436839
32.25,-0.0104305,-0.43736
32.3,-0.0104346,-0.437882
32.35,-0.0104406,-0.438404
32.4,-0.0104337,-0.438925
32.45,-0.0104474,-0.439448
32.5,-0.0104488,-0.43997
32.55,-0.0104401,-0.440492
32.6,-0.0104391,-0.441014
32.65,-0.0104387,-0.441536
32.7,-0.0104449,-0.442058
32.75,-0.0104365,-0.44258
32.8,-0.0104329,-0.443102
32.85,-0.0104359,-0.443624
32.9,-0.0104353,-0.444145
32.95,-0.0104357,-0.444667
33.0,-0.0104368,-0.445189
33.05,-0.0104476,-0.445711
33.1,-0.0104427,-0.446234
33.15,-0.0104459,-0.446756
33.2,-0.0104472,-0.447278
33.25,-0.0104434,-0.4478
33.3,-0.0104443,-0.448323
33.35,-0.0104419,-0.448845
33.4,-0.0104386,-0.449367
33.45,-0.0104389,-0.449889
33.5,-0.0104418,-0.450411
33.55,-0.010439,-0.450933
33.6,-0.0104343,-0.451454
33.65,-0.0104336,-0.451976
33.7,-0.0104426,-0.452498
33.75,-0.0104404,-0.45302
33.8,-0.0104515,-0.453543
33.85,-0.0104463,-0.454065
33.9,-0.0104381,-0.454587
33.95,-0.0104396,-0.455109
34.0,-0.0104457,-0.455631
34.05,-0.0104433,-0.456153
34.1,-0.0104434,-0.456676
34.15,-0.010439,-0.457198
34.2,-0.0104447,-0.45772
34.25,-0.0104329,-0.458241
34.3,-0.0104398,-0.458763
34.35,-0.010437,-0.459285
34.4,-0.0104472,-0.459808
34.45,-0.010444,-0.46033
34.5,-0.0104386,-0.460852
34.55,-0.0104351,-0.461374
34.6,-0.0104325,-0.461895
34.65,-0.0104352,-0.462417
34.7,-0.0104344,-0.462939
34.75,-0.0104297,-0.46346
34.8,-0.0104203,-0.463981
34.85,-0.0104266,-0.464502
34.9,-0.0104266,-0.465024
34.95,-0.0104249,-0.465545
35.0,-0.0104307,-0.466067
35.05,-0.0104264,-0.466588
35.1,-0.0104278,-0.467109
35.15,-0.0104313,-0.467631
35.2,-0.0104346,-0.468153
35.25,-0.0104434,-0.468675
35.3,-0.0104366,-0.469197
35.35,-0.0104377,-0.469718
35.4,-0.0104339,-0.47024
35.45,-0.0104311,-0.470762
35.5,-0.0104415,-0.471284
35.55,-0.0104377,-0.471806
35.6,-0.0104371,-0.472328
35.65,-0.0104223,-0.472849
35.7,-0.0104374,-0.47337
35.75,-0.0104383,-0.473892
35.8,-0.0104388,-0.474414
35.85,-0.01044,-0.474936
35.9,-0.010444,-0.475459
35.95,-0.0104423,-0.475981
36.0,-0.0104471,-0.476503
36.05,-0.0104514,-0.477026
36.1,-0.010455,-0.477548
36.15,-0.0104547,-0.478071
36.2,-0.0104563,-0.478594
36.25,-0.0104429,-0.479116
36.3,-0.0104425,-0.479638
36.35,-0.0104483,-0.480161
36.4,-0.0104454,-0.480683
36.45,-0.0104501,-0.481205
36.5,-0.01044,-0.481727
36.55,-0.0104431,-0.482249
36.6,-0.0104487,-0.482772
36.65,-0.0104483,-0.483294
36.7,-0.0104562,-0.483817
36.75,-0.0104658,-0.48434
36.8,-0.0104517,-0.484863
36.85,-0.0104476,-0.485385
36.9,-0.0104478,-0.485908
36.95,-0.0104429,-0.48643
37.0,-0.0104439,-0.486952
37.05,-0.0104559,-0.487475
37.1,-0.0104583,-0.487998
37.15,-0.0104663,-0.488521
37.2,-0.010461,-0.489044
37.25,-0.0104562,-0.489567
37.3,-0.0104545,-0.49009
37.35,-0.0104535,-0.490612
37.4,-0.0104566,-0.491135
37.45,-0.0104558,-0.491658
37.5,-0.0104531,-0.492181
37.55,-0.0104528,-0.492703
37.6,-0.0104529,-0.493226
37.65,-0.0104592,-0.493749
37.7,-0.0104569,-0.494272
37.75,-0.0104578,-0.494795
37.8,-0.0104513,-0.495317
37.85,-0.0104478,-0.49584
37.9,-0.0104456,-0.496362
37.95,-0.0104541,-0.496885
38.0,-0.0104517,-0.497407
38.05,-0.0104579,-0.49793
38.1,-0.0104546,-0.498453
38.15,-0.0104565,-0.498976
38.2,-0.0104648,-0.499499
38.25,-0.0104549,-0.500022
38.3,-0.0104568,-0.500544
38.35,-0.0104542,-0.501067
38.4,-0.0104564,-0.50159
38.45,-0.010461,-0.502113
38.5,-0.0104637,-0.502636
38.55,-0.0104601,-0.503159
38.6,-0.0104683,-0.503683
38.65,-0.0104587,-0.504206
38.7,-0.0104616,-0.504729
38.75,-0.0104563,-0.505252
38.8,-0.0104443,-0.505774
38.85,-0.010463,-0.506297
38.9,-0.010462,-0.50682
38.95,-0.0104612,-0.507343
39.0,-0.0104595,-0.507866
39.05,-0.0104638,-0.508389
39.1,-0.0104707,-0.508913
39.15,-0.0104751,-0.509436
39.2,-0.0104656,-0.50996
39.25,-0.0104659,-0.510483
39.3,-0.0104709,-0.511007
39.35,-0.0104729,-0.51153
39.4,-0.0104746,-0.512054
39.45,-0.0104814,-0.512578
39.5,-0.0104908,-0.513103
39.55,-0.0104932,-0.513627
39.6,-0.010485,-0.514152
39.65,-0.0104848,-0.514676
39.7,-0.0104701,-0.515199
39.75,-0.0104781,-0.515723
39.8,-0.0104732,-0.516247
39.85,-0.0104787,-0.516771
39.9,-0.0104936,-0.517295
39.95,-0.0104953,-0.51782
40.0,-0.0104903,-0.518345
40.05,-0.010483,-0.518869
40.1,-0.010482,-0.519393
40.15,-0.0104944,-0.519918
40.2,-0.0104884,-0.520442
40.25,-0.0104857,-0.520966
40.3,-0.0105024,-0.521492
40.35,-0.0104859,-0.522016
40.4,-0.0104917,-0.52254
40.45,-0.0104946,-0.523065
