1500 mVs,SCAN RATE,1500.0
0.418667,-1.26851,-0.00400183
0.42,-1.27047,-0.00388928
0.421333,-1.27242,-0.0039268
0.422667,-1.27452,-0.00397057
0.424,-1.2765,-0.00399558
0.425333,-1.27835,-0.00400183
0.426667,-1.28039,-0.00403935
0.428,-1.28257,-0.00407061
0.429333,-1.2843,-0.00405811
0.430667,-1.28651,-0.00413314
0.432,-1.28861,-0.00412064
0.433333,-1.29057,-0.00417691
0.434667,-1.29225,-0.00416441
0.436,-1.29443,-0.00425195
0.437333,-1.29657,-0.00417066
0.438667,-1.29846,-0.00422068
0.44,-1.30036,-0.00423944
0.441333,-1.30249,-0.00423319
0.442667,-1.30451,-0.00422694
0.444,-1.30654,-0.00437075
0.445333,-1.30832,-0.00432698
0.446667,-1.31061,-0.00435825
0.448,-1.3125,-0.00435199
0.449333,-1.31456,-0.00440827
0.450667,-1.31644,-0.00442077
0.452,-1.31851,-0.00445204
0.453333,-1.32039,-0.00451457
0.454667,-1.32243,-0.00449581
0.456,-1.32452,-0.00463962
0.457333,-1.3265,-0.00462087
0.458667,-1.3284,-0.00465838
0.46,-1.33054,-0.00460211
0.461333,-1.33255,-0.00462712
0.462667,-1.33452,-0.00472716
0.464,-1.33643,-0.00468339
0.465333,-1.33851,-0.00472716
0.466667,-1.34035,-0.00477719
0.468,-1.34249,-0.00475218
0.469333,-1.34445,-0.00480845
0.470667,-1.34653,-0.00474592
0.472,-1.34844,-0.00482721
0.473333,-1.3504,-0.00484597
0.474667,-1.35251,-0.00488974
0.476,-1.3545,-0.00494602
0.477333,-1.35637,-0.00500229
0.478667,-1.35841,-0.00499604
0.48,-1.36069,-0.00507733
0.481333,-1.36251,-0.00512735
0.482667,-1.36429,-0.00511484
0.484,-1.36646,-0.00516487
0.485333,-1.36877,-0.00515861
0.486667,-1.37042,-0.00522114
0.488,-1.37236,-0.00528367
0.489333,-1.37453,-0.00529618
0.490667,-1.37642,-0.00542749
0.492,-1.37849,-0.00537746
0.493333,-1.3803,-0.00543999
0.494667,-1.38254,-0.0054525
0.496,-1.38441,-0.00551503
0.497333,-1.38646,-0.00554004
0.498667,-1.38839,-0.00561507
0.5,-1.39056,-0.00564008
0.501333,-1.39238,-0.00572137
0.502667,-1.39458,-0.00574013
0.504,-1.39646,-0.00575263
0.505333,-1.39842,-0.00585893
0.506667,-1.40044,-0.00594022
0.508,-1.40252,-0.0059965
0.509333,-1.40438,-0.00602151
0.510667,-1.40646,-0.00609029
0.512,-1.40832,-0.00616532
0.513333,-1.41052,-0.00620909
0.514667,-1.4123,-0.00629038
0.516,-1.41446,-0.00633415
0.517333,-1.41674,-0.00646546
0.518667,-1.41855,-0.00652174
0.52,-1.42033,-0.00657801
0.521333,-1.42243,-0.00665305
0.522667,-1.42451,-0.00670307
0.524,-1.42646,-0.00684063
0.525333,-1.42836,-0.00689066
0.526667,-1.43054,-0.00701571
0.528,-1.4324,-0.007097
0.529333,-1.43449,-0.00714702
0.530667,-1.43641,-0.00724707
0.532,-1.43857,-0.00734086
0.533333,-1.44041,-0.00744091
0.534667,-1.44243,-0.00754095
0.536,-1.44444,-0.00762224
0.537333,-1.44643,-0.00782858
0.538667,-1.44841,-0.00790362
0.54,-1.45043,-0.00794114
0.541333,-1.45244,-0.00807245
0.542667,-1.45437,-0.00821001
0.544,-1.4563,-0.00834132
0.545333,-1.45857,-0.00850389
0.546667,-1.46038,-0.00859143
0.548,-1.46244,-0.00872274
0.549333,-1.46435,-0.00881654
0.550667,-1.46656,-0.00891658
0.552,-1.46826,-0.00908541
0.553333,-1.47047,-0.00921047
0.554667,-1.47249,-0.00933553
0.556,-1.47444,-0.00947934
0.557333,-1.47638,-0.00964192
0.558667,-1.47842,-0.00976072
0.56,-1.4805,-0.00988578
0.561333,-1.48245,-0.00996081
0.562667,-1.48426,-0.0101421
0.564,-1.48652,-0.010336
0.565333,-1.48854,-0.010386
0.566667,-1.49052,-0.0105924
0.568,-1.49233,-0.0106424
0.569333,-1.49457,-0.0107674
0.570667,-1.49656,-0.010955
0.572,-1.49841,-0.0110801
0.573333,-1.5005,-0.0111926
0.574667,-1.50246,-0.0113677
0.576,-1.50434,-0.0114678
0.577333,-1.50644,-0.0116553
0.578667,-1.50842,-0.0117741
0.58,-1.51045,-0.0119742
0.581333,-1.51231,-0.0120743
0.582667,-1.51452,-0.0122181
0.584,-1.51632,-0.0124057
0.585333,-1.5185,-0.0125745
0.586667,-1.52047,-0.0126746
0.588,-1.52258,-0.0128621
0.589333,-1.52433,-0.0130435
0.590667,-1.52639,-0.0132373
0.592,-1.52841,-0.0133686
0.593333,-1.53052,-0.0135875
0.594667,-1.53234,-0.013675
0.596,-1.53443,-0.0139376
0.597333,-1.53645,-0.014169
0.598667,-1.5385,-0.0143503
0.6,-1.54027,-0.0145191
0.601333,-1.5425,-0.0147255
0.602667,-1.54452,-0.0149506
0.604,-1.54646,-0.0151569
0.605333,-1.54832,-0.015357
0.606667,-1.55042,-0.0155759
0.608,-1.55242,-0.0158072
0.609333,-1.5544,-0.0160511
0.610667,-1.55636,-0.0161637
0.612,-1.55844,-0.0164575
0.613333,-1.56046,-0.0166701
0.614667,-1.56245,-0.0169515
0.616,-1.56436,-0.0171891
0.617333,-1.56636,-0.0173892
0.618667,-1.56844,-0.0176143
0.62,-1.57046,-0.0178519
0.621333,-1.57249,-0.0181771
0.622667,-1.57431,-0.0186585
0.624,-1.57635,-0.0192463
0.625333,-1.57846,-0.0201217
0.626667,-1.58036,-0.0212035
0.628,-1.58236,-0.0224978
0.629333,-1.58432,-0.0241611
0.630667,-1.58647,-0.0259181
0.632,-1.58827,-0.027919
0.633333,-1.59033,-0.0301826
0.634667,-1.59258,-0.0325712
0.636,-1.59446,-0.0350098
0.637333,-1.59625,-0.037586
0.638667,-1.59831,-0.0403998
0.64,-1.60043,-0.0432573
0.641333,-1.60228,-0.0461461
0.642667,-1.60424,-0.0491725
0.644,-1.60637,-0.0522239
0.645333,-1.60834,-0.0552878
0.646667,-1.61036,-0.058458
0.648,-1.6123,-0.0615407
0.649333,-1.61444,-0.0646921
0.650667,-1.61626,-0.0678873
0.652,-1.61846,-0.0708825
0.653333,-1.62027,-0.07379
0.654667,-1.62235,-0.0766601
0.656,-1.62435,-0.0794489
0.657333,-1.62628,-0.0820001
0.658667,-1.62839,-0.0844637
0.66,-1.63036,-0.0866522
0.661333,-1.63229,-0.0886406
0.662667,-1.63447,-0.0906978
0.664,-1.63627,-0.0925049
0.665333,-1.63831,-0.0943057
0.666667,-1.64021,-0.0959377
0.668,-1.64242,-0.0974321
0.669333,-1.64421,-0.0988203
0.670667,-1.64632,-0.100152
0.672,-1.64853,-0.101346
0.673333,-1.65047,-0.102409
0.674667,-1.65224,-0.103254
0.676,-1.65422,-0.103891
0.677333,-1.65634,-0.104417
0.678667,-1.65836,-0.10476
0.68,-1.6602,-0.104704
0.681333,-1.66226,-0.104573
0.682667,-1.66428,-0.10436
0.684,-1.66637,-0.103941
0.685333,-1.66821,-0.103254
0.686667,-1.67044,-0.102578
0.688,-1.6723,-0.101815
0.689333,-1.67437,-0.100809
0.690667,-1.67621,-0.099852
0.692,-1.67836,-0.0987202
0.693333,-1.68021,-0.0975384
0.694667,-1.68227,-0.0963441
0.696,-1.68429,-0.0951998
0.697333,-1.68633,-0.0941056
0.698667,-1.6882,-0.0930176
0.7,-1.69035,-0.0918045
0.701333,-1.69225,-0.0905602
0.702667,-1.69427,-0.0894285
0.704,-1.69622,-0.0883092
0.705333,-1.69841,-0.0872525
0.706667,-1.70024,-0.0861582
0.708,-1.70224,-0.0851265
0.709333,-1.70427,-0.0840885
0.710667,-1.70632,-0.0831006
0.712,-1.70825,-0.0821564
0.713333,-1.71026,-0.0812622
0.714667,-1.71226,-0.0804681
0.716,-1.71444,-0.0795614
0.717333,-1.71624,-0.0787423
0.718667,-1.71819,-0.0779419
0.72,-1.72039,-0.0770978
0.721333,-1.72242,-0.0764538
0.722667,-1.72421,-0.0756722
0.724,-1.72641,-0.0750969
0.725333,-1.72831,-0.0744216
0.726667,-1.73027,-0.0738588
0.728,-1.73219,-0.0734336
0.729333,-1.73436,-0.0729084
0.730667,-1.73623,-0.0722831
0.732,-1.73836,-0.0717704
0.733333,-1.74031,-0.0711513
0.734667,-1.74236,-0.0706886
0.736,-1.74427,-0.0701821
0.737333,-1.74634,-0.0696632
0.738667,-1.74825,-0.0693192
0.74,-1.75026,-0.0689378
0.741333,-1.75234,-0.0685439
0.742667,-1.75434,-0.0681187
0.744,-1.75631,-0.0677498
0.745333,-1.75821,-0.0673746
0.746667,-1.76025,-0.0670119
0.748,-1.7624,-0.066618
0.749333,-1.76422,-0.0662428
0.750667,-1.76621,-0.0660302
0.752,-1.76826,-0.0657176
0.753333,-1.77039,-0.0651173
0.754667,-1.77224,-0.0646421
0.756,-1.77432,-0.0644858
0.757333,-1.77651,-0.0641481
0.758667,-1.77843,-0.0639105
0.76,-1.78021,-0.0635291
0.761333,-1.78221,-0.0631289
0.762667,-1.78427,-0.0627725
0.764,-1.78625,-0.0624786
0.765333,-1.78819,-0.062291
0.766667,-1.79025,-0.0620034
0.768,-1.79228,-0.061772
0.769333,-1.79437,-0.0616032
0.770667,-1.79621,-0.0612656
0.772,-1.79838,-0.0609842
0.773333,-1.80021,-0.0606278
0.774667,-1.80231,-0.0603151
0.776,-1.80429,-0.05999
0.777333,-1.80632,-0.0598024
0.778667,-1.80824,-0.0594772
0.78,-1.81029,-0.0592771
0.781333,-1.81229,-0.0589395
0.782667,-1.81425,-0.0587832
0.784,-1.81623,-0.0586456
0.785333,-1.81845,-0.0584143
0.786667,-1.82023,-0.0582829
0.788,-1.8223,-0.0581704
0.789333,-1.8242,-0.0579265
0.790667,-1.82641,-0.0576639
0.792,-1.82826,-0.0574075
0.793333,-1.83009,-0.0572387
0.794667,-1.83228,-0.0568823
0.796,-1.8343,-0.0565947
0.797333,-1.83622,-0.0564071
0.798667,-1.83828,-0.0561507
0.8,-1.84029,-0.0559256
0.801333,-1.84231,-0.0555817
0.802667,-1.8442,-0.0553316
0.804,-1.84639,-0.0551628
0.805333,-1.84837,-0.0549377
0.806667,-1.85039,-0.0547626
0.808,-1.85222,-0.054675
0.809333,-1.8544,-0.0544249
0.810667,-1.85623,-0.0542123
0.812,-1.85817,-0.0540372
0.813333,-1.86026,-0.0537371
0.814667,-1.86231,-0.0537621
0.816,-1.86424,-0.0536433
0.817333,-1.86641,-0.0534932
0.818667,-1.86825,-0.0532431
0.82,-1.87025,-0.0531994
0.821333,-1.87217,-0.053043
0.822667,-1.87439,-0.0529367
0.824,-1.87623,-0.0527679
0.825333,-1.87824,-0.0526929
0.826667,-1.88022,-0.0525053
0.828,-1.88232,-0.052349
0.829333,-1.88421,-0.0522177
0.830667,-1.88617,-0.0520301
0.832,-1.88823,-0.0519988
0.833333,-1.89041,-0.0518675
0.834667,-1.89216,-0.0516924
0.836,-1.89421,-0.0516799
0.837333,-1.89637,-0.0516049
0.838667,-1.89841,-0.0513548
0.84,-1.90024,-0.051286
0.841333,-1.90227,-0.0511859
0.842667,-1.90427,-0.0508045
0.844,-1.90632,-0.0507295
0.845333,-1.90821,-0.0505419
0.846667,-1.91035,-0.0505231
0.848,-1.91221,-0.0503293
0.849333,-1.91431,-0.0500667
0.850667,-1.91622,-0.0500292
0.852,-1.91834,-0.0499104
0.853333,-1.9202,-0.0498166
0.854667,-1.92239,-0.0496915
0.856,-1.92425,-0.0494727
0.857333,-1.92624,-0.049235
0.858667,-1.92824,-0.04906
0.86,-1.93042,-0.0489036
0.861333,-1.93222,-0.0487661
0.862667,-1.93424,-0.0486035
0.864,-1.93616,-0.0485285
0.865333,-1.93834,-0.0484534
0.866667,-1.94026,-0.0483972
0.868,-1.94213,-0.0484222
0.869333,-1.9442,-0.0484284
0.870667,-1.94639,-0.0484347
0.872,-1.94822,-0.0482721
0.873333,-1.9501,-0.0482096
0.874667,-1.95242,-0.0481783
0.876,-1.95431,-0.0480408
0.877333,-1.95621,-0.0478532
0.878667,-1.95809,-0.0477719
0.88,-1.96026,-0.0476906
0.881333,-1.96219,-0.0475843
0.882667,-1.96412,-0.0475468
0.884,-1.96626,-0.0475718
0.885333,-1.96826,-0.047528
0.886667,-1.97026,-0.0475718
0.888,-1.97217,-0.0476781
0.889333,-1.9743,-0.0476906
0.890667,-1.97624,-0.0477594
0.892,-1.97824,-0.0476218
0.893333,-1.98021,-0.0476593
0.894667,-1.98232,-0.0476031
0.896,-1.98417,-0.0475155
0.897333,-1.98615,-0.0475093
0.898667,-1.98827,-0.0476843
0.9,-1.99019,-0.0482033
0.901333,-1.99214,-0.0481158
0.902667,-1.99429,-0.0482408
0.904,-1.99621,-0.0481908
0.905333,-1.99824,-0.0483034
0.906667,-1.99617,-0.0473654
0.908,-1.99438,-0.0466026
0.909333,-1.99217,-0.0461836
0.910667,-1.99009,-0.046415
0.912,-1.98821,-0.0462149
0.913333,-1.9863,-0.0457084
0.914667,-1.98417,-0.0454333
0.916,-1.98224,-0.0451332
0.917333,-1.98022,-0.0448956
0.918667,-1.97839,-0.0443453
0.92,-1.97619,-0.0441577
0.921333,-1.97419,-0.0439139
0.922667,-1.9722,-0.0436825
0.924,-1.97034,-0.0433761
0.925333,-1.96816,-0.043226
0.926667,-1.96626,-0.0427633
0.928,-1.96419,-0.0424007
0.929333,-1.96214,-0.0421818
0.930667,-1.96019,-0.0419942
0.932,-1.95822,-0.0429197
0.933333,-1.9562,-0.042657
0.934667,-1.95431,-0.0424757
0.936,-1.95222,-0.0424007
0.937333,-1.95019,-0.0423006
0.938667,-1.94821,-0.0423694
0.94,-1.94641,-0.0422006
0.941333,-1.94429,-0.0419692
0.942667,-1.94218,-0.0416441
0.944,-1.94016,-0.0414815
0.945333,-1.93821,-0.0412626
0.946667,-1.93619,-0.0411563
0.948,-1.93424,-0.0408312
0.949333,-1.93217,-0.0406374
0.95067,-1.93043,-0.0404498
0.952,-1.92822,-0.0400684
0.95333,-1.92611,-0.0399183
0.95467,-1.92424,-0.0395931
0.956,-1.92232,-0.0394993
0.95733,-1.92019,-0.0392617
0.95867,-1.91825,-0.0389741
0.96,-1.91626,-0.038699
0.96133,-1.91432,-0.0386302
0.96267,-1.91215,-0.0385927
0.964,-1.91029,-0.0384739
0.96533,-1.90833,-0.0384364
0.96667,-1.90636,-0.038155
0.968,-1.90419,-0.0379799
0.96933,-1.90238,-0.0377923
0.97067,-1.90022,-0.0375985
0.972,-1.89837,-0.0374109
0.97333,-1.89625,-0.037167
0.97467,-1.89424,-0.0368856
0.976,-1.89217,-0.0366418
0.97733,-1.8902,-0.0364292
0.97867,-1.88826,-0.0362729
0.98,-1.8862,-0.0359915
0.98133,-1.88422,-0.0357914
0.98267,-1.88222,-0.0356351
0.984,-1.88054,-0.0354475
0.98533,-1.87827,-0.0351473
0.98667,-1.87609,-0.0349598
0.988,-1.87427,-0.0347659
0.98933,-1.87223,-0.0346909
0.99067,-1.87012,-0.0344783
0.992,-1.86822,-0.0343595
0.99333,-1.8664,-0.0340906
0.99467,-1.86422,-0.0339718
0.996,-1.86222,-0.0338155
0.99733,-1.86033,-0.0336029
0.99867,-1.85818,-0.0334716
1.0,-1.85621,-0.0333903
1.00133,-1.85427,-0.033309
1.00267,-1.85226,-0.0331402
1.004,-1.85037,-0.0329839
1.00533,-1.84822,-0.0328275
1.00667,-1.84632,-0.0326775
1.008,-1.8442,-0.0324586
1.00933,-1.84231,-0.0323898
1.01067,-1.84026,-0.0322898
1.012,-1.83831,-0.0321585
1.01333,-1.83624,-0.0319771
1.01467,-1.83418,-0.0318146
1.016,-1.83232,-0.031677
1.01733,-1.83019,-0.0315269
1.01867,-1.82819,-0.0314394
1.02,-1.82643,-0.0312643
1.02133,-1.82426,-0.0311017
1.02267,-1.82215,-0.0309892
1.024,-1.82016,-0.0307891
1.02533,-1.8184,-0.0306953
1.02667,-1.81633,-0.0306891
1.028,-1.81426,-0.0305703
1.02933,-1.81224,-0.030464
1.03067,-1.81029,-0.0303577
1.032,-1.80821,-0.0301701
1.03333,-1.80616,-0.0300388
1.03467,-1.80424,-0.0299325
1.036,-1.80239,-0.0298011
1.03733,-1.80039,-0.0296198
1.03867,-1.79828,-0.0295073
1.04,-1.79629,-0.0294385
1.04133,-1.79432,-0.0292884
1.04267,-1.79221,-0.0291509
1.044,-1.79029,-0.0291008
1.04533,-1.78826,-0.0289257
1.04667,-1.78624,-0.0288132
1.048,-1.78425,-0.0287069
1.04933,-1.78231,-0.0285756
1.05067,-1.78026,-0.0283943
1.052,-1.77824,-0.0283442
1.05333,-1.7763,-0.0282067
1.05467,-1.77434,-0.0280253
1.056,-1.77216,-0.0279691
