2000 mVs,SCAN RATE,2000.0
0.071,-0.779092,-0.00186752
0.072,-0.781067,-0.00183417
0.073,-0.783067,-0.00190921
0.074,-0.785,-0.00195089
0.075,-0.787,-0.00187586
0.076,-0.789008,-0.00190921
0.077,-0.791058,-0.00186752
0.078,-0.793,-0.00194256
0.079,-0.794767,-0.00201759
0.08,-0.796933,-0.0019759
0.081,-0.799158,-0.00187586
0.082,-0.800908,-0.00196757
0.083,-0.802733,-0.00200092
0.084,-0.805175,-0.00201759
0.085,-0.80695,-0.00199258
0.086,-0.808917,-0.0019759
0.087,-0.810892,-0.00201759
0.088,-0.812925,-0.00200925
0.089,-0.814992,-0.00203427
0.09,-0.816942,-0.00210096
0.091,-0.818875,-0.00209263
0.092,-0.821,-0.00211764
0.093,-0.8232,-0.00211764
0.094,-0.825017,-0.00209263
0.095,-0.827158,-0.0021093
0.096,-0.829125,-0.00209263
0.097,-0.831242,-0.00208429
0.098,-0.832983,-0.00209263
0.099,-0.834933,-0.00213431
0.1,-0.836975,-0.00213431
0.101,-0.83905,-0.00215932
0.102,-0.841033,-0.002176
0.103,-0.842842,-0.00216766
0.104,-0.84495,-0.00222602
0.105,-0.847183,-0.002176
0.106,-0.8489,-0.00220935
0.107,-0.8508,-0.00225937
0.108,-0.852892,-0.00220101
0.109,-0.855192,-0.00225103
0.11,-0.856958,-0.00229272
0.111,-0.858892,-0.00229272
0.112,-0.860892,-0.00227604
0.113,-0.862892,-0.00226771
0.114,-0.864908,-0.00229272
0.115,-0.866892,-0.00231773
0.116,-0.868942,-0.0023344
0.117,-0.870933,-0.00228438
0.118,-0.872967,-0.00238443
0.119,-0.874983,-0.00234274
0.12,-0.877042,-0.00237609
0.121,-0.879208,-0.00240944
0.122,-0.881133,-0.00242611
0.123,-0.882775,-0.00241777
0.124,-0.885,-0.00243445
0.125,-0.887067,-0.00243445
0.126,-0.889,-0.00249281
0.127,-0.890933,-0.00249281
0.128,-0.892975,-0.00254283
0.129,-0.895025,-0.00249281
0.13,-0.896967,-0.00260119
0.131,-0.898783,-0.00256784
0.132,-0.900958,-0.0026262
0.133,-0.902842,-0.00259285
0.134,-0.904958,-0.0026262
0.135,-0.906792,-0.00257618
0.136,-0.9089,-0.00261787
0.137,-0.910925,-0.00255951
0.138,-0.912908,-0.00265121
0.139,-0.914833,-0.00263454
0.14,-0.916942,-0.00267623
0.141,-0.918883,-0.00270957
0.142,-0.920908,-0.00270124
0.143,-0.922883,-0.00270124
0.144,-0.924983,-0.00275126
0.145,-0.92685,-0.00267623
0.146,-0.928983,-0.00272625
0.147,-0.930933,-0.00280128
0.148,-0.932967,-0.00284297
0.149,-0.93495,-0.00280962
0.15,-0.936967,-0.00279295
0.151,-0.938925,-0.00283463
0.152,-0.940958,-0.00285964
0.153,-0.942983,-0.00282629
0.154,-0.944975,-0.00290133
0.155,-0.94695,-0.00294301
0.156,-0.948917,-0.00282629
0.157,-0.951075,-0.00290967
0.158,-0.952967,-0.002918
0.159,-0.95485,-0.00288465
0.16,-0.95695,-0.00300971
0.161,-0.958975,-0.00297636
0.162,-0.960875,-0.00295969
0.163,-0.962867,-0.00295135
0.164,-0.964808,-0.00302639
0.165,-0.966892,-0.00303472
0.166,-0.968933,-0.0029847
0.167,-0.970767,-0.00300971
0.168,-0.97295,-0.00304306
0.169,-0.974833,-0.00300137
0.17,-0.97695,-0.00308475
0.171,-0.978767,-0.00311809
0.172,-0.980967,-0.00309308
0.173,-0.983092,-0.00310976
0.174,-0.985,-0.00317645
0.175,-0.987017,-0.00314311
0.176,-0.988933,-0.00323481
0.177,-0.991,-0.00322648
0.178,-0.992975,-0.00319313
0.179,-0.994925,-0.00313477
0.18,-0.997033,-0.00323481
0.181,-0.999058,-0.00326816
0.182,-1.00102,-0.00333486
0.183,-1.00275,-0.00328484
0.184,-1.00486,-0.00332652
0.185,-1.00715,-0.0032765
0.186,-1.00896,-0.00330985
0.187,-1.01068,-0.00325983
0.188,-1.01291,-0.00335153
0.189,-1.01489,-0.00331819
0.19,-1.01685,-0.0033432
0.191,-1.01887,-0.0033432
0.192,-1.02084,-0.00335987
0.193,-1.02303,-0.00332652
0.194,-1.02494,-0.00335153
0.195,-1.0268,-0.00345158
0.196,-1.02887,-0.00338488
0.197,-1.03108,-0.00339322
0.198,-1.03292,-0.00345992
0.199,-1.03494,-0.00337655
0.2,-1.03692,-0.00342657
0.201,-1.03899,-0.00347659
0.202,-1.04092,-0.00345158
0.203,-1.04293,-0.00349327
0.204,-1.04498,-0.00353495
0.205,-1.04717,-0.0035016
0.206,-1.04896,-0.00352661
0.207,-1.05094,-0.00352661
0.208,-1.05295,-0.00355996
0.209,-1.05513,-0.00360999
0.21,-1.05693,-0.00354329
0.211,-1.05875,-0.00357664
0.212,-1.06093,-0.0035683
0.213,-1.06286,-0.00354329
0.214,-1.06485,-0.00358497
0.215,-1.06683,-0.00364334
0.216,-1.0689,-0.00364334
0.217,-1.07082,-0.00358497
0.218,-1.07288,-0.00360999
0.219,-1.0748,-0.00371837
0.22,-1.07692,-0.00366835
0.221,-1.07895,-0.00372671
0.222,-1.08094,-0.00365167
0.223,-1.08288,-0.00366835
0.224,-1.08491,-0.00368502
0.225,-1.08724,-0.0037017
0.226,-1.08891,-0.00372671
0.227,-1.09095,-0.00381008
0.228,-1.09298,-0.00366835
0.229,-1.09511,-0.0037017
0.23,-1.09699,-0.00378507
0.231,-1.09897,-0.00376839
0.232,-1.10092,-0.00383509
0.233,-1.10312,-0.00382675
0.234,-1.10495,-0.00373504
0.235,-1.1069,-0.00376839
0.236,-1.10896,-0.00387678
0.237,-1.11116,-0.00383509
0.238,-1.11293,-0.00380174
0.239,-1.11486,-0.00382675
0.24,-1.11682,-0.00396015
0.241,-1.11891,-0.00388511
0.242,-1.12085,-0.00386844
0.243,-1.12278,-0.00381008
0.244,-1.12492,-0.00388511
0.245,-1.12688,-0.00391012
0.246,-1.12894,-0.00391012
0.247,-1.13082,-0.00385176
0.248,-1.13293,-0.00395181
0.249,-1.13511,-0.00396848
0.25,-1.13688,-0.00398516
0.251,-1.13872,-0.00389345
0.252,-1.14092,-0.00401017
0.253,-1.14291,-0.00393514
0.254,-1.14492,-0.00401017
0.255,-1.14689,-0.00401851
0.256,-1.149,-0.00411855
0.257,-1.1511,-0.00401017
0.258,-1.15291,-0.00406019
0.259,-1.1549,-0.00402684
0.26,-1.15695,-0.00403518
0.261,-1.15912,-0.00412689
0.262,-1.16098,-0.00409354
0.263,-1.16289,-0.00410188
0.264,-1.16486,-0.00411022
0.265,-1.16681,-0.00407687
0.266,-1.16889,-0.00413523
0.267,-1.17072,-0.00410188
0.268,-1.17291,-0.00421026
0.269,-1.17476,-0.00413523
0.27,-1.17686,-0.00414356
0.271,-1.17872,-0.00418525
0.272,-1.18088,-0.00422694
0.273,-1.18287,-0.00419359
0.274,-1.18498,-0.00423527
0.275,-1.18672,-0.00425195
0.276,-1.18897,-0.00421026
0.277,-1.19079,-0.00421026
0.278,-1.19286,-0.00424361
0.279,-1.19488,-0.00423527
0.28,-1.19692,-0.00427696
0.281,-1.19888,-0.00429363
0.282,-1.20097,-0.00431031
0.283,-1.20272,-0.00430197
0.284,-1.20499,-0.00435199
0.285,-1.20698,-0.00436867
0.286,-1.209,-0.00441035
0.287,-1.21073,-0.00439368
0.288,-1.21295,-0.00435199
0.289,-1.21506,-0.00441035
0.29,-1.21687,-0.00443536
0.291,-1.21878,-0.00439368
0.292,-1.22085,-0.00446871
0.293,-1.22271,-0.00441035
0.294,-1.22487,-0.00446871
0.295,-1.2267,-0.0045104
0.296,-1.22887,-0.00450206
0.297,-1.23074,-0.00459377
0.298,-1.23292,-0.00456042
0.299,-1.23472,-0.0045771
0.3,-1.2369,-0.00456876
0.301,-1.23885,-0.00463546
0.302,-1.24093,-0.00458543
0.303,-1.24282,-0.0045771
0.304,-1.24487,-0.00466047
0.305,-1.24682,-0.00468548
0.306,-1.24882,-0.00465213
0.307,-1.25081,-0.00468548
0.308,-1.25291,-0.00477719
0.309,-1.25491,-0.00479386
0.31,-1.25697,-0.00475218
0.311,-1.25881,-0.00469382
0.312,-1.26091,-0.00476885
0.313,-1.26307,-0.00483555
0.314,-1.2649,-0.00491892
0.315,-1.26672,-0.00490225
0.316,-1.26884,-0.00487723
0.317,-1.2708,-0.00488557
0.318,-1.27288,-0.00487723
0.319,-1.2748,-0.00494393
0.32,-1.27678,-0.00489391
0.321,-1.27882,-0.00495227
0.322,-1.28084,-0.00499395
0.323,-1.28263,-0.00498562
0.324,-1.28487,-0.00505231
0.325,-1.28693,-0.00501897
0.326,-1.28891,-0.00504398
0.327,-1.29081,-0.00504398
0.328,-1.29281,-0.00516903
0.329,-1.29478,-0.005094
0.33,-1.29685,-0.00508566
0.331,-1.2987,-0.00515236
0.332,-1.30083,-0.00521906
0.333,-1.30288,-0.00527742
0.334,-1.30493,-0.00527742
0.335,-1.30687,-0.00527742
0.336,-1.3089,-0.00532744
0.337,-1.311,-0.00532744
0.338,-1.31295,-0.0053191
0.339,-1.31475,-0.00540247
0.34,-1.31695,-0.00542749
0.341,-1.31893,-0.00544416
0.342,-1.32084,-0.00539414
0.343,-1.32281,-0.00548585
0.344,-1.32482,-0.00551086
0.345,-1.32675,-0.00546917
0.346,-1.32885,-0.00555254
0.347,-1.33068,-0.00559423
0.348,-1.33276,-0.00573596
0.349,-1.33473,-0.0056776
0.35,-1.33689,-0.00572762
0.351,-1.33884,-0.00568594
0.352,-1.34088,-0.00571929
0.353,-1.34287,-0.00581933
0.354,-1.34482,-0.00576097
0.355,-1.34669,-0.00587769
0.356,-1.34882,-0.00584434
0.357,-1.35069,-0.00589437
0.358,-1.35287,-0.00598607
0.359,-1.35467,-0.00592771
0.36,-1.35682,-0.00609446
0.361,-1.35891,-0.00607778
0.362,-1.36095,-0.00608612
0.363,-1.36272,-0.00608612
0.364,-1.36479,-0.00629455
0.365,-1.36695,-0.00621952
0.366,-1.36892,-0.00631122
0.367,-1.37088,-0.0062612
0.368,-1.37286,-0.00627788
0.369,-1.37478,-0.00634457
0.37,-1.37683,-0.0063946
0.371,-1.37867,-0.00644462
0.372,-1.38075,-0.00651132
0.373,-1.3827,-0.00658635
0.374,-1.3849,-0.00663637
0.375,-1.38668,-0.00662804
0.376,-1.38878,-0.00666138
0.377,-1.39099,-0.00671141
0.378,-1.39286,-0.00682813
0.379,-1.39469,-0.00691984
0.38,-1.39678,-0.00694485
0.381,-1.39877,-0.0070699
0.382,-1.40083,-0.0071366
0.383,-1.40272,-0.00715328
0.384,-1.40486,-0.00727833
0.385,-1.40684,-0.0071366
0.386,-1.40888,-0.00726166
0.387,-1.41068,-0.00738672
0.388,-1.41285,-0.00743674
0.389,-1.41505,-0.00754512
0.39,-1.41695,-0.00767852
0.391,-1.4188,-0.00767852
0.392,-1.42087,-0.00770353
0.393,-1.42282,-0.00783692
0.394,-1.42489,-0.00790362
0.395,-1.42685,-0.00805369
0.396,-1.4288,-0.00810371
0.397,-1.43074,-0.00822043
0.398,-1.43286,-0.00836216
0.399,-1.43465,-0.00832881
0.4,-1.43682,-0.00860394
0.401,-1.43881,-0.00857059
0.402,-1.44087,-0.00863729
0.403,-1.44267,-0.00874567
0.404,-1.4449,-0.00886239
0.405,-1.44669,-0.00898745
0.406,-1.44876,-0.00911251
0.407,-1.4507,-0.0092459
0.408,-1.45281,-0.00935428
0.409,-1.45471,-0.009471
0.41,-1.45683,-0.00963775
0.411,-1.4587,-0.00974613
0.412,-1.46081,-0.00991287
0.413,-1.46297,-0.0100546
0.414,-1.46495,-0.0102547
0.415,-1.46667,-0.0104965
0.416,-1.46882,-0.0106382
0.417,-1.47093,-0.0105965
0.418,-1.47292,-0.0108133
0.419,-1.47484,-0.0109717
0.42,-1.47687,-0.0111801
0.421,-1.47884,-0.0113719
0.422,-1.48092,-0.0114969
0.423,-1.48268,-0.0116553
0.424,-1.48479,-0.0117637
0.425,-1.48672,-0.0118804
0.426,-1.48883,-0.0120055
0.427,-1.49068,-0.0121389
0.428,-1.49276,-0.0123557
0.429,-1.4947,-0.0124807
0.43,-1.49689,-0.0127392
0.431,-1.49878,-0.0128976
0.432,-1.5007,-0.0131977
0.433,-1.50279,-0.0134228
0.434,-1.5048,-0.0135645
0.435,-1.50671,-0.0136396
0.436,-1.50885,-0.0138897
0.437,-1.51072,-0.0139814
0.438,-1.51285,-0.0142815
0.439,-1.51468,-0.0144399
0.44,-1.5168,-0.01464
0.441,-1.51875,-0.0148401
0.442,-1.52095,-0.0149485
0.443,-1.52268,-0.0151403
0.444,-1.52487,-0.0154237
0.445,-1.52682,-0.0156488
0.446,-1.52888,-0.0157906
0.447,-1.53087,-0.0160323
0.448,-1.53278,-0.0162825
0.449,-1.53477,-0.0165076
0.45,-1.53684,-0.0166159
0.451,-1.53865,-0.0169578
0.452,-1.54075,-0.0170411
0.453,-1.54272,-0.0173163
0.454,-1.54472,-0.0176664
0.455,-1.54666,-0.0178582
0.456,-1.54874,-0.0180749
0.457,-1.55077,-0.0183918
0.458,-1.55272,-0.0185918
0.459,-1.55479,-0.0189503
0.46,-1.55673,-0.0191754
0.461,-1.55867,-0.0194422
0.462,-1.56079,-0.0196423
0.463,-1.56267,-0.0200342
0.464,-1.56472,-0.0203093
0.465,-1.56669,-0.0205678
0.466,-1.56887,-0.0208679
0.467,-1.57063,-0.021068
0.468,-1.57292,-0.0214015
0.469,-1.57475,-0.0216516
0.47,-1.57682,-0.0221518
0.471,-1.57882,-0.0227854
0.472,-1.58087,-0.0233857
0.473,-1.58282,-0.0241694
0.474,-1.58481,-0.0252115
0.475,-1.58667,-0.0264288
0.476,-1.58875,-0.0280378
0.477,-1.5907,-0.0297386
0.478,-1.59277,-0.0316728
0.479,-1.59463,-0.0337655
0.48,-1.59673,-0.0359915
0.481,-1.59872,-0.0383259
0.482,-1.60076,-0.040677
0.483,-1.60264,-0.0431364
0.484,-1.60472,-0.0457543
0.485,-1.60666,-0.0485306
0.486,-1.60872,-0.0515569
0.487,-1.61062,-0.0549585
0.488,-1.61263,-0.0586268
0.489,-1.61463,-0.0623369
0.49,-1.61672,-0.066197
0.491,-1.61865,-0.0699654
0.492,-1.62067,-0.0736421
0.493,-1.62267,-0.0770603
0.494,-1.62486,-0.0804952
0.495,-1.62672,-0.0837217
0.496,-1.62873,-0.0866147
0.497,-1.63076,-0.089516
0.498,-1.63277,-0.0923006
0.499,-1.63475,-0.0948851
0.5,-1.63672,-0.0972862
0.501,-1.63867,-0.099704
0.502,-1.64073,-0.102022
0.503,-1.64265,-0.104181
0.504,-1.64466,-0.106265
0.505,-1.6466,-0.10835
0.506,-1.64877,-0.110384
0.507,-1.6506,-0.112326
0.508,-1.65257,-0.114077
0.509,-1.65454,-0.115645
0.51,-1.65657,-0.116979
0.511,-1.65856,-0.117987
0.512,-1.6606,-0.118829
0.513,-1.66258,-0.119246
0.514,-1.66478,-0.119621
0.515,-1.6666,-0.119705
0.516,-1.66855,-0.119488
0.517,-1.67062,-0.119238
0.518,-1.67282,-0.118729
0.519,-1.67464,-0.118079
0.52,-1.67649,-0.117295
0.521,-1.67863,-0.116378
0.522,-1.6807,-0.115428
0.523,-1.68265,-0.114486
0.524,-1.68468,-0.113435
0.525,-1.6867,-0.112151
0.526,-1.68886,-0.110876
0.527,-1.69065,-0.109592
0.528,-1.69273,-0.10825
0.529,-1.69458,-0.107074
0.53,-1.69676,-0.105773
0.531,-1.69867,-0.104465
0.532,-1.70075,-0.103297
0.533,-1.70257,-0.10203
0.534,-1.70465,-0.100921
0.535,-1.70661,-0.0997457
0.536,-1.70865,-0.0985451
0.537,-1.71065,-0.0973779
0.538,-1.71266,-0.0963941
0.539,-1.71459,-0.0952936
0.54,-1.71655,-0.0942598
0.541,-1.71862,-0.0933011
0.542,-1.7207,-0.0922089
0.543,-1.7226,-0.0912751
0.544,-1.72472,-0.0903414
0.545,-1.72663,-0.0894827
0.546,-1.72862,-0.0886489
0.547,-1.73065,-0.0877402
0.548,-1.73267,-0.0870232
0.549,-1.73467,-0.0861478
0.55,-1.73674,-0.0854475
0.551,-1.73863,-0.0846554
0.552,-1.74074,-0.0840218
0.553,-1.74272,-0.0834132
0.554,-1.74478,-0.0827296
0.555,-1.74663,-0.0821126
0.556,-1.74862,-0.0815207
0.557,-1.75072,-0.0809788
0.558,-1.75277,-0.0804035
0.559,-1.75458,-0.0798116
0.56,-1.75661,-0.079253
0.561,-1.75852,-0.078711
0.562,-1.76058,-0.0782859
0.563,-1.76253,-0.0777023
0.564,-1.76463,-0.077252
0.565,-1.76661,-0.0769519
0.566,-1.76875,-0.0765267
0.567,-1.77058,-0.0759681
0.568,-1.7725,-0.0756096
0.569,-1.77461,-0.0752094
0.57,-1.77675,-0.0748259
0.571,-1.7786,-0.0744924
0.572,-1.78065,-0.0740506
0.573,-1.78262,-0.0738588
0.574,-1.78463,-0.0733586
0.575,-1.78663,-0.0730084
0.576,-1.78876,-0.0727667
0.577,-1.79063,-0.0724332
0.578,-1.79284,-0.072158
0.579,-1.7946,-0.0717912
0.58,-1.7966,-0.0714327
0.581,-1.79867,-0.0712326
0.582,-1.80083,-0.0709325
0.583,-1.80255,-0.0706907
0.584,-1.80452,-0.0703489
0.585,-1.80658,-0.0698653
0.586,-1.80859,-0.0697153
0.587,-1.81058,-0.0693651
0.588,-1.8126,-0.0691483
0.589,-1.81454,-0.0689316
0.59,-1.81653,-0.0685397
0.591,-1.8186,-0.0683146
0.592,-1.82047,-0.0680145
0.593,-1.8226,-0.0677894
0.594,-1.82483,-0.0675559
0.595,-1.82657,-0.0673308
0.596,-1.82853,-0.0670974
0.597,-1.83058,-0.0668806
0.598,-1.83257,-0.0666305
0.599,-1.83461,-0.0665055
0.6,-1.83662,-0.066197
0.601,-1.83865,-0.0660553
0.602,-1.84078,-0.0658552
0.603,-1.8426,-0.0657051
0.604,-1.84472,-0.0653883
0.605,-1.84665,-0.0651131
0.606,-1.84887,-0.0648964
0.607,-1.85062,-0.0646796
0.608,-1.85271,-0.0644962
0.609,-1.85498,-0.0645629
0.61,-1.85658,-0.0642711
0.611,-1.85861,-0.064146
0.612,-1.86058,-0.0638542
0.613,-1.86265,-0.0636708
0.614,-1.86453,-0.0635874
0.615,-1.86662,-0.063329
0.616,-1.86853,-0.0633707
0.617,-1.87055,-0.0632039
0.618,-1.87273,-0.0629038
0.619,-1.8746,-0.0627787
0.62,-1.87651,-0.0626037
0.621,-1.87864,-0.0625036
0.622,-1.8807,-0.0622118
0.623,-1.88262,-0.0621368
0.624,-1.88452,-0.0623369
0.625,-1.88662,-0.0623035
0.626,-1.88869,-0.0621868
0.627,-1.89066,-0.0622202
0.628,-1.89262,-0.0619784
0.629,-1.89468,-0.0617366
0.63,-1.89681,-0.0615865
0.631,-1.89863,-0.0614198
0.632,-1.90068,-0.0612697
0.633,-1.90279,-0.061178
0.634,-1.90476,-0.0610696
0.635,-1.90662,-0.0610363
0.636,-1.90865,-0.0608529
0.637,-1.91057,-0.0610613
0.638,-1.91263,-0.061053
0.639,-1.91457,-0.061103
0.64,-1.91657,-0.0610029
0.641,-1.91853,-0.0609362
0.642,-1.92072,-0.0610196
0.643,-1.92255,-0.0606945
0.644,-1.92448,-0.0605027
0.645,-1.92662,-0.0603443
0.646,-1.9287,-0.0602693
0.647,-1.93057,-0.0603443
0.648,-1.9324,-0.0602943
0.649,-1.93457,-0.0603026
0.65,-1.93667,-0.0600025
0.651,-1.93857,-0.0598941
0.652,-1.94072,-0.0598941
0.653,-1.94254,-0.0599441
0.654,-1.94475,-0.0598274
0.655,-1.9466,-0.059619
0.656,-1.94867,-0.0595606
0.657,-1.95062,-0.0596607
0.658,-1.95285,-0.0595523
0.659,-1.95465,-0.059594
0.66,-1.95681,-0.0600025
0.661,-1.95865,-0.0598024
0.662,-1.96069,-0.059669
0.663,-1.96259,-0.059594
0.664,-1.96457,-0.0598357
0.665,-1.9666,-0.0600692
0.666,-1.9685,-0.0600692
0.667,-1.97062,-0.0598941
0.668,-1.97254,-0.0599941
0.669,-1.97455,-0.0600192
0.67,-1.97656,-0.0600275
0.671,-1.97854,-0.0602443
0.672,-1.98046,-0.0604277
0.673,-1.9826,-0.0605777
0.674,-1.98452,-0.0610113
0.675,-1.9865,-0.0621451
0.676,-1.98853,-0.0630455
0.677,-1.99053,-0.0631789
0.678,-1.99266,-0.0631539
0.679,-1.9946,-0.0630205
0.68,-1.99653,-0.063379
0.681,-1.99459,-0.0619951
0.682,-1.99267,-0.0612197
0.683,-1.99062,-0.0604527
0.684,-1.98862,-0.0595106
0.685,-1.9866,-0.0585101
0.686,-1.9846,-0.0578432
0.687,-1.98265,-0.0572095
0.688,-1.98062,-0.0566343
0.689,-1.97855,-0.0562258
0.69,-1.97663,-0.0556171
0.691,-1.97459,-0.0549668
0.692,-1.97242,-0.0544166
0.693,-1.97053,-0.0539497
0.694,-1.96858,-0.0535745
0.695,-1.96649,-0.0530576
0.696,-1.96452,-0.052449
0.697,-1.96252,-0.0519988
0.698,-1.96049,-0.051732
0.699,-1.95856,-0.0513985
0.7,-1.95654,-0.05104
0.701,-1.95455,-0.0507149
0.702,-1.95265,-0.0503731
0.703,-1.95052,-0.0499812
0.704,-1.94857,-0.0494893
0.705,-1.94657,-0.0493059
0.706,-1.94462,-0.0488474
0.707,-1.94259,-0.0485055
0.708,-1.94064,-0.0480887
0.709,-1.93862,-0.0477552
0.71,-1.93663,-0.0475301
0.711,-1.93465,-0.0471633
0.712,-1.93254,-0.0468214
0.713,-1.93064,-0.046588
0.714,-1.92877,-0.0463462
0.715,-1.92667,-0.0460377
0.716,-1.92449,-0.0455792
0.717,-1.92262,-0.0452457
0.718,-1.92076,-0.0448372
0.719,-1.91857,-0.0444954
0.72,-1.91648,-0.0442036
0.721,-1.91453,-0.0440118
0.722,-1.91254,-0.0438201
0.723,-1.91052,-0.0434782
0.724,-1.90857,-0.0432698
0.725,-1.9066,-0.0428363
0.726,-1.90465,-0.0424945
0.727,-1.90267,-0.0422527
0.728,-1.90042,-0.0419275
0.729,-1.89857,-0.0417441
0.73,-1.89656,-0.0413606
0.731,-1.89462,-0.0411605
0.732,-1.89251,-0.0409938
0.733,-1.89062,-0.040727
0.734,-1.88863,-0.0405436
0.735,-1.88664,-0.0402101
0.736,-1.88467,-0.04006
0.737,-1.88265,-0.0397432
0.738,-1.88082,-0.0395348
0.739,-1.87866,-0.039318
0.74,-1.87668,-0.0391263
0.741,-1.87462,-0.0389012
0.742,-1.87281,-0.038676
0.743,-1.87061,-0.0384259
0.744,-1.86862,-0.0382842
0.745,-1.86658,-0.0379674
0.746,-1.86452,-0.0378423
0.747,-1.86251,-0.0376256
0.748,-1.86056,-0.0374922
0.749,-1.85856,-0.037217
0.75,-1.85653,-0.0370586
0.751,-1.85458,-0.0368585
0.752,-1.85257,-0.0365501
0.753,-1.85057,-0.0363917
0.754,-1.84863,-0.036325
0.755,-1.84662,-0.0361749
0.756,-1.84458,-0.0360248
0.757,-1.84257,-0.0358498
0.758,-1.84074,-0.0356913
0.759,-1.83858,-0.0354329
0.76,-1.83664,-0.0353078
0.761,-1.83463,-0.035041
0.762,-1.83258,-0.0349994
0.763,-1.83067,-0.0346409
0.764,-1.82867,-0.0345325
0.765,-1.82662,-0.0343657
0.766,-1.8248,-0.0343324
0.767,-1.82257,-0.0341406
0.768,-1.82068,-0.0340156
0.769,-1.81864,-0.0339155
0.77,-1.81682,-0.0337988
0.771,-1.8146,-0.033582
0.772,-1.81258,-0.0334153
0.773,-1.81058,-0.0332819
0.774,-1.80847,-0.0331568
0.775,-1.80652,-0.0331152
0.776,-1.80441,-0.0327984
0.777,-1.80253,-0.03269
0.778,-1.80083,-0.0325899
0.779,-1.79857,-0.0323815
0.78,-1.79658,-0.0323565
0.781,-1.79457,-0.0321397
0.782,-1.79272,-0.0320897
0.783,-1.79055,-0.0319813
0.784,-1.78855,-0.0317729
0.785,-1.78656,-0.0317479
0.786,-1.7846,-0.0315811
0.787,-1.78257,-0.0314978
0.788,-1.78067,-0.0314311
0.789,-1.77865,-0.0311976
0.79,-1.77686,-0.0311226
0.791,-1.77473,-0.0310809
0.792,-1.77257,-0.0308225
0.793,-1.77061,-0.0306891
0.794,-1.76881,-0.030514
0.795,-1.76667,-0.030514
0.796,-1.76459,-0.0304306
0.797,-1.76263,-0.0302722
0.798,-1.76059,-0.0301972
0.799,-1.7586,-0.0300221
0.8,-1.75657,-0.0299304
0.801,-1.75459,-0.0298637
0.802,-1.75283,-0.0296219
0.803,-1.75061,-0.0294718
0.804,-1.74874,-0.0294135
0.805,-1.74655,-0.0293718
0.806,-1.74484,-0.02918
0.807,-1.74258,-0.0291467
0.808,-1.74057,-0.0290716
0.809,-1.73857,-0.0289383
0.81,-1.73664,-0.0288299
0.811,-1.73462,-0.0286715
0.812,-1.73259,-0.0285214
0.813,-1.73059,-0.0283463
0.814,-1.72864,-0.028288
0.815,-1.72669,-0.0282129
0.816,-1.72473,-0.0280295
0.817,-1.72263,-0.0279295
0.818,-1.72086,-0.0278044
0.819,-1.71879,-0.027696
0.82,-1.71671,-0.0276627
0.821,-1.71465,-0.0275043
0.822,-1.71282,-0.0274042
0.823,-1.71062,-0.0273208
0.824,-1.7086,-0.0271958
0.825,-1.70657,-0.0269623
