300 mVs,SCAN RATE,299.999
4.37333,-1.94963,-0.0230043
4.38,-1.95144,-0.0229768
4.38667,-1.95361,-0.022973
4.39333,-1.95547,-0.0229192
4.4,-1.95762,-0.0228555
4.40667,-1.95943,-0.0229005
4.41333,-1.9614,-0.0228642
4.42,-1.96342,-0.0228592
4.42667,-1.96549,-0.0228392
4.43333,-1.9674,-0.0227604
4.44,-1.96945,-0.0227929
4.44667,-1.97141,-0.0227392
4.45333,-1.97353,-0.0227329
4.46,-1.97539,-0.0227667
4.46667,-1.97741,-0.0227617
4.47333,-1.97937,-0.0227417
4.48,-1.98152,-0.0227016
4.48667,-1.98342,-0.0226341
4.49333,-1.98544,-0.0226154
4.5,-1.98737,-0.0226304
4.50667,-1.98941,-0.0226266
4.51333,-1.99139,-0.0226079
4.52,-1.9934,-0.0226516
4.52667,-1.99541,-0.0226354
4.53333,-1.99759,-0.0226241
4.54,-1.99542,-0.0222077
4.54667,-1.99343,-0.0219938
4.55333,-1.9914,-0.0216874
4.56,-1.98946,-0.0215636
4.56667,-1.98741,-0.0213923
4.57333,-1.98542,-0.0211384
4.58,-1.98342,-0.0210671
4.58667,-1.98151,-0.0208495
4.59333,-1.97939,-0.0207082
4.6,-1.97741,-0.0205844
4.60667,-1.97541,-0.0204756
4.61333,-1.97346,-0.0203943
4.62,-1.97143,-0.0202693
4.62667,-1.96944,-0.0201805
4.63333,-1.96744,-0.0200792
4.64,-1.9655,-0.0199942
4.64667,-1.96341,-0.0199204
4.65333,-1.96143,-0.0197828
4.66,-1.95939,-0.0196578
4.66667,-1.9576,-0.0195965
4.67333,-1.95535,-0.0195515
4.68,-1.95352,-0.0194477
4.68667,-1.95144,-0.0193326
4.69333,-1.9496,-0.0193739
4.7,-1.94741,-0.0192238
4.70667,-1.94543,-0.0191575
4.71333,-1.94343,-0.0190775
4.72,-1.9414,-0.0190412
4.72667,-1.93944,-0.0189449
4.73333,-1.93744,-0.0188987
4.74,-1.93542,-0.0187874
4.74667,-1.93339,-0.0187573
4.75333,-1.93146,-0.0185835
4.76,-1.92945,-0.0185748
4.76667,-1.92741,-0.0184797
4.77333,-1.92563,-0.0184109
4.78,-1.92343,-0.0183772
4.78667,-1.92144,-0.0183434
4.79333,-1.91943,-0.0183221
4.8,-1.91761,-0.0182258
4.80667,-1.91544,-0.0180683
4.81333,-1.91347,-0.0181771
4.82,-1.91141,-0.0179507
4.82667,-1.90946,-0.017982
4.83333,-1.90745,-0.017957
4.84,-1.9056,-0.0178094
4.84667,-1.90342,-0.0178119
4.85333,-1.90163,-0.0176856
4.86,-1.89943,-0.0176456
4.86667,-1.89741,-0.0176231
4.87333,-1.89543,-0.0175105
4.88,-1.8935,-0.0174467
4.88667,-1.89145,-0.0174017
4.89333,-1.88946,-0.0173567
4.9,-1.88744,-0.0173379
4.90667,-1.8854,-0.0172154
4.91333,-1.88344,-0.0172341
4.92,-1.88127,-0.0171178
4.92667,-1.87939,-0.0171141
4.93333,-1.87759,-0.0171228
4.94,-1.87545,-0.0170616
4.94667,-1.87348,-0.0170378
4.95333,-1.87144,-0.0169753
4.96,-1.86957,-0.0169253
4.96667,-1.86745,-0.0168777
4.97333,-1.86546,-0.0167364
4.98,-1.86342,-0.0167077
4.98667,-1.86152,-0.0167214
4.99333,-1.85945,-0.0166789
5.0,-1.85748,-0.0166064
5.00667,-1.85545,-0.0165863
5.01333,-1.8536,-0.0165251
5.02,-1.8516,-0.0165676
5.02667,-1.84956,-0.0164875
5.03333,-1.84742,-0.0164188
5.04,-1.84561,-0.0163725
5.04667,-1.84344,-0.0163675
5.05333,-1.84144,-0.0162287
5.06,-1.83944,-0.0162087
5.06667,-1.83757,-0.0161486
5.07333,-1.83542,-0.0161561
5.08,-1.83347,-0.0161474
5.08667,-1.83144,-0.0160574
5.09333,-1.82961,-0.0160599
5.1,-1.82747,-0.0160599
5.10667,-1.8254,-0.0159423
5.11333,-1.82345,-0.0159248
5.12,-1.82162,-0.0158623
5.12667,-1.81944,-0.0158398
5.13333,-1.81748,-0.0157835
5.14,-1.81544,-0.0157485
5.14667,-1.81352,-0.0157335
5.15333,-1.81146,-0.0156772
5.16,-1.80947,-0.0156609
5.16667,-1.80744,-0.0155696
5.17333,-1.80546,-0.0155646
5.18,-1.80349,-0.0154846
5.18667,-1.80141,-0.0153408
5.19333,-1.79945,-0.0153283
5.2,-1.79753,-0.015302
5.20667,-1.79546,-0.015312
5.21333,-1.7935,-0.015297
5.22,-1.79145,-0.0152145
5.22667,-1.78946,-0.0151544
5.23333,-1.78745,-0.0151482
5.24,-1.78547,-0.0151132
5.24667,-1.78343,-0.0150394
5.25333,-1.78152,-0.0149969
5.26,-1.77945,-0.0150019
5.26667,-1.77764,-0.0149543
5.27333,-1.77545,-0.0149193
5.28,-1.77361,-0.0148856
